ISO_Code,Year,RGDP Per Capita Lag
TUN,2006-01-01,8656.0
TUR,2006-01-01,12570.0
UGA,2006-01-01,1353.0
UKR,2006-01-01,7364.0
ARE,2006-01-01,94516.0
GBR,2006-01-01,37724.0
USA,2006-01-01,49655.0
URY,2006-01-01,10343.0
VEN,2006-01-01,10725.0
VNM,2006-01-01,3218.0
YEM,2006-01-01,3272.0
ZMB,2006-01-01,1597.0
ZWE,2006-01-01,1660.0
ALB,2005-01-01,6094.0
DZA,2005-01-01,9516.0
AGO,2005-01-01,2538.0
ARG,2005-01-01,13664.0
ARM,2005-01-01,4633.0
AUS,2005-01-01,39031.0
AUT,2005-01-01,36845.0
AZE,2005-01-01,3305.0
BHS,2005-01-01,
BHR,2005-01-01,29711.0
BGD,2005-01-01,1479.0
BRB,2005-01-01,17620.0
BLR,2005-01-01,9760.0
BEL,2005-01-01,34665.0
BLZ,2005-01-01,
BEN,2005-01-01,1783.0
BTN,2005-01-01,
BOL,2005-01-01,3393.0
BIH,2005-01-01,5812.0
BWA,2005-01-01,10827.0
BRA,2005-01-01,8365.0
BRN,2005-01-01,
BGR,2005-01-01,10492.0
BFA,2005-01-01,1255.0
BDI,2005-01-01,1025.0
KHM,2005-01-01,1600.0
CMR,2005-01-01,2324.0
CAN,2005-01-01,39211.0
CPV,2005-01-01,4361.0
CAF,2005-01-01,851.0
TCD,2005-01-01,1596.0
CHL,2005-01-01,12119.0
CHN,2005-01-01,5595.0
COL,2005-01-01,7240.0
COD,2005-01-01,488.0
COG,2005-01-01,2991.0
CRI,2005-01-01,9869.0
CIV,2005-01-01,2024.0
HRV,2005-01-01,16009.0
CYP,2005-01-01,23995.0
CZE,2005-01-01,22396.0
DNK,2005-01-01,37121.0
DOM,2005-01-01,7791.0
ECU,2005-01-01,6593.0
EGY,2005-01-01,5736.0
SLV,2005-01-01,5882.0
EST,2005-01-01,15070.0
ETH,2005-01-01,658.0
FJI,2005-01-01,
FIN,2005-01-01,35055.0
FRA,2005-01-01,32202.0
GAB,2005-01-01,12416.0
GMB,2005-01-01,2119.0
GEO,2005-01-01,4780.0
DEU,2005-01-01,35908.0
GHA,2005-01-01,2398.0
GRC,2005-01-01,26579.0
GTM,2005-01-01,5310.0
GIN,2005-01-01,1021.0
GNB,2005-01-01,1322.0
GUY,2005-01-01,
HTI,2005-01-01,1711.0
HND,2005-01-01,3855.0
HKG,2005-01-01,51289.0
HUN,2005-01-01,17035.0
ISL,2005-01-01,36891.0
IND,2005-01-01,2502.0
IDN,2005-01-01,3758.0
IRN,2005-01-01,12682.0
IRQ,2005-01-01,4314.0
IRL,2005-01-01,51086.0
ISR,2005-01-01,27645.0
ITA,2005-01-01,32380.0
JAM,2005-01-01,6048.0
JPN,2005-01-01,34354.0
JOR,2005-01-01,4952.0
KAZ,2005-01-01,8687.0
KEN,2005-01-01,1923.0
KOR,2005-01-01,27413.0
KWT,2005-01-01,57757.0
KGZ,2005-01-01,2203.0
LAO,2005-01-01,2282.0
LVA,2005-01-01,13412.0
LBN,2005-01-01,12911.0
LSO,2005-01-01,2284.0
LBR,2005-01-01,589.0
LBY,2005-01-01,23943.0
LTU,2005-01-01,13928.0
LUX,2005-01-01,53255.0
MKD,2005-01-01,7917.0
MDG,2005-01-01,1058.0
MWI,2005-01-01,1022.0
MYS,2005-01-01,13695.0
MLI,2005-01-01,1072.0
MLT,2005-01-01,20814.0
MRT,2005-01-01,2359.0
MUS,2005-01-01,13680.0
MEX,2005-01-01,12193.0
MDA,2005-01-01,2504.0
MNG,2005-01-01,4188.0
MNE,2005-01-01,8368.0
MAR,2005-01-01,4537.0
MOZ,2005-01-01,844.0
MMR,2005-01-01,1754.0
NAM,2005-01-01,5719.0
NPL,2005-01-01,1335.0
NLD,2005-01-01,39959.0
NZL,2005-01-01,26753.0
NIC,2005-01-01,3031.0
NER,2005-01-01,696.0
NGA,2005-01-01,3131.0
NOR,2005-01-01,60079.0
OMN,2005-01-01,27859.0
PAK,2005-01-01,2892.0
PAN,2005-01-01,10600.0
PNG,2005-01-01,
PRY,2005-01-01,5266.0
PER,2005-01-01,5616.0
PHL,2005-01-01,4197.0
POL,2005-01-01,14183.0
PRT,2005-01-01,21135.0
QAT,2005-01-01,96865.0
ROU,2005-01-01,10032.0
RUS,2005-01-01,11526.0
RWA,2005-01-01,930.0
SAU,2005-01-01,24468.0
SEN,2005-01-01,1847.0
SRB,2005-01-01,8422.0
SYC,2005-01-01,16001.0
SLE,2005-01-01,1100.0
SGP,2005-01-01,40944.0
SVK,2005-01-01,15335.0
SVN,2005-01-01,23639.0
ZAF,2005-01-01,9628.0
ESP,2005-01-01,28220.0
LKA,2005-01-01,4926.0
SDN,2005-01-01,1922.0
SUR,2005-01-01,
SWZ,2005-01-01,6215.0
SWE,2005-01-01,38522.0
CHE,2005-01-01,43768.0
SYR,2005-01-01,5127.0
TWN,2005-01-01,34197.0
TJK,2005-01-01,1965.0
TZA,2005-01-01,1363.0
THA,2005-01-01,8898.0
TLS,2005-01-01,
TGO,2005-01-01,1114.0
TTO,2005-01-01,17943.0
TUN,2005-01-01,8449.0
TUR,2005-01-01,11558.0
UGA,2005-01-01,1254.0
UKR,2005-01-01,6285.0
ARE,2005-01-01,92250.0
GBR,2005-01-01,36320.0
USA,2005-01-01,48493.0
URY,2005-01-01,9849.0
VEN,2005-01-01,8580.0
VNM,2005-01-01,2961.0
YEM,2005-01-01,3187.0
ZMB,2005-01-01,1461.0
ZWE,2005-01-01,1813.0
ALB,2004-01-01,5804.0
DZA,2004-01-01,9071.0
AGO,2004-01-01,2146.0
ARG,2004-01-01,12636.0
ARM,2004-01-01,4347.0
AUS,2004-01-01,37889.0
AUT,2004-01-01,35820.0
AZE,2004-01-01,3084.0
BHS,2004-01-01,
BHR,2004-01-01,28075.0
BGD,2004-01-01,1468.0
BRB,2004-01-01,17083.0
BLR,2004-01-01,9041.0
BEL,2004-01-01,34312.0
BLZ,2004-01-01,
BEN,2004-01-01,1719.0
BTN,2004-01-01,
BOL,2004-01-01,3251.0
BIH,2004-01-01,6013.0
BWA,2004-01-01,10503.0
BRA,2004-01-01,8038.0
BRN,2004-01-01,
BGR,2004-01-01,9937.0
BFA,2004-01-01,1263.0
BDI,2004-01-01,998.0
KHM,2004-01-01,1526.0
CMR,2004-01-01,2320.0
CAN,2004-01-01,37953.0
CPV,2004-01-01,4067.0
CAF,2004-01-01,840.0
TCD,2004-01-01,1242.0
CHL,2004-01-01,11140.0
CHN,2004-01-01,5122.0
COL,2004-01-01,6982.0
COD,2004-01-01,458.0
COG,2004-01-01,2492.0
CRI,2004-01-01,9577.0
CIV,2004-01-01,2147.0
HRV,2004-01-01,15515.0
CYP,2004-01-01,23684.0
CZE,2004-01-01,21666.0
DNK,2004-01-01,35631.0
DOM,2004-01-01,7617.0
ECU,2004-01-01,6021.0
EGY,2004-01-01,5591.0
SLV,2004-01-01,5706.0
EST,2004-01-01,14221.0
ETH,2004-01-01,629.0
FJI,2004-01-01,
FIN,2004-01-01,33435.0
FRA,2004-01-01,31556.0
GAB,2004-01-01,10415.0
GMB,2004-01-01,1826.0
GEO,2004-01-01,4396.0
DEU,2004-01-01,34976.0
GHA,2004-01-01,2222.0
GRC,2004-01-01,25577.0
GTM,2004-01-01,5183.0
GIN,2004-01-01,1046.0
GNB,2004-01-01,1291.0
GUY,2004-01-01,
HTI,2004-01-01,1820.0
HND,2004-01-01,3716.0
HKG,2004-01-01,44560.0
HUN,2004-01-01,17058.0
ISL,2004-01-01,35177.0
IND,2004-01-01,2351.0
IDN,2004-01-01,3496.0
IRN,2004-01-01,11245.0
IRQ,2004-01-01,2898.0
IRL,2004-01-01,48492.0
ISR,2004-01-01,28152.0
ITA,2004-01-01,32463.0
JAM,2004-01-01,5925.0
JPN,2004-01-01,33576.0
JOR,2004-01-01,4501.0
KAZ,2004-01-01,7600.0
KEN,2004-01-01,1904.0
KOR,2004-01-01,26041.0
KWT,2004-01-01,47791.0
KGZ,2004-01-01,2109.0
LAO,2004-01-01,2136.0
LVA,2004-01-01,12818.0
LBN,2004-01-01,12122.0
LSO,2004-01-01,2298.0
LBR,2004-01-01,349.0
LBY,2004-01-01,23398.0
LTU,2004-01-01,13628.0
LUX,2004-01-01,56075.0
MKD,2004-01-01,7684.0
MDG,2004-01-01,993.0
MWI,2004-01-01,893.0
MYS,2004-01-01,12765.0
MLI,2004-01-01,1039.0
MLT,2004-01-01,22007.0
MRT,2004-01-01,2304.0
MUS,2004-01-01,13834.0
MEX,2004-01-01,11480.0
MDA,2004-01-01,2368.0
MNG,2004-01-01,3570.0
MNE,2004-01-01,7885.0
MAR,2004-01-01,4608.0
MOZ,2004-01-01,827.0
MMR,2004-01-01,1642.0
NAM,2004-01-01,5331.0
NPL,2004-01-01,1394.0
NLD,2004-01-01,39325.0
NZL,2004-01-01,26820.0
NIC,2004-01-01,2906.0
NER,2004-01-01,748.0
NGA,2004-01-01,2998.0
NOR,2004-01-01,55874.0
OMN,2004-01-01,22826.0
PAK,2004-01-01,2717.0
PAN,2004-01-01,10558.0
PNG,2004-01-01,
PRY,2004-01-01,5092.0
PER,2004-01-01,5257.0
PHL,2004-01-01,4153.0
POL,2004-01-01,13678.0
PRT,2004-01-01,21398.0
QAT,2004-01-01,84196.0
ROU,2004-01-01,9142.0
RUS,2004-01-01,10121.0
RWA,2004-01-01,868.0
SAU,2004-01-01,21012.0
SEN,2004-01-01,1852.0
SRB,2004-01-01,8199.0
SYC,2004-01-01,16169.0
SLE,2004-01-01,1148.0
SGP,2004-01-01,34843.0
SVK,2004-01-01,15107.0
SVN,2004-01-01,22656.0
ZAF,2004-01-01,9250.0
ESP,2004-01-01,27722.0
LKA,2004-01-01,4785.0
SDN,2004-01-01,1838.0
SUR,2004-01-01,
SWZ,2004-01-01,6208.0
SWE,2004-01-01,36813.0
CHE,2004-01-01,42541.0
SYR,2004-01-01,4929.0
TWN,2004-01-01,32623.0
TJK,2004-01-01,1738.0
TZA,2004-01-01,1330.0
THA,2004-01-01,8309.0
TLS,2004-01-01,
TGO,2004-01-01,1103.0
TTO,2004-01-01,16095.0
TUN,2004-01-01,8350.0
TUR,2004-01-01,10387.0
UGA,2004-01-01,1223.0
UKR,2004-01-01,5663.0
ARE,2004-01-01,93566.0
GBR,2004-01-01,35354.0
USA,2004-01-01,47158.0
URY,2004-01-01,9585.0
VEN,2004-01-01,6740.0
VNM,2004-01-01,2756.0
YEM,2004-01-01,3154.0
ZMB,2004-01-01,1434.0
ZWE,2004-01-01,1958.0
ALB,2003-01-01,5489.0
DZA,2003-01-01,8462.0
AGO,2003-01-01,2133.0
ARG,2003-01-01,11871.0
ARM,2003-01-01,3803.0
AUS,2003-01-01,37409.0
AUT,2003-01-01,35923.0
AZE,2003-01-01,2906.0
BHS,2003-01-01,
BHR,2003-01-01,24009.0
BGD,2003-01-01,1443.0
BRB,2003-01-01,17306.0
BLR,2003-01-01,8543.0
BEL,2003-01-01,34649.0
BLZ,2003-01-01,
BEN,2003-01-01,1662.0
BTN,2003-01-01,
BOL,2003-01-01,3158.0
BIH,2003-01-01,6147.0
BWA,2003-01-01,10876.0
BRA,2003-01-01,8190.0
BRN,2003-01-01,
BGR,2003-01-01,9647.0
BFA,2003-01-01,1283.0
BDI,2003-01-01,967.0
KHM,2003-01-01,1436.0
CMR,2003-01-01,2263.0
CAN,2003-01-01,37037.0
CPV,2003-01-01,3864.0
CAF,2003-01-01,897.0
TCD,2003-01-01,1127.0
CHL,2003-01-01,10736.0
CHN,2003-01-01,4793.0
COL,2003-01-01,6846.0
COD,2003-01-01,435.0
COG,2003-01-01,2518.0
CRI,2003-01-01,9507.0
CIV,2003-01-01,2251.0
HRV,2003-01-01,14892.0
CYP,2003-01-01,25488.0
CZE,2003-01-01,21020.0
DNK,2003-01-01,36443.0
DOM,2003-01-01,8116.0
ECU,2003-01-01,5794.0
EGY,2003-01-01,5527.0
SLV,2003-01-01,5444.0
EST,2003-01-01,13529.0
ETH,2003-01-01,595.0
FJI,2003-01-01,
FIN,2003-01-01,33569.0
FRA,2003-01-01,33151.0
GAB,2003-01-01,9611.0
GMB,2003-01-01,1661.0
GEO,2003-01-01,3865.0
DEU,2003-01-01,34674.0
GHA,2003-01-01,2191.0
GRC,2003-01-01,25790.0
GTM,2003-01-01,5074.0
GIN,2003-01-01,1086.0
GNB,2003-01-01,1296.0
GUY,2003-01-01,
HTI,2003-01-01,1843.0
HND,2003-01-01,3613.0
HKG,2003-01-01,43738.0
HUN,2003-01-01,16957.0
ISL,2003-01-01,36670.0
IND,2003-01-01,2177.0
IDN,2003-01-01,3521.0
IRN,2003-01-01,10106.0
IRQ,2003-01-01,3831.0
IRL,2003-01-01,46410.0
ISR,2003-01-01,29797.0
ITA,2003-01-01,32909.0
JAM,2003-01-01,5327.0
JPN,2003-01-01,33215.0
JOR,2003-01-01,4475.0
KAZ,2003-01-01,6803.0
KEN,2003-01-01,1995.0
KOR,2003-01-01,25246.0
KWT,2003-01-01,40318.0
KGZ,2003-01-01,1958.0
LAO,2003-01-01,2145.0
LVA,2003-01-01,12325.0
LBN,2003-01-01,11848.0
LSO,2003-01-01,2268.0
LBR,2003-01-01,775.0
LBY,2003-01-01,21133.0
LTU,2003-01-01,12456.0
LUX,2003-01-01,58883.0
MKD,2003-01-01,7866.0
MDG,2003-01-01,903.0
MWI,2003-01-01,888.0
MYS,2003-01-01,12341.0
MLI,2003-01-01,1021.0
MLT,2003-01-01,21791.0
MRT,2003-01-01,2056.0
MUS,2003-01-01,14128.0
MEX,2003-01-01,11311.0
MDA,2003-01-01,2104.0
MNG,2003-01-01,3295.0
MNE,2003-01-01,7614.0
MAR,2003-01-01,4509.0
MOZ,2003-01-01,768.0
MMR,2003-01-01,1442.0
NAM,2003-01-01,5377.0
NPL,2003-01-01,1287.0
NLD,2003-01-01,40263.0
NZL,2003-01-01,26709.0
NIC,2003-01-01,2813.0
NER,2003-01-01,721.0
NGA,2003-01-01,2897.0
NOR,2003-01-01,53736.0
OMN,2003-01-01,20331.0
PAK,2003-01-01,2648.0
PAN,2003-01-01,9499.0
PNG,2003-01-01,
PRY,2003-01-01,4934.0
PER,2003-01-01,5009.0
PHL,2003-01-01,4121.0
POL,2003-01-01,13713.0
PRT,2003-01-01,21739.0
QAT,2003-01-01,66101.0
ROU,2003-01-01,8776.0
RUS,2003-01-01,9248.0
RWA,2003-01-01,878.0
SAU,2003-01-01,20208.0
SEN,2003-01-01,1820.0
SRB,2003-01-01,7771.0
SYC,2003-01-01,15307.0
SLE,2003-01-01,1179.0
SGP,2003-01-01,38444.0
SVK,2003-01-01,15208.0
SVN,2003-01-01,22665.0
ZAF,2003-01-01,9147.0
ESP,2003-01-01,28263.0
LKA,2003-01-01,4478.0
SDN,2003-01-01,1733.0
SUR,2003-01-01,
SWZ,2003-01-01,6292.0
SWE,2003-01-01,36192.0
CHE,2003-01-01,43040.0
SYR,2003-01-01,5156.0
TWN,2003-01-01,31872.0
TJK,2003-01-01,1462.0
TZA,2003-01-01,1282.0
THA,2003-01-01,7586.0
TLS,2003-01-01,
TGO,2003-01-01,1174.0
TTO,2003-01-01,12411.0
TUN,2003-01-01,8265.0
TUR,2003-01-01,10973.0
UGA,2003-01-01,1199.0
UKR,2003-01-01,5053.0
ARE,2003-01-01,92970.0
GBR,2003-01-01,35384.0
USA,2003-01-01,46267.0
URY,2003-01-01,9739.0
VEN,2003-01-01,7122.0
VNM,2003-01-01,2573.0
YEM,2003-01-01,3127.0
ZMB,2003-01-01,1323.0
ZWE,2003-01-01,2376.0
ALB,2002-01-01,5409.0
DZA,2002-01-01,8153.0
AGO,2002-01-01,1894.0
ARG,2002-01-01,13913.0
ARM,2002-01-01,3509.0
AUS,2002-01-01,36266.0
AUT,2002-01-01,34946.0
AZE,2002-01-01,2770.0
BHS,2002-01-01,
BHR,2002-01-01,25929.0
BGD,2002-01-01,1384.0
BRB,2002-01-01,18506.0
BLR,2002-01-01,8345.0
BEL,2002-01-01,33294.0
BLZ,2002-01-01,
BEN,2002-01-01,1548.0
BTN,2002-01-01,
BOL,2002-01-01,3057.0
BIH,2002-01-01,5882.0
BWA,2002-01-01,9348.0
BRA,2002-01-01,8188.0
BRN,2002-01-01,
BGR,2002-01-01,9121.0
BFA,2002-01-01,1315.0
BDI,2002-01-01,959.0
KHM,2002-01-01,1364.0
CMR,2002-01-01,2244.0
CAN,2002-01-01,36884.0
CPV,2002-01-01,3734.0
CAF,2002-01-01,912.0
TCD,2002-01-01,1071.0
CHL,2002-01-01,10750.0
CHN,2002-01-01,4400.0
COL,2002-01-01,6813.0
COD,2002-01-01,432.0
COG,2002-01-01,2448.0
CRI,2002-01-01,9500.0
CIV,2002-01-01,2302.0
HRV,2002-01-01,14402.0
CYP,2002-01-01,26042.0
CZE,2002-01-01,20890.0
DNK,2002-01-01,35812.0
DOM,2002-01-01,8137.0
ECU,2002-01-01,5312.0
EGY,2002-01-01,5485.0
SLV,2002-01-01,5199.0
EST,2002-01-01,12534.0
ETH,2002-01-01,668.0
FJI,2002-01-01,
FIN,2002-01-01,33349.0
FRA,2002-01-01,32740.0
GAB,2002-01-01,9103.0
GMB,2002-01-01,1805.0
GEO,2002-01-01,3619.0
DEU,2002-01-01,34560.0
GHA,2002-01-01,2145.0
GRC,2002-01-01,24271.0
GTM,2002-01-01,4967.0
GIN,2002-01-01,1067.0
GNB,2002-01-01,1356.0
GUY,2002-01-01,
HTI,2002-01-01,1866.0
HND,2002-01-01,3515.0
HKG,2002-01-01,40623.0
HUN,2002-01-01,15950.0
ISL,2002-01-01,36597.0
IND,2002-01-01,2086.0
IDN,2002-01-01,3506.0
IRN,2002-01-01,8709.0
IRQ,2002-01-01,3653.0
IRL,2002-01-01,41687.0
ISR,2002-01-01,29846.0
ITA,2002-01-01,34002.0
JAM,2002-01-01,5256.0
JPN,2002-01-01,33086.0
JOR,2002-01-01,4059.0
KAZ,2002-01-01,6417.0
KEN,2002-01-01,2103.0
KOR,2002-01-01,23412.0
KWT,2002-01-01,38525.0
KGZ,2002-01-01,1968.0
LAO,2002-01-01,2048.0
LVA,2002-01-01,11407.0
LBN,2002-01-01,11567.0
LSO,2002-01-01,2217.0
LBR,2002-01-01,617.0
LBY,2002-01-01,21856.0
LTU,2002-01-01,11968.0
LUX,2002-01-01,58641.0
MKD,2002-01-01,8124.0
MDG,2002-01-01,1004.0
MWI,2002-01-01,792.0
MYS,2002-01-01,11799.0
MLI,2002-01-01,1034.0
MLT,2002-01-01,21156.0
MRT,2002-01-01,1938.0
MUS,2002-01-01,14208.0
MEX,2002-01-01,11300.0
MDA,2002-01-01,1892.0
MNG,2002-01-01,3027.0
MNE,2002-01-01,7743.0
MAR,2002-01-01,4614.0
MOZ,2002-01-01,642.0
MMR,2002-01-01,1471.0
NAM,2002-01-01,5260.0
NPL,2002-01-01,1310.0
NLD,2002-01-01,40005.0
NZL,2002-01-01,26194.0
NIC,2002-01-01,2792.0
NER,2002-01-01,708.0
NGA,2002-01-01,2676.0
NOR,2002-01-01,54330.0
OMN,2002-01-01,19965.0
PAK,2002-01-01,2575.0
PAN,2002-01-01,9134.0
PNG,2002-01-01,
PRY,2002-01-01,3850.0
PER,2002-01-01,4756.0
PHL,2002-01-01,4133.0
POL,2002-01-01,13286.0
PRT,2002-01-01,21556.0
QAT,2002-01-01,65254.0
ROU,2002-01-01,8344.0
RUS,2002-01-01,8892.0
RWA,2002-01-01,765.0
SAU,2002-01-01,18761.0
SEN,2002-01-01,1866.0
SRB,2002-01-01,7392.0
SYC,2002-01-01,14540.0
SLE,2002-01-01,1071.0
SGP,2002-01-01,35420.0
SVK,2002-01-01,14770.0
SVN,2002-01-01,21845.0
ZAF,2002-01-01,8678.0
ESP,2002-01-01,27372.0
LKA,2002-01-01,4295.0
SDN,2002-01-01,1686.0
SUR,2002-01-01,
SWZ,2002-01-01,7372.0
SWE,2002-01-01,35603.0
CHE,2002-01-01,42350.0
SYR,2002-01-01,4990.0
TWN,2002-01-01,30780.0
TJK,2002-01-01,1391.0
TZA,2002-01-01,1202.0
THA,2002-01-01,7120.0
TLS,2002-01-01,
TGO,2002-01-01,1131.0
TTO,2002-01-01,11702.0
TUN,2002-01-01,8478.0
TUR,2002-01-01,11025.0
UGA,2002-01-01,1168.0
UKR,2002-01-01,4798.0
ARE,2002-01-01,96214.0
GBR,2002-01-01,35182.0
USA,2002-01-01,45878.0
URY,2002-01-01,10641.0
VEN,2002-01-01,7500.0
VNM,2002-01-01,2362.0
YEM,2002-01-01,3096.0
ZMB,2002-01-01,1225.0
ZWE,2002-01-01,2624.0
ALB,2001-01-01,5183.0
DZA,2001-01-01,8255.0
AGO,2001-01-01,1647.0
ARG,2001-01-01,14918.0
ARM,2001-01-01,3324.0
AUS,2001-01-01,36001.0
AUT,2001-01-01,35714.0
AZE,2001-01-01,2576.0
BHS,2001-01-01,
BHR,2001-01-01,27598.0
BGD,2001-01-01,1369.0
BRB,2001-01-01,20603.0
BLR,2001-01-01,8587.0
BEL,2001-01-01,33427.0
BLZ,2001-01-01,
BEN,2001-01-01,1489.0
BTN,2001-01-01,
BOL,2001-01-01,2984.0
BIH,2001-01-01,5874.0
BWA,2001-01-01,9525.0
BRA,2001-01-01,8316.0
BRN,2001-01-01,
BGR,2001-01-01,8671.0
BFA,2001-01-01,1355.0
BDI,2001-01-01,962.0
KHM,2001-01-01,1289.0
CMR,2001-01-01,2252.0
CAN,2001-01-01,37446.0
CPV,2001-01-01,3636.0
CAF,2001-01-01,911.0
TCD,2001-01-01,989.0
CHL,2001-01-01,10903.0
CHN,2001-01-01,4071.0
COL,2001-01-01,6860.0
COD,2001-01-01,443.0
COG,2001-01-01,2727.0
CRI,2001-01-01,9500.0
CIV,2001-01-01,2127.0
HRV,2001-01-01,14326.0
CYP,2001-01-01,25493.0
CZE,2001-01-01,19759.0
DNK,2001-01-01,35923.0
DOM,2001-01-01,7534.0
ECU,2001-01-01,5028.0
EGY,2001-01-01,5269.0
SLV,2001-01-01,5076.0
EST,2001-01-01,11903.0
ETH,2001-01-01,608.0
FJI,2001-01-01,
FIN,2001-01-01,32972.0
FRA,2001-01-01,31771.0
GAB,2001-01-01,10502.0
GMB,2001-01-01,1812.0
GEO,2001-01-01,3429.0
DEU,2001-01-01,33975.0
GHA,2001-01-01,2337.0
GRC,2001-01-01,23138.0
GTM,2001-01-01,4773.0
GIN,2001-01-01,1059.0
GNB,2001-01-01,1357.0
GUY,2001-01-01,
HTI,2001-01-01,1934.0
HND,2001-01-01,3545.0
HKG,2001-01-01,38153.0
HUN,2001-01-01,14757.0
ISL,2001-01-01,35630.0
IND,2001-01-01,2003.0
IDN,2001-01-01,3472.0
IRN,2001-01-01,7573.0
IRQ,2001-01-01,3147.0
IRL,2001-01-01,39152.0
ISR,2001-01-01,29914.0
ITA,2001-01-01,33185.0
JAM,2001-01-01,5342.0
JPN,2001-01-01,33294.0
JOR,2001-01-01,3896.0
KAZ,2001-01-01,5704.0
KEN,2001-01-01,2086.0
KOR,2001-01-01,22930.0
KWT,2001-01-01,43918.0
KGZ,2001-01-01,2012.0
LAO,2001-01-01,1994.0
LVA,2001-01-01,10654.0
LBN,2001-01-01,11232.0
LSO,2001-01-01,2074.0
LBR,2001-01-01,524.0
LBY,2001-01-01,22225.0
LTU,2001-01-01,11112.0
LUX,2001-01-01,63619.0
MKD,2001-01-01,8183.0
MDG,2001-01-01,975.0
MWI,2001-01-01,873.0
MYS,2001-01-01,12269.0
MLI,2001-01-01,885.0
MLT,2001-01-01,24038.0
MRT,2001-01-01,1945.0
MUS,2001-01-01,14700.0
MEX,2001-01-01,11338.0
MDA,2001-01-01,1801.0
MNG,2001-01-01,2737.0
MNE,2001-01-01,7182.0
MAR,2001-01-01,4580.0
MOZ,2001-01-01,606.0
MMR,2001-01-01,1427.0
NAM,2001-01-01,5204.0
NPL,2001-01-01,1392.0
NLD,2001-01-01,39923.0
NZL,2001-01-01,25868.0
NIC,2001-01-01,2724.0
NER,2001-01-01,669.0
NGA,2001-01-01,2657.0
NOR,2001-01-01,54594.0
OMN,2001-01-01,18742.0
PAK,2001-01-01,2608.0
PAN,2001-01-01,9160.0
PNG,2001-01-01,
PRY,2001-01-01,3734.0
PER,2001-01-01,4777.0
PHL,2001-01-01,4187.0
POL,2001-01-01,13207.0
PRT,2001-01-01,21497.0
QAT,2001-01-01,66021.0
ROU,2001-01-01,7430.0
RUS,2001-01-01,8604.0
RWA,2001-01-01,705.0
SAU,2001-01-01,20129.0
SEN,2001-01-01,1850.0
SRB,2001-01-01,7622.0
SYC,2001-01-01,16794.0
SLE,2001-01-01,998.0
SGP,2001-01-01,39287.0
SVK,2001-01-01,13818.0
SVN,2001-01-01,21555.0
ZAF,2001-01-01,8478.0
ESP,2001-01-01,26424.0
LKA,2001-01-01,4391.0
SDN,2001-01-01,1783.0
SUR,2001-01-01,
SWZ,2001-01-01,7297.0
SWE,2001-01-01,36374.0
CHE,2001-01-01,42752.0
SYR,2001-01-01,4946.0
TWN,2001-01-01,31937.0
TJK,2001-01-01,1273.0
TZA,2001-01-01,1137.0
THA,2001-01-01,6921.0
TLS,2001-01-01,
TGO,2001-01-01,1160.0
TTO,2001-01-01,12674.0
TUN,2001-01-01,8440.0
TUR,2001-01-01,11830.0
UGA,2001-01-01,1129.0
UKR,2001-01-01,4448.0
ARE,2001-01-01,105222.0
GBR,2001-01-01,34390.0
USA,2001-01-01,45887.0
URY,2001-01-01,11208.0
VEN,2001-01-01,7927.0
VNM,2001-01-01,2243.0
YEM,2001-01-01,3068.0
ZMB,2001-01-01,1153.0
ZWE,2001-01-01,2696.0
ALB,2000-01-01,4685.0
DZA,2000-01-01,7079.0
AGO,2000-01-01,1551.0
ARG,2000-01-01,15192.0
ARM,2000-01-01,2891.0
AUS,2000-01-01,30514.0
AUT,2000-01-01,28938.0
AZE,2000-01-01,2427.0
BHS,2000-01-01,
BHR,2000-01-01,16606.0
BGD,2000-01-01,1477.0
BRB,2000-01-01,18534.0
BLR,2000-01-01,7142.0
BEL,2000-01-01,27199.0
BLZ,2000-01-01,
BEN,2000-01-01,1171.0
BTN,2000-01-01,
BOL,2000-01-01,2774.0
BIH,2000-01-01,2605.0
BWA,2000-01-01,7017.0
BRA,2000-01-01,8073.0
BRN,2000-01-01,
BGR,2000-01-01,9075.0
BFA,2000-01-01,1236.0
BDI,2000-01-01,1141.0
KHM,2000-01-01,1278.0
CMR,2000-01-01,2053.0
CAN,2000-01-01,31522.0
CPV,2000-01-01,2414.0
CAF,2000-01-01,1051.0
TCD,2000-01-01,1016.0
CHL,2000-01-01,11129.0
CHN,2000-01-01,3302.0
COL,2000-01-01,7597.0
COD,2000-01-01,703.0
COG,2000-01-01,1647.0
CRI,2000-01-01,9089.0
CIV,2000-01-01,2276.0
HRV,2000-01-01,11054.0
CYP,2000-01-01,21395.0
CZE,2000-01-01,18964.0
DNK,2000-01-01,28518.0
DOM,2000-01-01,6117.0
ECU,2000-01-01,4976.0
EGY,2000-01-01,4945.0
SLV,2000-01-01,4396.0
EST,2000-01-01,9238.0
ETH,2000-01-01,732.0
FJI,2000-01-01,
FIN,2000-01-01,25012.0
FRA,2000-01-01,25434.0
GAB,2000-01-01,9361.0
GMB,2000-01-01,1822.0
GEO,2000-01-01,2931.0
DEU,2000-01-01,29211.0
GHA,2000-01-01,1852.0
GRC,2000-01-01,18923.0
GTM,2000-01-01,4231.0
GIN,2000-01-01,1082.0
GNB,2000-01-01,1292.0
GUY,2000-01-01,
HTI,2000-01-01,1894.0
HND,2000-01-01,3811.0
HKG,2000-01-01,33797.0
HUN,2000-01-01,12736.0
ISL,2000-01-01,28908.0
IND,2000-01-01,1565.0
