ISO_Code_3,Year,Summary,Size of Government,Legal System and Property Rights,Sound Money,Freedom to Trade Internationally,Regulation
SYC,2017,7.479330484330484,7.465468230798357,5.71357745877867,9.13583858344853,7.650007031490806,7.419119271809424
SLE,2017,5.730417362270451,7.078067067775432,4.364409265814828,6.620569561944536,5.693722464029645,4.90900528848486
SGP,2017,8.81959952885748,7.524350136279888,8.260338598392888,9.848163006636383,9.415046706836955,9.039656929947107
SVK,2017,7.609618528610355,6.4769646884454755,6.232974570164553,9.269599956452552,8.355857890032256,7.73481973432886
SVN,2017,7.399429386590586,5.539257310664098,6.5707998245511385,9.405240262053823,8.154020528378746,7.329693324166852
ZAF,2017,6.739710365853659,5.991016402279777,5.895066956689849,8.185105729442533,6.483817905883763,7.154808748525267
ESP,2017,7.769816753926702,6.238386083856849,7.2090657891004755,9.203379786666742,8.3968230121317,7.791996617955074
LKA,2017,6.719353902630888,8.264157879764438,5.080923186802703,7.681929933847897,5.729019614508969,6.8112573429094825
SDN,2017,3.88212739529443,6.955307542109974,2.5153659308706167,4.364175223298859,2.2262670506262254,3.4764709909024685
SUR,2017,5.799937953417335,5.683542295198053,4.558568676247589,6.912117094935377,5.970799617182374,5.960021021269615
SWE,2017,7.849616908850725,4.806515172829517,8.081173010074316,9.660723427491146,8.498622256660974,8.22069899190421
CHE,2017,8.569761336515512,7.715060408322259,8.748889283916185,9.884730498356676,7.92226694612107,8.599316572843513
SYR,2017,4.6997454118574815,5.699411068158994,3.013091078333841,5.87184961792513,4.151963180709921,4.783127375798418
TWN,2017,7.9796098829648905,7.524541978453673,7.038219466398619,9.752142303101703,7.732294597975257,7.869473793005069
TJK,2017,5.990922844175492,5.657559160997692,4.690601883638931,7.780004694567018,5.56608338611212,6.2677620821719495
TZA,2017,6.679801829268292,6.709092616959977,5.5674944681432645,8.149880024166071,5.96052737563843,6.989811887050699
THA,2017,6.78,7.074113316278574,4.909504364469472,8.575977600248757,6.838875297529151,6.5231315997444925
TLS,2017,6.04805244344929,4.421851763254661,3.359224492592538,8.443572625292774,7.802110239836523,6.1688970281529345
TGO,2017,5.933773935483871,7.476944816234785,4.814864537774683,7.010735344641214,5.047865641682967,5.327192167036532
TTO,2017,7.179757834757833,6.6704945791811365,5.24322008865367,9.038443867470619,8.13407078181749,6.795451399670204
TUN,2017,6.129934426229507,5.584925483126738,5.13990032298237,6.901070777037256,6.484233986150183,6.5166560103894335
TUR,2017,6.699661016949154,7.256256074060728,4.718910530132519,8.843711986381907,7.158818004953617,5.514601498422566
UGA,2017,7.429652294853963,7.7468107958222125,4.4297919672418375,9.313177870292625,7.88864226063352,7.7649787589330135
UKR,2017,5.950261437908497,6.87481591150347,4.838087509227474,5.152730236569973,6.526508128390261,6.336671942409723
ARE,2017,7.020448369565218,5.422774121509548,4.765817971005582,9.186203480578223,8.318398022690825,7.39624215540146
GBR,2017,8.299235751295338,6.555082065858967,8.160868348630904,9.6824548851427,8.520229450804278,8.560497882216765
USA,2017,8.379486215538849,7.354357695650004,7.802656949568143,9.772319708590334,7.921224585839622,9.031901380322735
URY,2017,7.37954738330976,6.620617128795791,5.764815616520586,9.175934618771056,8.241213874709839,7.071828555716154
VEN,2017,2.721801801801802,4.924998055186617,2.3150707751668214,0.9449345936218932,2.9200151487315753,2.4972746047899523
VNM,2017,6.220311041990668,6.254325446621907,5.064600069566522,6.726780980496751,6.212430353057002,6.824218354800788
YEM,2017,6.049330985915494,8.573933302553105,2.6547005080832915,7.969646931988114,6.518819428976089,4.5120756528016885
ZMB,2017,7.049254185692543,7.340693121819697,5.191663987624409,8.99161671124133,7.353303876178519,6.364220763891556
ZWE,2017,5.599886370773326,4.699843091819214,4.071444751850361,7.983888126626687,4.503964958396916,6.399757129263983
ALB,2016,7.749856209150328,7.820634528355537,5.522692319913602,9.790526611346342,8.036651643653558,7.590524403526873
DZA,2016,5.040155945419103,4.434707121683218,4.166611309581012,7.207462154181287,3.958849839109804,5.4362235018120755
AGO,2016,5.390878378378377,7.857659328790249,3.254314913293035,5.439969300317758,5.0475612362669064,5.37880934422521
ARG,2016,5.6184631147541,6.048672619710302,4.699471791739685,5.6232198008544,6.164168870889795,5.560278221736076
ARM,2016,7.670216560509553,7.5930794105351485,5.632980958231645,9.32160111981251,8.426262193838078,7.384095697509933
AUS,2016,8.249739130434783,6.882737612653723,8.309076312378576,9.66123233194146,7.789106610712944,8.598249410418449
AUT,2016,7.829643328929986,5.635183211065103,8.18843392724213,9.43255578479968,8.364761869235721,7.5177625403692785
AZE,2016,6.45959807073955,5.530055078177074,5.273227813902421,7.645135126357461,7.093948950776083,6.734866568380246
BHS,2016,7.328264694927517,8.931228165738194,6.802539961998148,7.122712033090557,5.268689761684256,8.426508782473705
BHR,2016,7.140441176470588,7.1527230138406965,4.36108133215789,9.399246365856323,7.627262535706099,7.183838629377962
BGD,2016,6.0996440677966115,8.369519115396107,2.968877566321364,6.7833069948953115,5.659888634565623,6.709382960948766
BRB,2016,6.740384615384615,7.2957209888060115,5.970846345013935,7.097214015457539,6.627917053821274,6.70939779708026
BLR,2016,5.701676549652361,5.437607370964552,5.697028198323877,4.9651864900591365,6.013958416751123,6.196583595707419
BEL,2016,7.589701897018968,4.695518569643913,7.423195098811388,9.377206666766353,8.379587266727729,8.049799971502326
BLZ,2016,6.459631410256409,7.494200977990037,5.0570467171502775,7.255172673285692,5.561823043772606,6.921400007444949
BEN,2016,6.190490797546011,7.441969820082938,4.3007257945337205,6.937913472677438,5.729813143475694,6.5435562943872725
BTN,2016,6.889384615384614,7.141897548958511,6.566021742901736,6.796135681042774,6.0909079551327725,7.837036977484141
BOL,2016,6.299756493506494,6.07005034279584,4.123940700338842,9.16536367530686,7.023047925143597,5.120710220701041
BIH,2016,6.849806835066865,6.490793899694024,4.353707938209934,8.368952797594547,7.534273641279348,7.516245085556884
BWA,2016,7.4099184782608685,5.834746906930429,6.042509486543931,9.146371182043008,8.085841504638468,7.960024823678849
BRA,2016,6.439826498422713,6.693000516894246,5.477743626575738,9.042335111614305,6.7242554810060815,4.278481571333275
BRN,2016,7.179821167255706,6.284382949385446,5.188021762929738,8.801618039053496,7.062782724452123,8.539373605866611
BGR,2016,7.85977922077922,7.639147754261344,5.744988431700615,9.62782435393421,8.513136174473193,7.765536854986974
BFA,2016,6.100081168831168,6.296049054592993,3.8879447287943654,6.879568198127741,6.276883891461771,7.172810239061255
BDI,2016,6.258961267605634,6.852819059223648,3.44232501869008,9.045620350009667,5.777516742999827,6.181601904713883
CPV,2016,7.250459921156373,7.55102287685253,6.418199473292143,8.315573831835433,6.8527705735181845,7.11791962807197
KHM,2016,7.309747899159664,9.010282559036662,3.6161582532779395,9.23617137453074,7.674982993190814,6.9864148253759355
CMR,2016,5.650190641247833,6.81245184562744,2.8124964681129527,7.14268240530149,5.000127449067533,6.465920511284148
CAN,2016,8.269411764705879,6.682149111758289,8.28299219596494,9.5604532922313,8.177203431386465,8.665410868962462
CAF,2016,5.083538215652368,5.875922632982492,2.9473559038156125,6.477620930597184,4.810775575476166,5.284826518359575
TCD,2016,5.340377697841725,7.586180940640004,2.3377367537163227,6.830167537575483,4.970665972148035,4.96885325363561
CHL,2016,7.919524438573315,7.952612108310085,6.750509376298225,9.450545359670965,8.219152120304642,7.220408757482096
CHN,2016,6.250031847133759,5.043469966905236,5.197430580629957,8.429770109642297,6.3576055916307395,6.229118540366829
COL,2016,6.739710365853659,6.940885629528118,4.649925022375866,7.9594394677882585,6.696444072385993,7.4503738832277495
COD,2016,5.680363489916253,7.239301525169938,2.125958289645581,8.062476796736819,5.2433873887965134,5.674079411351459
COG,2016,4.891074380165289,6.437516419568481,2.881954738900698,5.842762888708552,4.862430476868442,4.39454012784585
CRI,2016,7.759816513761467,7.657065499761613,6.471836920398379,9.747026106762574,8.252437961161123,6.674000748273353
CIV,2016,6.099850498338871,6.9966981911772335,4.36112459148785,7.026921257702901,5.2771237749224955,6.830485849406013
HRV,2016,7.379693165969315,5.640869964267257,6.0260325226129625,9.752241057213745,8.246146855871043,7.238373804984606
CYP,2016,7.849519999999999,7.43354606328958,6.097763144979113,9.489363348029375,8.489223342799022,7.7133962036032555
CZE,2016,8.00966494845361,6.689099029247143,6.936054274138324,9.69889800061881,8.405347705408406,8.302334906677842
DNK,2016,8.099987654320987,5.010328799892695,8.534767920904239,9.836407409357456,8.673617447292512,8.442875650513567
DOM,2016,7.4998100407055635,8.820264974601228,4.4372055683798175,9.558765815277418,7.982580933962663,6.7180378797522895
ECU,2016,6.420138036809815,6.64414961725714,4.290802948136,8.164750732736382,6.795634524732269,6.210720622138835
EGY,2016,5.190747330960854,5.313691166809268,3.401972007399299,7.089024988495396,5.397017328479046,4.744631274380929
SLV,2016,7.319719495091164,8.305650540177584,4.26157728388842,9.862719975640665,7.814235541009513,6.3459422732960675
EST,2016,8.099811557788943,6.508290081193596,7.691638118415673,9.326487798110016,8.616013378062577,8.356574334119518
SWZ,2016,6.159306759098788,4.840201123733887,3.638345076573198,7.814329560109593,6.8695705614176505,7.634817386824051
ETH,2016,5.510125223613596,5.8774747871137745,4.503219840701905,5.484560741241904,4.998832388624443,6.682566454892316
FJI,2016,6.058252849214929,5.636933193026975,5.216754228522806,6.7322448313706404,5.445490243641315,7.24109750776894
FIN,2016,7.8197647058823545,4.890943882459997,8.6659768439606,9.360384719276754,8.426825922786133,7.765094183946258
FRA,2016,7.599632152588554,5.335515876270362,7.378519697460764,9.479757322485792,8.412539934091809,7.405244649322236
GAB,2016,5.700034904013963,6.326158373304843,2.9855065772913147,6.850755747813138,5.325663029460652,7.019796561399448
GMB,2016,7.279930939226518,7.582368489244022,4.84627227030841,9.37553088016282,7.724004160721469,6.877251557702451
GEO,2016,8.159512195121952,8.074682987886817,6.63384620264314,9.027148105640963,8.861025374011488,8.22356089236998
DEU,2016,7.999543080939948,6.204869523411842,7.882314343422209,9.479407039408557,8.303227431518597,8.141962981767493
GHA,2016,6.569876923076922,8.626745469713361,5.366892109108638,5.694513415279981,6.021026253359032,7.134761779073689
GRC,2016,6.710146627565982,4.769895483039543,6.040698140433138,8.038513543002013,7.884968428852701,6.823304785473134
GTM,2016,7.759776315789475,9.274331274251171,4.868716166977029,9.562302345185755,8.481438014268605,6.617385469021286
GIN,2016,5.830017094017094,6.709298890606769,3.1324923058296648,7.67448833088521,4.699867551744187,6.946098719644523
GNB,2016,5.231243264503442,7.693482164722284,2.714322822380581,6.109545630827545,5.159650457140387,4.525029397104276
GUY,2016,6.309159519725559,4.8017685542047195,4.95004308215094,8.366653908899577,6.7725295160775945,6.65895838393758
HTI,2016,6.510597121748149,7.678666608947282,2.5981327524728948,7.253671273613988,7.987696829434903,7.061563165406411
HND,2016,7.189787234042554,8.92182232749993,3.9216096407632834,9.35354303662022,6.85203968247462,6.910195195057558
HKG,2016,8.969558139534888,8.522194151949881,7.87932927451694,9.57588913954816,9.451188189173392,9.400448597883896
HUN,2016,7.609489655172414,6.288625884458953,6.16842018510521,9.671035029018086,8.264001261352949,7.640917581088093
ISL,2016,7.8598320413436715,6.25534292181848,8.450803194764111,9.684965957836358,7.166155746506649,7.733313744282263
IND,2016,6.580208023774145,7.616934501268095,5.401403308219856,8.139535855623723,5.202249051891924,6.53064522064088
IDN,2016,7.349633802816901,8.525947714410496,4.8993261384193705,9.531362830993489,7.2679543193700065,6.4999053428648
IRN,2016,5.578752515090544,5.970332775210009,3.8362475026656893,7.82268977468112,4.506550430466528,5.760799947249993
IRQ,2016,5.159959816003707,5.326195459466441,2.957523265793229,8.564951336960565,3.754272578114988,5.259901711160716
IRL,2016,8.229529860228718,6.560704749626841,8.023818243717391,9.255400465281458,8.764427697514035,8.533205126078625
ISR,2016,7.639605978260869,6.525135517404078,6.026507524206095,9.670804881561581,8.460871150932158,7.494558402560995
ITA,2016,7.6396761133603235,6.06372076097702,6.363229294047379,9.43842513839372,8.663093536004986,7.680248914676564
JAM,2016,7.739512855209743,8.186802235630875,5.748542006367884,9.287316016127843,7.3467782851377335,8.145124887144226
JPN,2016,7.9498339719029385,5.767225639985813,7.632554120798677,9.741682143218286,8.366663990662522,8.237835116467057
JOR,2016,7.469864498644987,7.68409131826325,4.260860311635663,9.714667709814528,7.953427493068956,7.760379723483212
KAZ,2016,7.090353260869565,7.850215150965541,5.4946096148609485,8.327638218684784,6.23905388064754,7.522170937329936
KEN,2016,7.019913916786229,6.648646337905164,5.077511379643136,9.10017628127735,6.760531887871797,7.508663807545028
KOR,2016,7.699623149394347,6.914601577975366,6.499718027274654,9.732164889813255,7.946826465799713,7.425317946584116
KWT,2016,6.779925816023739,5.956953537970525,4.913706502509236,8.406021418728578,7.161427833971269,7.4554833749112985
KGZ,2016,7.169713467048711,7.424503539996155,4.860167163369743,9.337416508529316,7.391610445035877,6.81090089316147
LAO,2016,6.490015360983104,6.995488300467281,5.103982127585023,7.398376998193373,6.5310332803871605,6.435239483253202
LVA,2016,8.019678663239075,7.2808200926324025,6.703363811516327,9.323207957679521,8.63519090459663,8.14729271511246
LBN,2016,7.146886446886447,8.540845310480249,4.262110893883572,9.658461596010762,6.760120321738336,6.4845069879115576
LSO,2016,6.640680440530095,5.4049047861769015,5.4459217429289675,7.873042985989642,6.983381911243035,7.470518197828106
LBR,2016,6.6497852760736205,7.277007779406191,4.231490712577737,9.354198777549966,6.303747403090303,6.092738866497144
LBY,2016,4.835106382978722,5.2245090180360725,3.109176673468792,6.422086576822163,3.292905582513021,6.072487748035345
LTU,2016,8.05969348659004,7.378144885812125,7.021983012361174,9.340186480604936,8.387582271431357,8.172623033998818
LUX,2016,7.819629139072849,5.495052047415196,8.23633197573582,9.310277693894415,8.102675105416994,7.975994628943413
MDG,2016,6.239770867430443,7.682305184559082,3.10853092349538,7.951306634214539,6.621399721182769,5.810201061490074
MWI,2016,5.999966611018364,6.646469825343921,4.914287942079246,6.633831841966941,5.711262438605499,6.109233443961164
MYS,2016,7.30006793478261,6.660590311147111,5.6343344312446355,8.355522183769416,7.326127579396885,8.536188681071355
MLI,2016,5.830034129692832,5.615607614448468,3.564959943009881,7.0581064982533865,6.644247783177494,6.28394192505806
MLT,2016,8.009624838292368,7.0165611266734125,6.5961335160076455,9.48106046460282,8.663598129011575,8.294297748590692
MRT,2016,6.053613707165108,5.940911458667826,3.3981045466408855,8.175870179391996,5.783086902970081,6.887878542015684
MUS,2016,8.0497845373891,7.79935533914342,6.635810414640619,9.67501813030563,8.464344504273445,7.662510792771954
MEX,2016,7.0700701262272085,8.365821610724483,4.694057320177456,8.121071995617118,7.257482314269829,6.900947616991479
MDA,2016,6.990084985835694,7.616882157342184,5.070006960177843,8.007698283018607,7.192215161110661,7.067306382997221
MNG,2016,7.18016415868673,5.841553394822183,6.132305840139838,9.375124778964798,7.123775999219698,7.442902926566934
MNE,2016,7.310200803212851,7.703002106958125,5.156704391602939,8.337505667308328,8.319128581410883,7.021839763927508
MAR,2016,6.589939024390245,6.626380886240062,5.338145678548662,7.280503094476104,6.505003327227184,7.182947509159218
MOZ,2016,5.621035031847135,5.137120394751182,4.299435498465465,7.441259863162425,6.074007719248247,5.169151092536572
MMR,2016,5.75030303030303,7.344495955768405,3.6268770952567144,6.367417065781154,5.4271732325355595,5.998677301730336
NAM,2016,6.789665653495441,6.927028588964955,6.440580775420407,6.544081801289819,6.122473544084306,7.937343141534281
NPL,2016,6.649832061068703,8.464978162682717,4.806481717160699,6.31056906474217,6.4448524127735745,7.246499693168573
NLD,2016,7.949742268041237,5.026512754559938,8.379654808139597,9.5031567544599,8.871088588980099,7.963269116441469
NZL,2016,8.659528985507245,6.675407781457163,8.881117916768572,9.60738904483832,8.89263398041401,9.217114050914882
NIC,2016,7.209459854014598,7.175241494043766,4.519397452879584,9.143386793602078,8.1278469764111,7.101393510732719
NER,2016,5.618211637860467,6.916798297522685,3.5651731614951916,7.105353724246449,4.9577264256063565,5.550102311319435
NGA,2016,6.889716840536512,8.711529110454848,3.7788058148195796,8.74803004098138,5.60868419675884,7.621860335974834
MKD,2016,7.259860529986055,7.017109279257668,4.905897139719922,8.3512157176942,7.824842108711521,8.20898962668276
NOR,2016,7.839657444005271,5.176537655295647,8.824642190004527,9.471851463863384,7.866055906770823,7.83662546423647
OMN,2016,6.7298798798798805,4.614062513608864,5.199726283085897,8.844506444254197,8.10263061180597,6.883448276362691
PAK,2016,6.000049668874171,8.191900833636883,3.350729523897685,6.723787045511412,5.553301346484011,6.195172785317307
PAN,2016,7.779557640750671,7.841944244176337,5.632185173682026,9.39253577228028,8.937094578752436,7.118492742182706
PNG,2016,5.900436893203884,5.862874943314693,4.3075108310941035,6.535282309075486,6.450749150108254,6.306773578837338
PRY,2016,7.059856527977045,8.342915294391226,4.231402158634848,9.20389209435351,7.145441831803249,6.396649545984821
PER,2016,7.709720372836219,7.644770805830762,5.361311263324564,9.585749991279497,8.516984371732919,7.447854749370693
PHL,2016,7.369605633802817,8.33726665148557,4.586425122060758,9.393317248984639,7.050564012288789,7.493213701633492
POL,2016,7.2295677233429405,6.144322017776492,6.23269265149891,8.440431329648614,7.974471100808604,7.3657136229253934
PRT,2016,7.639717741935483,6.069798926322314,7.254786877562536,9.404467182140758,8.618783626013123,6.865910674718498
QAT,2016,7.1297999999999995,5.937786996847097,5.4652776108728105,8.636821219116134,7.9945344900082,7.63658305461553
ROU,2016,7.979690322580646,7.39056584973014,6.521755141798441,9.530459398963398,8.752646296697593,7.680265382053751
RUS,2016,6.709864253393665,5.941889075831398,5.08228190814654,9.00349624674119,7.036948577704513,6.477478056473128
RWA,2016,7.1096960926193935,5.559140895157246,5.922097949627391,9.25352847424187,7.087979865188978,7.730100804201176
SAU,2016,6.511203417162244,5.170068879372831,4.701796225795344,9.050122014528691,6.870088806679434,6.7394389377742
SEN,2016,6.079950495049506,7.02180868487589,4.32685903897738,7.033017697975755,6.316753244009517,5.720394922041415
SRB,2016,6.989751098096631,6.805083845542978,5.215806115802856,8.24645343899891,7.502020375323124,7.198361642184511
SYC,2016,7.569202279202279,7.397598599830523,5.70721850983108,9.060539218523488,8.097286474872867,7.566179657502808
SLE,2016,5.770350584307178,6.93171956045197,4.304230791906319,6.995278626847555,5.727032386390716,4.868863673566688
SGP,2016,8.799623085983512,7.499608327448479,8.240252359613883,9.818245542242666,9.412655613458833,9.025823133766476
SVK,2016,7.609618528610355,6.488592848998391,6.144819178684574,9.468387449348933,8.248735145284682,7.745066716674977
SVN,2016,7.329529243937233,5.424823342396446,6.592643438630406,9.518287131782902,8.050993143864588,7.08430258255334
ZAF,2016,6.739710365853659,5.790943457587217,5.980776513471779,8.140686267585952,6.421379023782784,7.372292012267031
ESP,2016,7.8297382198952885,6.4062954938782495,7.24618447183821,9.488673312201415,8.319622420804052,7.689949253315845
LKA,2016,6.779617166331613,8.252083605262403,5.099264381415624,7.870656881364439,5.668350994985028,6.985455607022636
SDN,2016,4.254513716185982,6.837713116704312,2.45064103025432,5.553907643021233,2.7826814813646226,3.728632139274713
SUR,2016,5.7615912562046585,5.920964912577845,5.156399998140553,5.598814748140939,5.970799617182374,6.17348231229203
SWE,2016,7.869590488771464,4.740268344010155,8.135888052758334,9.756225899711412,8.39797235748494,8.323508965273914
CHE,2016,8.549785202863962,7.707794862767482,8.787505494253683,9.879906933279248,7.824063063144378,8.556612454272008
SYR,2016,4.782560308982723,6.703905859649314,3.0530854993724303,5.065153895022419,3.870316686060264,5.285012481794198
TWN,2016,7.939661898569572,7.568553727489731,7.049331389745993,9.686384172895632,7.624893741397712,7.792595065566797
TJK,2016,6.130711043872919,5.703421965799403,4.565647050756154,7.799692207602301,5.985973501672538,6.6167921107116685
TZA,2016,6.689786585365853,6.816977333852626,5.564440766195955,8.087069302464588,5.892293623391934,7.099505840700779
THA,2016,6.809955817378498,6.810262915426196,4.982038755111071,8.588581962500347,6.708443685928944,6.9544144716030605
TLS,2016,6.585214995992484,4.71716341268419,3.8198031316202288,9.048140548075223,8.640470189808697,6.683557653220479
TGO,2016,5.657562949722985,6.774349028055554,4.281901139775336,6.862620211344044,5.060381413548399,5.286839298998722
TTO,2016,7.189743589743588,6.737402601285753,5.2367599506614235,8.964019891685869,8.168664394767763,6.851782504045132
TUN,2016,6.199819672131147,5.783508985062347,5.09783727880279,7.0533901554925595,6.594934534916987,6.456060762548424
TUR,2016,6.969244992295841,7.233842950871972,4.944107710534934,9.015297681140137,7.1016684463808835,6.562457118118248
UGA,2016,7.329791376912378,8.004195398990806,4.4511029314413495,8.591233513547452,7.723261754329222,7.854428480053858
UKR,2016,5.92031045751634,6.98931171126597,4.775397910661274,5.023945458038998,6.243107599812835,6.574347359653359
ARE,2016,7.170244565217392,5.726349121846453,4.935735011729723,9.089977354017506,8.430538769710358,7.655213737927287
GBR,2016,8.25928756476684,6.51264060201268,8.219432247660423,9.839327225142608,8.580155919731585,8.14496658105465
USA,2016,8.339536340852131,7.252009300712781,7.793107461693228,9.814702823185359,7.889128982552271,8.952381773546806
URY,2016,7.299660537482319,6.719467436069355,5.772197301849806,8.969100189335451,8.072903597588429,6.989063444802773
VEN,2016,2.7517117117117116,4.893302096430078,2.3411977258493546,0.9449345936218932,3.026137137317339,2.5480431280450286
VNM,2016,6.150419906687403,6.329463349387767,5.0431473684428525,6.448940645839504,6.191854416544555,6.760871580394782
YEM,2016,6.179102112676057,7.459336284859488,2.688013178394211,9.04944433416076,6.5813682837611225,5.112628933712305
ZMB,2016,6.9793607305936085,7.40693011258055,5.245541621011145,8.427303158524758,7.373072708258467,6.438507110433535
ZWE,2016,6.121996434593143,5.332597271724587,4.05640729852977,8.086016108746081,6.4049371068371,6.520804867315037
ALB,2015,7.739869281045753,7.814958052215125,5.448186475099907,9.743784604702434,7.993660456156857,7.71153624727359
DZA,2015,4.790643274853801,3.7023338056318655,4.115523791195409,6.8922150673990075,3.865639288669762,5.383175185914817
AGO,2015,5.690371621621622,7.533056553638604,3.2508311154086003,6.991048941216629,4.905403057492924,5.764298837928816
ARG,2015,5.259200819672132,6.052842135385889,4.512824423914025,6.591433469470792,3.3779332593033278,5.77115069795436
ARM,2015,7.730140127388534,7.870896174638339,5.568145478628974,9.213122552368572,8.609851142151818,7.380708861299766
AUS,2015,8.199801242236024,6.775131682478827,8.347421972521916,9.500354552091267,7.784445417682842,8.59273960116337
AUT,2015,7.879577278731834,5.612649223075587,8.255852795406705,9.616126465433208,8.370162155752984,7.532127236365139
AZE,2015,6.289871382636656,5.333794834670034,4.988538736349522,7.2361204633148155,7.032061572268196,6.881895258988543
BHS,2015,7.367244826283514,9.037614624336708,7.017291868436596,7.104621519462487,5.24392913936543,8.329613943235778
BHR,2015,7.230320855614973,6.993746696920836,4.359453006649313,9.17849880778466,7.6380716251390535,8.00115979248451
BGD,2015,6.129593220338984,8.559999393434081,2.9068607308204424,6.738357981996446,5.666911712685523,6.773813281196877
BRB,2015,6.730398860398861,7.190367136997455,5.994610959667264,7.128212363327978,6.615715104117627,6.714314912681293
BEL,2015,7.679579945799456,4.684927044788287,7.550523791231564,9.663772041674056,8.46128360007304,8.022010016730338
BLZ,2015,6.459631410256409,7.562372026938948,5.084654590594319,7.170874976974053,5.478850721193097,7.020943191784424
BEN,2015,5.88096625766871,6.914224529757593,3.908857965102047,6.905459243191462,5.654357465026537,6.030858140614947
BTN,2015,6.969261538461537,7.509665258859458,6.490479000181104,7.010756165352488,6.04801200021687,7.779607222080337
BOL,2015,6.159983766233767,6.074748335924666,4.059658230684651,8.678559366780435,6.883601497148754,5.096057924620961
BIH,2015,6.889747399702823,6.472128962129573,4.4946341602677,8.449041864253532,7.612392095456407,7.397098039823083
BWA,2015,7.4199048913043475,5.6122777249472655,6.187816920874784,9.305526108301597,7.948631688445548,8.052151082623393
BRA,2015,6.250126182965299,6.7996928044804905,5.4966914280698305,7.826186157612588,6.613057677222948,4.501656069197834
BRN,2015,7.034774274987915,6.284382949385446,5.102682419999025,8.48751931266613,7.013974266051751,8.253580260222085
BGR,2015,7.640064935064934,6.759159259217466,5.5845757359526855,9.585979756024175,8.54107072649814,7.732206798861158
BFA,2015,6.010227272727272,6.142665377920807,3.887609577438516,6.89650042639026,6.276883891461771,6.827087304255508
BDI,2015,6.079278169014085,6.883644535153982,3.291080191529094,7.810231978146091,5.8116282008098334,6.597628226664761
CPV,2015,7.200525624178711,7.506321614513189,6.441316199283322,8.419469922134406,6.724014182025646,6.897815162821695
KHM,2015,7.090952723946722,8.168654725430855,3.646900929228576,9.21113464276195,7.451460798411701,6.957336393640949
CMR,2015,5.690121317157712,7.308563478515823,2.8715055966640834,7.12393706429677,4.924633901761319,6.232795999675967
CAN,2015,8.219475703324806,6.510156068641682,8.215434934309922,9.563218869689768,8.12581975378252,8.665234859050564
CAF,2015,4.667172228465602,5.461452376311051,2.9307692688518885,4.853199811889167,4.887174749588512,5.134009985964067
TCD,2015,5.220593525179854,7.364705854665931,2.403887395429218,6.368066543300875,4.9906115956169055,4.96681356279318
CHL,2015,7.919524438573315,8.011925904268704,6.77705457090681,9.385023438727622,8.178115362991713,7.232118172169565
CHN,2015,6.230063694267517,5.13932222354912,5.2499735084956125,8.24816663353934,6.292201351309513,6.224709224006673
COL,2015,6.679801829268293,6.448306102613551,4.66163486041745,7.979192568096037,6.763855215789585,7.554127626266243
COD,2015,5.590198990076313,7.171155451821354,2.1276657262002625,7.84003211417472,5.044772137861581,5.723993251546048
COG,2015,4.429833574177207,4.199274007838212,2.8970585096436277,5.79755801399708,4.752637170194179,4.385030172971173
CRI,2015,7.729855832241153,7.640736035170851,6.372714661418068,9.6996288287077,8.243201724980024,6.679096294161705
CIV,2015,5.870232558139535,6.293254726980839,4.362096812541029,7.004057550805659,5.321483596641768,6.362413128142796
HRV,2015,7.419637377963736,5.549213795322567,6.155307877462357,9.809747651534112,8.276424611947201,7.2978630288390445
CYP,2015,7.839533333333333,7.3748648605368565,6.003490527823865,9.685615760432684,8.481930097449823,7.6285167047855
CZE,2015,7.9597293814433,6.413679079106862,6.889797270718931,9.686781188523604,8.397029206816345,8.405249167619235
DNK,2015,8.080012345679012,4.931202459511312,8.61840131193741,9.748924171680162,8.633766169896344,8.468971860015067
DOM,2015,7.52976933514247,8.805112307518105,4.548198180008415,9.542000072944425,8.075787576011571,6.694753800130754
ECU,2015,6.450092024539877,6.829264453748033,4.369230066658437,8.038251273858817,6.801078662375212,6.21635979775507
EGY,2015,5.290569395017793,5.368832699482206,3.191996503579317,7.644337030287584,5.377008142383831,4.8745902935352206
SLV,2015,7.309733520336605,8.337409798859518,4.331699736107716,9.695808904736825,7.805420749676231,6.395712836160246
EST,2015,8.15973618090452,6.449715544766519,7.7781074972648785,9.488976237785709,8.716099516486072,8.347229022754242
SWZ,2015,6.169289428076258,5.023292967946998,3.57016349945492,8.059029696506778,6.627594780126475,7.581333568709659
ETH,2015,5.29051878354204,5.673043579993334,4.481793539715944,5.299297361130137,4.945052004869966,6.053746417454012
FJI,2015,6.17026985104941,6.284995971929087,5.192311895471542,6.662798082526598,5.4868346345065495,7.225388207734493
FIN,2015,7.849725490196079,4.842137008603721,8.722265358780541,9.603825589293463,8.382949514843506,7.721712832802828
FRA,2015,7.6895095367847395,5.329337832523926,7.479380988346605,9.765141038388537,8.438861496802495,7.4433526395129785
GAB,2015,5.5802443280977325,6.256814238070089,2.9866777012662045,6.532829018250318,5.276864465762767,6.849089586321704
GMB,2015,7.220013812154694,7.74356077588964,4.688260086346329,9.350901951470158,7.677575868822798,6.651935026269914
GEO,2015,8.159512195121952,8.054727203629467,6.68708391531487,8.937549266625075,8.971914115185468,8.150341192828035
DEU,2015,8.009530026109662,6.224601182239931,7.945628820951722,9.649253567748202,8.213886775753997,8.025520249498937
