County,Year,Total population,Children in foster care,Children ages 0 to 17 living with grandparents,Children ages 0 to 17 living in single parent families,Average ACT composite scores,Average daily membership of public schools,Children ages 3 to 21 enrolled in special education in public schools,Average expenditures per student in public schools,Black or African American,Asian and Native Hawaiian and other Pacific Islander,White,American Indian and Alaska Native,Hispanic Origin of Any Race,Children in foster care (percent),Children ages 0 to 17 living with grandparents (percent),Children ages 0 to 17 living in single parent families (percent),Four-year high school cohort graduation rate (percent),Children ages 3 to 21 enrolled in special education in public schools (percent),Black or African American (percent),Asian and Native Hawaiian and other Pacific Islander (percent),White (percent),American Indian and Alaska Native (percent),Hispanic Origin of Any Race (percent),College English (percent),All Four Subject Areas (percent),College Science (percent),College Math (percent),College Reading (percent),TAXVAL (per pupil),GFLEVY (per pupil),Tuition (per pupil),Misc (per pupil),SpReserve (per pupil),Building (per pupil),Sinking (per pupil),TotalLevy (per pupil),LOCREV (per pupil),CNTYREV (per pupil),STREV (per pupil),FEDREV (per pupil),OTHREV (per pupil),TOTREV (per pupil),Salaries and Benefits for Instructors (per pupil),Salaries and Benefits for Instructional Support Staff (per pupil),OTHINS (per pupil),School Admin (per pupil),General Admin (per pupil),OMOP (per pupil),STTRANS (per pupil),Capital Projects (per pupil),EXTRC (per pupil),AOEXP (per pupil),Total Expenditures (per pupil),Ending Balance (per pupil),DENPK,DENK,DEN16,DEN78,DEN912,DENK12,Total Students Enrolled,ADMPK,ADMK,ADM16,ADM78,ADM912,ADMPK12,TAXVAL,GFLEVY,Tuition,Misc,SpReserve,Building,Sinking,TotalLevy,LOCREV,CNTYREV,STREV,FEDREV,OTHREV,TOTREV,Salaries and Benefits for Instructors,Salaries and Benefits for Instructional Support Staff,OTHINS,School Admin,General Admin,OMOP,STTRANS,Capital Projects,EXTRC,AOEXP,Total Expenditures,Ending Balance,Students Enrolled / Population
Planning Region 4,1997,,,,,,17893.58,,3753.00892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Region 4,1998,,,,,,17009.06,,4070.3349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Region 4,1999,,,,,,16273.31,,4604.02525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Region 4,2000,90798.0,247,,,,15867.53,,5036.32248,461.0,210.0,21325.0,668.0,1001.0,0.010490000000000001,,,,,0.01957,0.00892,0.90533,0.028360000000000003,0.0425,0.72172,0.24320999999999998,0.31561,0.46493,0.57919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Region 4,2001,89437.0,278,,,21.6,15560.0,,5313.55623,482.0,210.0,21172.0,825.0,1037.0,0.01229,,,,,0.021240000000000002,0.00926,0.93314,0.03636,0.0457,0.71538,0.22526999999999997,0.3033,0.44835,0.55934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Region 4,2002,88699.0,283,,,21.4,15044.3,,5529.06993,487.0,238.0,20508.0,834.0,1084.0,0.01284,,,,,0.02207,0.010790000000000001,0.92935,0.03779,0.04912,0.68221,0.24294000000000002,0.30429,0.48589,0.56442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Region 4,2003,88605.0,299,,,21.6,14662.57,1985,5860.48401,475.0,256.0,20119.0,830.0,1160.0,0.01378,,,,0.14326,0.02191,0.01181,0.9279999999999999,0.03828,0.05351,0.7237,0.24276999999999999,0.30058,0.4948,0.56301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Region 4,2004,90016.0,317,,,21.3,14220.11,2189,6194.01915,511.0,271.0,19818.0,841.0,1196.0,0.01468,,,,0.1608,0.02383,0.01264,0.9243,0.03922,0.055779999999999996,0.67985,0.21014000000000002,0.29172,0.45488,0.53028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Region 4,2005,89179.0,333,,,21.6,14005.2,1997,6584.363020000001,505.0,262.0,19288.0,844.0,1227.0,0.01574,,,,0.15186,0.02416,0.01254,0.92291,0.04038,0.058710000000000005,0.73698,0.24609,0.33073,0.48698,0.52995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Region 4,2006,89318.0,339,,,21.7,13525.58,2048,7075.77038,500.0,282.0,18857.0,836.0,1279.0,0.016280000000000003,,,,0.16093,0.024419999999999997,0.01377,0.9209799999999999,0.04083,0.062470000000000005,0.73722,0.22585,0.30966,0.48011000000000004,0.54261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
