County,Year,Total population,Children in foster care,Children ages 0 to 17 living with grandparents,Children ages 0 to 17 living in single parent families,Average ACT composite scores,Average daily membership of public schools,Children ages 3 to 21 enrolled in special education in public schools,Average expenditures per student in public schools,Black or African American,Asian and Native Hawaiian and other Pacific Islander,White,American Indian and Alaska Native,Hispanic Origin of Any Race,Children in foster care (percent),Children ages 0 to 17 living with grandparents (percent),Children ages 0 to 17 living in single parent families (percent),Four-year high school cohort graduation rate (percent),Children ages 3 to 21 enrolled in special education in public schools (percent),Black or African American (percent),Asian and Native Hawaiian and other Pacific Islander (percent),White (percent),American Indian and Alaska Native (percent),Hispanic Origin of Any Race (percent),College English (percent),All Four Subject Areas (percent),College Science (percent),College Math (percent),College Reading (percent),TAXVAL (per pupil),GFLEVY (per pupil),Tuition (per pupil),Misc (per pupil),SpReserve (per pupil),Building (per pupil),Sinking (per pupil),TotalLevy (per pupil),LOCREV (per pupil),CNTYREV (per pupil),STREV (per pupil),FEDREV (per pupil),OTHREV (per pupil),TOTREV (per pupil),Salaries and Benefits for Instructors (per pupil),Salaries and Benefits for Instructional Support Staff (per pupil),OTHINS (per pupil),School Admin (per pupil),General Admin (per pupil),OMOP (per pupil),STTRANS (per pupil),Capital Projects (per pupil),EXTRC (per pupil),AOEXP (per pupil),Total Expenditures (per pupil),Ending Balance (per pupil),DENPK,DENK,DEN16,DEN78,DEN912,DENK12,Total Students Enrolled,ADMPK,ADMK,ADM16,ADM78,ADM912,ADMPK12,TAXVAL,GFLEVY,Tuition,Misc,SpReserve,Building,Sinking,TotalLevy,LOCREV,CNTYREV,STREV,FEDREV,OTHREV,TOTREV,Salaries and Benefits for Instructors,Salaries and Benefits for Instructional Support Staff,OTHINS,School Admin,General Admin,OMOP,STTRANS,Capital Projects,EXTRC,AOEXP,Total Expenditures,Ending Balance,Students Enrolled / Population
Planning Region 2,1997,,,,,,17330.33,,3756.32566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Region 2,1998,,,,,,16830.74,,4265.307720000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Region 2,1999,,,,,,16525.9,,4455.05109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Region 2,2000,88089.0,212,,,,16118.52,,4945.94298,596.0,189.0,21027.0,1438.0,562.0,0.00885,,,,,0.024880000000000003,0.007890000000000001,0.8778799999999999,0.060039999999999996,0.023459999999999998,0.7097899999999999,0.23171999999999998,0.30146,0.45557,0.56805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Region 2,2001,86343.0,232,,,21.8,15672.5,,5360.99698,615.0,191.0,20524.0,1562.0,575.0,0.01011,,,,,0.026869999999999998,0.00834,0.89656,0.06823,0.02512,0.72348,0.26222,0.34684,0.49463999999999997,0.57211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Region 2,2002,85254.0,221,,,21.4,15144.51,,5614.26278,618.0,193.0,19851.0,1582.0,604.0,0.010159999999999999,,,,,0.027780000000000003,0.00868,0.8924200000000001,0.07112,0.02715,0.6866,0.22846999999999998,0.28469,0.48086,0.59211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Region 2,2003,84596.0,256,,,21.4,14908.94,2260,6109.4657,635.0,196.0,19371.0,1605.0,619.0,0.01151,,,,0.15705,0.02912,0.00899,0.8882899999999999,0.0736,0.02839,0.68682,0.22612,0.28415999999999997,0.46553999999999995,0.56348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Region 2,2004,84446.0,250,,,21.3,14618.8,2310,6374.5513200000005,656.0,194.0,18877.0,1667.0,653.0,0.01138,,,,0.16469,0.030660000000000003,0.00907,0.88235,0.07792,0.03052,0.67809,0.23378000000000002,0.31334,0.47368000000000005,0.52999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Region 2,2005,83538.0,262,,,21.1,14108.83,2135,6757.771959999999,695.0,196.0,18428.0,1674.0,705.0,0.01207,,,,0.1565,0.03311,0.009340000000000001,0.87782,0.07973999999999999,0.03358,0.6747,0.22221999999999997,0.2905,0.44578,0.5100399999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Region 2,2006,82723.0,255,,,21.4,13765.15,2063,7067.4922,687.0,201.0,18001.0,1694.0,751.0,0.01193,,,,0.15436,0.03338,0.009770000000000001,0.87456,0.0823,0.036489999999999995,0.67394,0.23601999999999998,0.31240999999999997,0.47476,0.55662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
