County,Year,Total population,Children in foster care,Children ages 0 to 17 living with grandparents,Children ages 0 to 17 living in single parent families,Average ACT composite scores,Average daily membership of public schools,Children ages 3 to 21 enrolled in special education in public schools,Average expenditures per student in public schools,Black or African American,Asian and Native Hawaiian and other Pacific Islander,White,American Indian and Alaska Native,Hispanic Origin of Any Race,Children in foster care (percent),Children ages 0 to 17 living with grandparents (percent),Children ages 0 to 17 living in single parent families (percent),Four-year high school cohort graduation rate (percent),Children ages 3 to 21 enrolled in special education in public schools (percent),Black or African American (percent),Asian and Native Hawaiian and other Pacific Islander (percent),White (percent),American Indian and Alaska Native (percent),Hispanic Origin of Any Race (percent),College English (percent),All Four Subject Areas (percent),College Science (percent),College Math (percent),College Reading (percent),TAXVAL (per pupil),GFLEVY (per pupil),Tuition (per pupil),Misc (per pupil),SpReserve (per pupil),Building (per pupil),Sinking (per pupil),TotalLevy (per pupil),LOCREV (per pupil),CNTYREV (per pupil),STREV (per pupil),FEDREV (per pupil),OTHREV (per pupil),TOTREV (per pupil),Salaries and Benefits for Instructors (per pupil),Salaries and Benefits for Instructional Support Staff (per pupil),OTHINS (per pupil),School Admin (per pupil),General Admin (per pupil),OMOP (per pupil),STTRANS (per pupil),Capital Projects (per pupil),EXTRC (per pupil),AOEXP (per pupil),Total Expenditures (per pupil),Ending Balance (per pupil),DENPK,DENK,DEN16,DEN78,DEN912,DENK12,Total Students Enrolled,ADMPK,ADMK,ADM16,ADM78,ADM912,ADMPK12,TAXVAL,GFLEVY,Tuition,Misc,SpReserve,Building,Sinking,TotalLevy,LOCREV,CNTYREV,STREV,FEDREV,OTHREV,TOTREV,Salaries and Benefits for Instructors,Salaries and Benefits for Instructional Support Staff,OTHINS,School Admin,General Admin,OMOP,STTRANS,Capital Projects,EXTRC,AOEXP,Total Expenditures,Ending Balance,Students Enrolled / Population
Williams,1980,,,,770.0,,,,,,,,,,,,0.1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams,1990,21129.0,,97.0,921.0,,,,,,,,,,,0.0153,0.1456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams,1991,20926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams,1992,20806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams,1993,20603.0,,,,,4675.1,452,3772.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams,1994,20479.0,,,,,4586.44,443,3993.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams,1995,20400.0,,,,,4447.45,463,4175.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams,1996,20469.0,,,,20.8,,469,,,,,,,,,,,0.1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams,1997,20280.0,,,,21.0,4411.91,474,3628.65,,,,,,,,,,0.1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams,1998,20159.0,,,,21.6,4157.52,502,4150.52,,,,,,,,,,0.1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams,1999,19764.0,,,,21.3,3996.85,483,4594.69,,,,,,,,,,,,,,,,,,,,,9600.133102,0.33754868,0.0,0.0,0.0,0.0,0.0,0.367329955,2350.661243,119.977594,2630.857562,671.5977594,13.41077621,5786.504935,3081.3398239999997,156.6220325,519.1427047000001,298.2638037,340.5532142,502.52894110000005,218.8973059,5.019471858999999,121.8210189,628.5654841,5872.753801,1204.819152,8.0,230.0,1504.0,597.0,1410.0,3741.0,3749.0,19.98,241.09,1590.17,648.11,1497.5,3996.85,35990899.0,1265.47,0.0,0.0,0.0,0.0,0.0,1377.12,8812629.0,449796.0,9863085.0,2517820.0,50277.0,21693607.0,11551943.0,587176.0,1946266.0,1118191.0,1276734.0,1883981.0,820646.0,18818.0,456707.0,2356492.0,22016954.0,4516867.0,
Williams,2000,19761.0,58,146.0,1094.0,20.9,3792.5,492,4888.49,38.0,17.0,4918.0,311.0,91.0,0.0105,0.0282,0.2115,,0.1379,0.00689,0.0030800000000000003,0.89126,0.05636,0.01649,0.6974199999999999,0.20295,0.25461,0.42435,0.5092300000000001,10460.5898,0.34832446100000003,0.0,0.0,0.0,0.0,0.0,0.38310731299999995,2443.7921739999997,183.36378259999998,2860.570384,851.9772457,12.49669095,6352.200277,3373.0053380000004,177.2553572,488.67047069999995,310.3328972,338.77250489999994,506.5806921,233.3426002,2.6750854580000003,128.0542141,602.8380443,6161.081751,1352.182034,5.0,204.0,1446.0,574.0,1340.0,3564.0,3569.0,19.3,227.09,1507.19,590.73,1448.19,3792.5,37333845.0,1243.17,0.0,0.0,0.0,0.0,0.0,1367.31,8721894.27,654425.34,10209375.7,3040706.79,44600.69,22671002.79,12038256.05,632624.37,1744064.91,1107578.11,1209079.07,1807986.49,832799.74,9547.38,457025.49,2151528.98,21988900.77,4825937.68,
Williams,2001,19430.0,60,,,21.4,3647.25,523,5131.37,41.0,19.0,4824.0,411.0,90.0,0.0109,,,,0.1496,0.00774,0.00359,0.91105,0.07762000000000001,0.017,0.69048,0.25794,0.30951999999999996,0.42857,0.54762,10918.66047,0.356155606,0.012368421000000001,0.000572082,0.0006178490000000001,0.020128719,0.0,0.389842677,2565.496619,204.8461928,2840.7476030000003,799.5406465,13.90618135,6424.537243,3415.717772,176.7527374,600.9400343,304.18260580000003,308.44125289999994,547.341147,263.6515732,1.011467391,134.6891076,621.3567247999999,6374.084422,1417.237511,1.0,208.0,1429.0,564.0,1294.0,3495.0,3496.0,21.88,199.67,1453.64,570.43,1401.63,3647.25,38171637.0,1245.12,43.24,2.0,2.16,70.37,0.0,1362.89,8968976.18,716142.29,9931253.62,2795194.1,48616.01,22460182.2,11941349.33,617927.57,2100886.36,1063422.39,1078310.62,1913504.65,921725.9,3536.09,470873.12,2172263.11,22283799.14,4954662.34,
Williams,2002,19416.0,72,,,20.8,3545.27,540,5381.95,47.0,16.0,4714.0,416.0,92.0,0.0137,,,,0.1607,0.00905,0.0030800000000000003,0.90776,0.08011,0.01772,0.64427,0.17787,0.2332,0.45455,0.49801999999999996,11596.65754,0.36027075299999994,0.018146385,0.000586135,0.000621839,0.021377566,0.0,0.40100267799999995,2683.5122460000002,212.8543975,3070.498819,947.1586581,19.29905683,6933.323178000001,3669.6658759999996,205.5161381,563.7672865000001,321.3637191,341.53768219999995,575.1745106000001,249.04032430000004,0.80839036,148.36327880000002,698.8388426,6774.076048999999,1658.316638,0.0,219.0,1398.0,533.0,1211.0,3361.0,3361.0,12.53,200.77,1435.22,561.18,1335.57,3545.27,38976366.0,1210.87,60.99,1.97,2.09,71.85,0.0,1347.77,9019284.66,715403.63,10319946.53,3183400.25,64864.13,23302899.2,12333747.01,690739.74,1894821.85,1080103.46,1147908.15,1933161.53,837024.53,2717.0,498648.98,2348797.35,22767669.6,5573602.22,
Williams,2003,19256.0,92,,,20.5,3436.79,558,5864.57,52.0,15.0,4549.0,414.0,94.0,0.018000000000000002,,,,0.1744,0.01034,0.00298,0.9043700000000001,0.08231000000000001,0.018690000000000002,0.58515,0.19214,0.24454,0.43668,0.48035,12193.82745,0.396842763,0.02161613,0.000922163,0.000650203,0.021162862999999997,0.0,0.441194123,2862.2198780000003,270.2640763,3484.33779,1150.933232,25.76709284,7793.522069,4096.8336070000005,225.7973585,649.7764364,337.9503376,368.65873089999997,621.4812817000001,282.1977649,32.01717724,161.42487340000002,797.9712035,7574.108770999999,1961.8955079999998,1.0,211.0,1367.0,497.0,1123.0,3198.0,3199.0,16.76,221.15,1402.56,531.71,1264.61,3436.79,39008054.0,1269.5,69.15,2.95,2.08,67.7,0.0,1411.38,9156241.39,864574.78,11146396.59,3681835.41,82428.93,24931477.1,13105770.71,722325.75,2078634.82,1081103.13,1179339.28,1988118.62,902750.65,102422.95,516398.17,2552709.88,24229573.96,6276103.73,
Williams,2004,19144.0,89,,,21.2,3297.02,520,6435.97,49.0,19.0,4386.0,422.0,96.0,0.018000000000000002,,,,0.1659,0.01005,0.0039,0.89951,0.08655,0.01969,0.67453,0.21226,0.26887,0.45755,0.56604,12778.978309999999,0.408038278,0.020044657,0.002424242,0.000660287,0.021716107999999998,0.0,0.452883573,3014.273853,255.11052310000002,3623.22696,1089.556632,27.3636555,8009.531623999999,4203.160427000001,252.43270809999999,757.5170303,365.3683828,477.1587751,712.9518596,268.35036040000006,2.4221084530000003,188.6862169,828.9775152000001,8057.0253840000005,1954.453203,10.0,207.0,1327.0,542.0,1049.0,3125.0,3135.0,13.62,210.74,1380.93,510.99,1180.74,3297.02,40062097.0,1279.2,62.84,7.6,2.07,68.08,0.0,1419.79,9449748.53,799771.49,11358816.52,3415760.04,85785.06,25109881.64,13176907.94,791376.54,2374815.89,1145429.88,1495892.76,2235104.08,841278.38,7593.31,591531.29,2598844.51,25258774.58,6127210.79,
Williams,2005,19136.0,103,,,21.3,3225.33,502,6670.91,54.0,19.0,4313.0,418.0,103.0,0.0214,,,,0.1626,0.01124,0.00396,0.89779,0.08701,0.02144,0.7370899999999999,0.20188,0.27699999999999997,0.4554,0.5164300000000001,13495.55005,0.412209265,0.020255912,0.002209265,0.0006575960000000001,0.021988986000000002,0.0,0.45732102399999996,3256.5351570000003,316.6196501,3748.392015,1223.523764,19.88684159,8564.957428,4311.234866,269.6836281,729.0169355,390.4704503,508.1392938,761.293045,283.5939747,193.257172,186.286631,891.2552153999999,8524.231212,2028.0332329999999,8.0,224.0,1311.0,530.0,1014.0,3079.0,3087.0,17.55,199.26,1358.14,541.68,1108.7,3225.33,41660763.0,1272.49,62.53,6.82,2.03,67.88,0.0,1411.75,10052924.03,977404.86,11571286.15,3777017.86,61390.68,26440023.58,13308782.03,832513.36,2250475.28,1205382.28,1568626.0,2350111.63,875454.6,596584.89,575066.83,2751304.85,26314301.75,6260538.59,
Williams,2006,19272.0,91,,,21.5,3164.1,492,7167.22,64.0,17.0,4267.0,430.0,111.0,0.0193,,,,0.1621,0.01339,0.0035600000000000002,0.89305,0.09,0.02323,0.73656,0.24731,0.30108,0.50538,0.59677,14911.5598,0.405014827,0.019037891,0.002599671,0.000616145,0.019228995,0.0,0.446497529,3408.7947280000003,386.4194168,3827.901094,1317.593384,21.03707414,8961.745087000001,4470.901657,350.2034168,904.7638682,404.3771499,561.5331432999999,780.3124778,333.9649456,264.307318,211.50989790000003,866.8982932,9148.772168000001,1856.5207280000002,26.0,198.0,1293.0,525.0,993.0,3009.0,3035.0,17.93,218.27,1329.27,539.2,1059.43,3164.1,45256584.0,1229.22,57.78,7.89,1.87,58.36,0.0,1355.12,10345692.0,1172782.93,11617679.82,3998895.92,63847.52,27198896.34,13569186.53,1062867.37,2745958.34,1227284.65,1704253.09,2368248.37,1013583.61,802172.71,641932.54,2631036.32,27766523.53,5634540.41,
