AGO = ALB = ARE = ARG = ARM = AUS = AUT = AZE = BDI = BEL = BEN = BFA = BGD = BGR = BHR = BIH = BLR = BOL = BRA = BWA = CAF = CAN = CHE = CHL = CHN = CIV = CMR = COD = COG = COL = CPV = CRI = CYP = CZE = DEU = DNK = DOM = DZA = ECU = EGY = ESP = EST = ETH = FIN = FRA = GAB = GBR = GEO = GHA = GIN = GMB = GNB = GRC = GTM = HKG = HND = HRV = HTI = HUN = IDN = IND = IRL = IRN = IRQ = ISL = ISR = ITA = JAM = JOR = JPN = KAZ = KEN = KGZ = KHM = KOR = KWT = LAO = LBN = LBR = LBY = LKA = LSO = LTU = LUX = LVA = MAR = MDA = MDG = MEX = MKD = MLI = MLT = MMR = MNE = MNG = MOZ = MRT = MUS = MWI = MYS = NAM = NER = NGA = NIC = NLD = NOR = NPL = NZL = OMN = PAK = PAN = PER = PHL = POL = PRT = PRY = QAT = ROU = RUS = RWA = SAU = SDN = SEN = SGP = SLE = SLV = SRB = SVK = SVN = SWE = SWZ = SYC = SYR = TCD = TGO = THA = TJK = TTO = TUN = TUR = TWN = TZA = UGA = UKR = URY = USA = VEN = VNM = YEM = ZAF = ZMB = 0,
f-stat,5.013192517725718
p-value,1.1102230246251565e-16
dfn,151.0
dfd,2029.0
