DATE,IP
1919-02-28,-0.04520674333039265
1919-03-31,-0.02932019288155141
1919-04-30,0.017686371538927492
1919-05-31,0.005833828800783092
1919-06-30,0.06200124724285816
1919-07-31,0.05836132036931607
1919-08-31,0.015353160502565633
1919-09-30,-0.0205237133910674
1919-10-31,-0.010402534602368618
1919-11-30,-0.01583923360316941
1919-12-31,0.01583923360316941
1920-01-31,0.09004936385433737
1920-02-29,0.0
1920-03-31,-0.01931585240500544
1920-04-30,-0.055160423958461546
1920-05-31,0.025459189860566944
1920-06-30,0.009986414550696043
1920-07-31,-0.025184017866625386
1920-08-31,0.005091573957928031
1920-09-30,-0.03617816607757618
1920-10-31,-0.0430184606456856
1920-11-30,-0.08601238518258203
1920-12-31,-0.061755525406276046
1921-01-31,-0.05903865374779471
1921-02-28,-0.020463279737095608
1921-03-31,-0.027987677795709764
1921-04-30,0.0
1921-05-31,0.027987677795709764
1921-06-30,-0.006923827256098747
1921-07-31,-0.006972101073741133
1921-08-31,0.03435920806693549
1921-09-30,0.006737405421229692
1921-10-31,0.05865362466397395
1921-11-30,-0.012745363472455029
1921-12-31,-0.0064341205257889555
1922-01-31,0.03799802719242562
1922-02-28,0.04255768932607884
1922-03-31,0.05216849242791488
1922-04-30,-0.03448212088898739
1922-05-31,0.05129764447379115
1922-06-30,0.04879409994543904
1922-07-31,0.0
1922-08-31,-0.021401827249412086
1922-09-30,0.05265043497750943
1922-10-31,0.05488503582448834
1922-11-30,0.04274766734195534
1922-12-31,0.027538293515250167
1923-01-31,-0.02289559137798891
1923-02-28,0.013800162578573527
1923-03-31,0.031462067110369585
1923-04-30,0.02187729677350747
1923-05-31,0.012909803925007513
1923-06-30,-0.008587991358034675
1923-07-31,-0.008662384300738069
1923-08-31,-0.01753672503974224
1923-09-30,-0.0223666383109542
1923-10-31,-0.0045373735822216155
1923-11-30,0.0
1923-12-31,-0.023000919933028552
1924-01-31,0.023000919933028552
1924-02-29,0.0180106563110094
1924-03-31,-0.0180106563110094
1924-04-30,-0.03233403134786572
1924-05-31,-0.04317551008989717
1924-06-30,-0.04512408166170934
