DATE,IP
1936-09-30,0.075014
1936-10-31,0.076089
1936-11-30,0.07824
1936-12-31,0.08066000000000001
1937-01-31,0.08039099999999999
1937-02-28,0.081467
1937-03-31,0.08334899999999999
1937-04-30,0.08334899999999999
1937-05-31,0.08361800000000001
1937-06-30,0.082542
1937-07-31,0.08308
1937-08-31,0.082542
1937-09-30,0.07985400000000001
1937-10-31,0.073938
1937-11-30,0.066679
1937-12-31,0.060764
1938-01-31,0.05942
1938-02-28,0.058882000000000004
1938-03-31,0.058882000000000004
1938-04-30,0.057805999999999996
1938-05-31,0.056462000000000005
1938-06-30,0.057
1938-07-31,0.060225999999999995
1938-08-31,0.063453
1938-09-30,0.065335
1938-10-31,0.066948
1938-11-30,0.069637
1938-12-31,0.07044299999999999
1939-01-31,0.07044299999999999
1939-02-28,0.070981
1939-03-31,0.07125
1939-04-30,0.070981
1939-05-31,0.070712
1939-06-30,0.072325
1939-07-31,0.074476
1939-08-31,0.07555200000000001
1939-09-30,0.080122
1939-10-31,0.084155
1939-11-30,0.086306
1939-12-31,0.086306
1940-01-31,0.085231
1940-02-29,0.082542
1940-03-31,0.08066000000000001
1940-04-30,0.082273
1940-05-31,0.084693
1940-06-30,0.08738200000000002
1940-07-31,0.08845700000000001
1940-08-31,0.08899499999999999
1940-09-30,0.090877
1940-10-31,0.092221
1940-11-30,0.09437200000000001
1940-12-31,0.097599
1941-01-31,0.100019
1941-02-28,0.102976
1941-03-31,0.106203
1941-04-30,0.106471
1941-05-31,0.111311
1941-06-30,0.112118
1941-07-31,0.113462
1941-08-31,0.114806
1941-09-30,0.114806
1941-10-31,0.115882
1941-11-30,0.11642
1941-12-31,0.11830199999999999
1942-01-31,0.12072100000000001
1942-02-28,0.12287200000000001
1942-03-31,0.124217
1942-04-30,0.12072100000000001
1942-05-31,0.12099
1942-06-30,0.12125899999999999
1942-07-31,0.124217
1942-08-31,0.127981
1942-09-30,0.130938
1942-10-31,0.13524
1942-11-30,0.138467
1942-12-31,0.14169299999999999
1943-01-31,0.143037
1943-02-28,0.146801
1943-03-31,0.14787699999999998
1943-04-30,0.149759
1943-05-31,0.150834
1943-06-30,0.150028
1943-07-31,0.154599
