DATE,U.S. Treasuries Held Outright,Mortgage-Backed Securities,Other Securities,Direct Lending and Central Bank Liquidity Swaps,Repos,Unamortized Security Premiums,Other
2005-11-30,0.7427355999999999,0.0,0.0,0.0001122,0.02535,0.008954,0.049049800000000005
2005-12-31,0.7441945,0.0,0.0,9.925e-05,0.037625,0.008855,0.0492805
2006-01-31,0.7449055,0.0,0.0,0.0005505,0.0299375,0.0088015,0.052344
2006-02-28,0.750386,0.0,0.0,0.00016575,0.0253125,0.0087595,0.04918025
2006-03-31,0.7566514,0.0,0.0,0.0001186,0.02585,0.008861,0.04717459999999995
2006-04-30,0.758843,0.0,0.0,0.001003,0.0215,0.0087715,0.04797625
2006-05-31,0.7607761999999999,0.0,0.0,0.0002168,0.0242,0.008678,0.0485802
2006-06-30,0.765942,0.0,0.0,0.00025875,0.0239375,0.0085965,0.04730325
2006-07-31,0.76557325,0.0,0.0,0.00033775,0.02475,0.00851275,0.04770025
2006-08-31,0.7652156,0.0,0.0,0.0006064,0.0241,0.00841,0.046079400000000055
2006-09-30,0.76836025,0.0,0.0,0.000775,0.0195625,0.0083605,0.0473525
2006-10-31,0.7682375,0.0,0.0,0.00026925,0.0248125,0.00829,0.0480115
2006-11-30,0.7709752,0.0,0.0,0.00018,0.03355,0.0082478,0.04534980000000009
2006-12-31,0.7765985,0.0,0.0,0.000445,0.0306875,0.0086495,0.04637625
2007-01-31,0.7788866,0.0,0.0,0.0008782000000000001,0.0264,0.008661,0.0464328
2007-02-28,0.779365,0.0,0.0,3.375e-05,0.03225,0.008574,0.04700225
2007-03-31,0.780854,0.0,0.0,3.175e-05,0.035,0.0084985,0.0439865
2007-04-30,0.78343775,0.0,0.0,4.75e-05,0.0296875,0.00863275,0.04538975
2007-05-31,0.789556,0.0,0.0,9.8e-05,0.03145,0.0086216,0.04559580000000003
2007-06-30,0.7904095,0.0,0.0,0.000354,0.022875,0.008539,0.04504475
2007-07-31,0.79063325,0.0,0.0,0.000223,0.0241875,0.00846275,0.0471995
2007-08-31,0.7890958,0.0,0.0,0.0008746,0.02405,0.0083476,0.044890599999999926
2007-09-30,0.7796365,0.0,0.0,0.0025725,0.0421875,0.00823,0.046149
2007-10-31,0.7795966,0.0,0.0,0.0002108,0.0432,0.0081122,0.046821
2007-11-30,0.77965375,0.0,0.0,0.000379,0.049625,0.00804775,0.048721
2007-12-31,0.76970425,0.0,0.0,0.00749825,0.048625,0.00802525,0.051937
2008-01-31,0.727755,0.0,0.0,0.0263142,0.03965,0.007949399999999999,0.09313920000000005
2008-02-29,0.7133655,0.0,0.0,0.017639,0.0341875,0.00787375,0.1086345
2008-03-31,0.67240325,0.0,0.0,0.01664925,0.0745,0.007803,0.1187405
2008-04-30,0.5574678000000001,0.0,0.0,0.0649896,0.10505,0.0076912,0.15131199999999995
2008-05-31,0.511581,0.0,0.0,0.07894675,0.119875,0.007519,0.17506425
2008-06-30,0.481635,0.0,0.0,0.08203025,0.1253125,0.0074205,0.19899325
2008-07-31,0.479036,0.0,0.0,0.0775302,0.11275,0.007326399999999999,0.22935080000000002
2008-08-31,0.479486,0.0,0.0,0.08268,0.1086875,0.0072365,0.22814375
2008-09-30,0.47898125,0.0,0.0025,0.188545,0.1049375,0.007178,0.22733225
2008-10-31,0.4765472,0.0,0.014087,0.8128388000000001,0.0846,0.007114,0.3324276000000001
2008-11-30,0.476432,0.0,0.0127315,0.8364885,0.08,0.007046,0.73237975
2008-12-31,0.47613459999999996,0.0,0.01711820000000001,0.7695798,0.08,0.0075574,0.8723473999999998
2009-01-31,0.475421,0.0047505,0.02398425,0.653695,0.03,0.00866025,0.83732575
2009-02-28,0.4748125,0.03719775,0.033495,0.5248755,0.0,0.0101075,0.80114025
2009-03-31,0.4746825,0.15262625,0.04533375,0.45776075,0.0,0.012854,0.841575
2009-04-30,0.5221724,0.31253359999999997,0.060803,0.4024264,0.0,0.020527,0.8050438000000002
2009-05-31,0.58027625,0.41409925,0.07521425,0.3539765,0.0,0.02898825,0.6819095
2009-06-30,0.63167975,0.44455975,0.0886825,0.27795775,0.0,0.03341175,0.580731
2009-07-31,0.6818968000000001,0.5079338,0.10119039999999996,0.21531060000000002,0.0,0.037523,0.4782186
2009-08-31,0.72881725,0.57954125,0.11181225,0.176972,0.0,0.040327,0.3974415
2009-09-30,0.7610418000000001,0.6643094,0.12559879999999993,0.1698106,0.0,0.0433078,0.3581516
2009-10-31,0.772673,0.75155375,0.137909,0.15190525,0.0,0.046091,0.31325025
2009-11-30,0.7765235,0.81228325,0.151187,0.1377265,0.0,0.04808475,0.2529905
2009-12-31,0.776565,0.8852812,0.15773,0.1015132,0.0,0.050062800000000005,0.24806580000000006
2010-01-31,0.776607,0.954489,0.161646,0.09200575,0.0,0.051735,0.21994125
2010-02-28,0.7765815,1.00132325,0.1654325,0.08750125,0.0,0.0527625,0.18382375
2010-03-31,0.776629,1.0529874,0.16809680000000005,0.0835708,0.0,0.053491800000000006,0.1634076
2010-04-30,0.7767125,1.09223875,0.1689245,0.07910875,0.0,0.053549,0.1582035
2010-05-31,0.776813,1.10704125,0.16779425,0.08120875,0.0,0.05306925,0.150873
2010-06-30,0.776951,1.1203348,0.16600219999999996,0.071902,0.0,0.0524304,0.1498613999999998
2010-07-31,0.777009,1.1222285,0.16140875,0.06705025,0.0,0.05184575,0.15304625
2010-08-31,0.77951875,1.11334425,0.15811875,0.06181525,0.0,0.0513215,0.15305375
2010-09-30,0.7975198,1.0937964,0.1551466000000001,0.052179,0.0,0.0519482,0.15135779999999976
2010-10-31,0.82754925,1.0684665,0.15167775,0.0488525,0.0,0.05365875,0.15444425
2010-11-30,0.86747625,1.04453875,0.14913375,0.04694525,0.0,0.05602875,0.154347
2010-12-31,0.971591,1.0109384000000001,0.14783199999999988,0.0458118,0.0,0.06413880000000001,0.15237979999999993
2011-01-31,1.071768,0.982379,0.14607475,0.0339515,0.0,0.06817975,0.1408685
2011-02-28,1.17725475,0.96169975,0.14443325,0.0220245,0.0,0.07115875,0.12642625
2011-03-31,1.2842794,0.944594,0.13829620000000017,0.0198686,0.0,0.0738796,0.1249031999999999
2011-04-30,1.38721575,0.93363825,0.12950725,0.0176915,0.0,0.0766365,0.1280235
2011-05-31,1.48063925,0.92386925,0.12252225,0.01522,0.0,0.07972925,0.127085
2011-06-30,1.5763716,0.9146794,0.1183237999999997,0.0132368,0.0,0.0828812,0.12433360000000011
2011-07-31,1.63179575,0.90479325,0.11415275,0.01239025,0.0,0.08473775,0.12289375
2011-08-31,1.6467686000000001,0.8928868000000001,0.11101599999999977,0.011977799999999999,0.0,0.08454439999999999,0.1149794000000001
2011-09-30,1.66057975,0.88000325,0.109022,0.01181775,0.0,0.0843805,0.11191375
2011-10-31,1.6722045,0.8632755,0.10796875,0.0124385,0.0,0.087881,0.11088125
2011-11-30,1.666995,0.8418314,0.10693039999999979,0.012523,0.0,0.0941548,0.10348760000000037
2011-12-31,1.6762125,0.84353775,0.10512725,0.064217,0.0,0.1021345,0.10011075
2012-01-31,1.656829,0.84026775,0.10234775,0.10802575,0.0,0.10530875,0.1011725
2012-02-29,1.6616808,0.8427376,0.10122559999999997,0.11550039999999999,0.0,0.112616,0.09616960000000001
2012-03-31,1.6618605,0.84568175,0.09876925,0.07402275,0.0,0.11820675,0.0887315
2012-04-30,1.67259275,0.84418575,0.095682,0.04272775,0.0,0.12425825,0.08923075
2012-05-31,1.6607722,0.854122,0.09396240000000014,0.0319906,0.0,0.1297732,0.0856922
2012-06-30,1.66363925,0.8606775,0.09236825,0.02949575,0.0,0.1363355,0.08135425
2012-07-31,1.6572845,0.85661525,0.0912565,0.0332235,0.0,0.14140675,0.07888875
2012-08-31,1.644927,0.8528066,0.08911579999999993,0.0318748,0.00012,0.14706139999999998,0.06991100000000021
2012-09-30,1.6485535,0.84314025,0.08623025,0.0200605,0.0,0.1526665,0.067261
2012-10-31,1.6515246000000001,0.8504818000000001,0.08270859999999985,0.0141278,0.0,0.1577414,0.06964700000000021
2012-11-30,1.651314,0.88130125,0.080592,0.01330775,0.0,0.16297375,0.06815075
2012-12-31,1.65754525,0.918099,0.07865775,0.0120625,0.0,0.1688145,0.0659705
2013-01-31,1.687612,0.9499938,0.07569519999999995,0.0089832,0.0,0.1739782,0.06976359999999998
2013-02-28,1.732915,1.00604375,0.07448125,0.00539425,0.0,0.1820445,0.06785875
2013-03-31,1.77771525,1.05831275,0.0730055,0.00853375,0.0,0.18853425,0.06473475
2013-04-30,1.8203475,1.101046,0.07214525,0.0083915,0.0,0.1937865,0.06852125
2013-05-31,1.8655076000000002,1.14746,0.07182019999999972,0.0068492,0.0,0.19883479999999998,0.065512
2013-06-30,1.91280275,1.186774,0.070773,0.00206225,0.0,0.202237,0.06540775
2013-07-31,1.9618576,1.2317433999999998,0.06758460000000009,0.0018716,0.0,0.204232,0.06892459999999974
2013-08-31,2.00756175,1.28533125,0.06591475,0.0012105,0.0,0.203893,0.06654025
2013-09-30,2.04710925,1.316162,0.06430825,0.0005715,0.0,0.20363875,0.061317
2013-10-31,2.0965854,1.3732796,0.059926,0.0005432000000000001,0.0,0.2049078,0.0651736000000001
2013-11-30,2.144303,1.42549675,0.058726,0.00044625,0.0,0.20698175,0.061932
2013-12-31,2.190407,1.476295,0.05750875,0.00044925,0.0,0.20869175,0.05845275
2014-01-31,2.2234516,1.5154448,0.05552219999999995,0.00039319999999999996,0.0,0.2087868,0.061082399999999905
2014-02-28,2.26505,1.5508065,0.05141075,0.000461,0.0,0.20897925,0.05778125
2014-03-31,2.30043125,1.586584,0.0493765,0.000566,0.0,0.20945375,0.05413225
2014-04-30,2.3349537999999996,1.6219708000000002,0.046242199999999956,0.000491,0.0,0.20981560000000002,0.05792339999999999
2014-05-31,2.363551,1.6479255,0.0445235,0.00041125,0.0,0.209712,0.05637825
2014-06-30,2.388109,1.65706725,0.0438705,0.00035925,0.0,0.209419,0.05325925
2014-07-31,2.4114646,1.6726812,0.042948999999999765,0.00033519999999999996,0.0,0.209367,0.05840620000000036
2014-08-31,2.429385,1.68078675,0.04170325,0.000367,0.0,0.20938725,0.05554425
2014-09-30,2.443205,1.69085425,0.040784,0.00040325,0.0,0.20933775,0.051824
2014-10-31,2.456463,1.7079322,0.039822399999999675,0.0002738,0.0,0.20917260000000001,0.056014600000000005
2014-11-30,2.4616125,1.72511775,0.03944375,0.00013,0.0,0.208496,0.0537425
2014-12-31,2.4614928,1.7371572,0.03867700000000023,0.0004266,0.0,0.2074444,0.05168679999999981
2015-01-31,2.461014,1.74444425,0.03813275,0.0004445,0.0,0.206353,0.05676175
2015-02-28,2.46040925,1.74165275,0.0370545,1.2e-05,0.0,0.2050595,0.05221425
2015-03-31,2.45984725,1.739575,0.036877,1.475e-05,0.0,0.20372125,0.048303
2015-04-30,2.4598062,1.7308424,0.036287999999999536,0.00021219999999999998,0.0,0.20191220000000001,0.05329459999999998
2015-05-31,2.46041025,1.73064925,0.03589475,8.475e-05,0.000155,0.20040325,0.05196675
2015-06-30,2.46083,1.73303575,0.035895,0.00022125,0.0,0.199071,0.05000625
2015-07-31,2.4612384,1.7384442,0.035574600000000324,0.0006074,0.0,0.197571,0.05456580000000019
2015-08-31,2.4617395,1.738608,0.035093,0.000454,0.0,0.1959145,0.052664
2015-09-30,2.4619443999999997,1.7424722,0.035093199999999956,0.000615,0.0,0.194467,0.050108799999999815
2015-10-31,2.4618555,1.74925625,0.0346195,0.000342,0.0,0.1931045,0.05622225
2015-11-30,2.4616955,1.74662425,0.03354525,0.00025525,0.0,0.19169975,0.05256075
2015-12-31,2.4615776,1.7495931999999998,0.032943999999999765,0.0006533999999999999,0.000118,0.1903096,0.051045799999999815
2016-01-31,2.461423,1.75063075,0.032131,0.0004165,0.0,0.1887575,0.05651375
2016-02-29,2.4611835,1.751512,0.031318,0.0001205,0.0,0.1874575,0.054208
2016-03-31,2.4612392,1.7555512,0.030081800000000047,9.4e-05,0.0,0.18626179999999998,0.05109159999999945
2016-04-30,2.461379,1.75591325,0.0281765,0.000109,0.0,0.18480125,0.0567695
2016-05-31,2.461613,1.74686525,0.026096,0.0008835,0.0001525,0.18300525,0.05401775
2016-06-30,2.4620322000000003,1.747906,0.025096,0.00028260000000000004,0.0,0.18161860000000002,0.05231319999999943
2016-07-31,2.46259575,1.74635675,0.02379375,0.001628,0.0,0.180142,0.05755325
2016-08-31,2.4632902000000003,1.7477138,0.02249179999999958,0.0008032,0.0,0.17893,0.05356000000000018
2016-09-30,2.4635295,1.75041875,0.02149175,0.00038075,0.0,0.17788675,0.05280825
2016-10-31,2.4635085,1.740082,0.01949275,0.00360925,0.0,0.1764915,0.05651925
2016-11-30,2.4637247999999996,1.7438392,0.018492800000000045,0.0009417999999999999,0.0,0.17541079999999998,0.0523698000000004
2016-12-31,2.4635485,1.75024,0.01733675,0.003148,1.475e-05,0.174001,0.05174375
2017-01-31,2.46352625,1.74458075,0.01618,0.0023415,0.0,0.1722575,0.0559155
2017-02-28,2.463441,1.75564975,0.0151295,0.00026875,0.0,0.171038,0.05284675
2017-03-31,2.4638517999999996,1.7688648,0.013328800000000512,0.0009236,0.0,0.1700506,0.05003819999999943
2017-04-30,2.464592,1.77403575,0.01257925,0.00134725,0.0,0.1689135,0.05566675
2017-05-31,2.4647202000000004,1.7734961999999999,0.010031599999999861,9.62e-05,2.48e-05,0.1676578,0.05248899999999983
2017-06-30,2.4649145,1.7762345,0.008281,0.0001495,0.0,0.1666335,0.052866
2017-07-31,2.465133,1.77223875,0.00809675,0.00098675,0.0,0.165497,0.057088
2017-08-31,2.4652472000000003,1.7724563999999998,0.007560999999999534,0.0002518,0.0,0.164282,0.053201000000000755
2017-09-30,2.465408,1.77214575,0.00675675,0.00027225,0.0,0.16305075,0.05208775
2017-10-31,2.46559725,1.771207,0.00675725,0.001093,0.0,0.16197725,0.0560375
2017-11-30,2.4580468,1.7725784,0.005810600000000093,9.279999999999999e-05,1.3e-05,0.160853,0.052992400000000196
2017-12-31,2.4542965,1.7719275,0.0043905,0.00311825,0.0,0.15958975,0.0531835
2018-01-31,2.4453292,1.766401,0.004391200000000186,0.0050712,0.0,0.158111,0.05858979999999999
2018-02-28,2.43216825,1.765485,0.004391,8.7e-05,0.0,0.1567055,0.0563305
2018-03-31,2.4246425,1.7615295,0.004391,8.525e-05,0.0,0.155281,0.0532645
2018-04-30,2.413097,1.7524985,0.004391,0.0013595,0.0,0.15379475,0.0570035
2018-05-31,2.3904183999999997,1.742845,0.004391,0.000201,2.58e-05,0.1521388,0.053333000000000116
2018-06-30,2.378061,1.73177125,0.00290475,0.000244,0.0,0.150488,0.052902
2018-07-31,2.360135,1.7185915,0.002409,0.00055725,0.0,0.14899125,0.05688125
2018-08-31,2.3294642000000003,1.7062026000000001,0.0024091999999997205,0.0003582,0.0,0.14737,0.0522635999999998
2018-09-30,2.313205,1.692752,0.002409,0.0004375,0.0,0.14574575,0.05051975
2018-10-31,2.2894592,1.6779214,0.0024091999999997205,0.0003344,0.0,0.1440596,0.053787600000000095
2018-11-30,2.2617645,1.663778,0.002409,0.0001715,0.0,0.142424,0.052252
2018-12-31,2.24063375,1.6481875,0.002409,0.00122225,1.65e-05,0.14096975,0.05012825
2019-01-31,2.221055,1.6315358,0.0024085999999998602,0.000925,0.0,0.1393482,0.05507040000000008
2019-02-28,2.1939025,1.616381,0.00240825,9.05e-05,0.0,0.13774675,0.05216875
2019-03-31,2.175508,1.60189275,0.0023935,8.025e-05,0.0,0.13633875,0.04855125
2019-04-30,2.153426,1.5892415,0.002347,0.00040325,0.0,0.13503925,0.05264125
2019-05-31,2.118368,1.5680566,0.002347,9.219999999999999e-05,1.3e-05,0.1333882,0.04944199999999988
2019-06-30,2.1100205,1.548083,0.002347,0.0001275,0.0,0.13183825,0.049692
2019-07-31,2.0919152,1.5251724,0.0023468000000000464,0.0001446,0.0,0.1301244,0.054073399999999903
2019-08-31,2.086366,1.5040565,0.002347,0.0001695,0.0,0.12850525,0.051649
2019-09-30,2.1024605,1.48272525,0.002347,0.000338,0.045,0.12774575,0.04778125
2019-10-31,2.1372758,1.4602692,0.002347200000000419,0.00030139999999999995,0.1902208,0.1273252,0.05241639999999981
2019-11-30,2.2161765,1.4391965,0.0023465,7.675e-05,0.20779275,0.12632575,0.0506975
2019-12-31,2.29289725,1.4224665,0.002347,0.001003,0.22314875,0.1254325,0.0486625
2020-01-31,2.365882,1.4015203999999999,0.0023472000000001863,0.0015414,0.211375,0.1241924,0.0524539999999998
2020-02-29,2.44906225,1.3841105,0.002347,5.825e-05,0.1604975,0.12374,0.05008525
2020-03-31,2.6611995,1.37373275,0.00234675,0.08588925,0.30791875,0.138849,0.049041
2020-04-30,3.7289694,1.54256,0.0023471999999997205,0.511628,0.1905206,0.2556126,0.06670220000000039
2020-05-31,4.0690755,1.771773,0.00234675,0.5561525,0.1671265,0.2980945,0.0829865
2020-06-30,4.16287725,1.88334275,0.00234725,0.477368,0.132026,0.30924125,0.16058375
2020-07-31,4.251449,1.93503,0.0023474000000003725,0.2531582,0.0122406,0.3177472,0.18845700000000007
2020-08-31,4.33246175,1.94853475,0.002347,0.180955,0.0,0.32414875,0.187445
2020-09-30,4.4128526,1.9823026000000001,0.0023468000000002793,0.13250620000000002,0.0002004,0.331076,0.18708960000000016
2020-10-31,4.4979475,2.019292,0.00234725,0.08350625,0.00101475,0.33723975,0.196064
2020-11-30,4.57045525,2.013865,0.00234675,0.07428975,0.001,0.33997475,0.1961825
2020-12-31,4.6559172,2.0424824,0.0023471999999997205,0.07141760000000001,0.001,0.34259259999999997,0.20325380000000004
2021-01-31,4.73320325,2.06215725,0.002347,0.06446275,0.001,0.344282,0.164709
2021-02-28,4.8099015,2.12270475,0.002347,0.06141375,0.0007,0.348061,0.154956
2021-03-31,4.9062996,2.181551,0.0023472000000001863,0.060295600000000005,0.0002,0.3509394,0.14627540000000036
2021-04-30,4.9869,2.21799925,0.002347,0.06834375,0.0,0.35085725,0.14952675
