County,Year,Total population,Children in foster care,Children ages 0 to 17 living with grandparents,Children ages 0 to 17 living in single parent families,Average ACT composite scores,Average daily membership of public schools,Children ages 3 to 21 enrolled in special education in public schools,Average expenditures per student in public schools,Black or African American,Asian and Native Hawaiian and other Pacific Islander,White,American Indian and Alaska Native,Hispanic Origin of Any Race,Children in foster care (percent),Children ages 0 to 17 living with grandparents (percent),Children ages 0 to 17 living in single parent families (percent),Four-year high school cohort graduation rate (percent),Children ages 3 to 21 enrolled in special education in public schools (percent),Black or African American (percent),Asian and Native Hawaiian and other Pacific Islander (percent),White (percent),American Indian and Alaska Native (percent),Hispanic Origin of Any Race (percent),College English (percent),All Four Subject Areas (percent),College Science (percent),College Math (percent),College Reading (percent),TAXVAL (per pupil),GFLEVY (per pupil),Tuition (per pupil),Misc (per pupil),SpReserve (per pupil),Building (per pupil),Sinking (per pupil),TotalLevy (per pupil),LOCREV (per pupil),CNTYREV (per pupil),STREV (per pupil),FEDREV (per pupil),OTHREV (per pupil),TOTREV (per pupil),Salaries and Benefits for Instructors (per pupil),Salaries and Benefits for Instructional Support Staff (per pupil),OTHINS (per pupil),School Admin (per pupil),General Admin (per pupil),OMOP (per pupil),STTRANS (per pupil),Capital Projects (per pupil),EXTRC (per pupil),AOEXP (per pupil),Total Expenditures (per pupil),Ending Balance (per pupil),DENPK,DENK,DEN16,DEN78,DEN912,DENK12,Total Students Enrolled,ADMPK,ADMK,ADM16,ADM78,ADM912,ADMPK12,TAXVAL,GFLEVY,Tuition,Misc,SpReserve,Building,Sinking,TotalLevy,LOCREV,CNTYREV,STREV,FEDREV,OTHREV,TOTREV,Salaries and Benefits for Instructors,Salaries and Benefits for Instructional Support Staff,OTHINS,School Admin,General Admin,OMOP,STTRANS,Capital Projects,EXTRC,AOEXP,Total Expenditures,Ending Balance,Students Enrolled / Population
Cass,1980,,,,2406.0,,,,,,,,,,,,0.1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cass,1990,102874.0,,226.0,3779.0,,,,,,,,,,,0.0088,0.1471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cass,1991,104537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cass,1992,106445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cass,1993,108218.0,,,,,18024.91,1548,3985.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cass,1994,110139.0,,,,,18260.05,1634,4154.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cass,1995,111780.0,,,,,18494.24,1753,4358.18,,,,,,,,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cass,1996,113220.0,,,,22.9,,1849,,,,,,,,,,,0.0993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cass,1997,114988.0,,,,22.8,18739.22,1871,4074.45,,,,,,,,,,0.0982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cass,1998,116888.0,,,,22.9,19267.47,2075,4543.3,,,,,,,,,,0.1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cass,1999,118405.0,,,,22.7,19511.0,2001,4701.4,,,,,,,,,,0.1043,,,,,,0.7989,0.34615,0.43077,0.55714,0.68681,11972.48622,0.075324371,0.0,0.0,0.0,0.0,0.0,0.096163827,2962.219269,0.0,2180.7817210000003,236.45500499999997,17.42483456,5396.88083,3055.82669,327.7811474,389.5968423,279.1140118,239.52993590000003,487.9476317,166.5704757,59.93543849,68.69824397,315.45125319999994,5390.451618,515.4622479,115.0,1470.0,8848.0,2865.0,5893.0,19076.0,19191.0,137.73,1540.27,8785.32,3010.11,6037.57,19511.0,229763983.0,1445.55,0.0,0.0,0.0,0.0,0.0,1845.48,56847950.0,0.0,41851382.0,4537808.0,334400.0,103571540.0,58644370.0,6290448.0,7476753.0,5356477.0,4596819.0,9364203.0,3196654.0,1150221.0,1318388.0,6053825.0,103448157.0,9892236.0,0.001940006
Cass,2000,123138.0,396,390.0,5529.0,22.4,19604.58,2161,5097.1,609.0,519.0,28485.0,440.0,636.0,0.0129,0.0135,0.1917,,0.1135,0.01977,0.01685,0.92466,0.014280000000000001,0.02065,0.75426,0.33510999999999996,0.4266,0.5383,0.63723,12960.954940000001,0.075468151,0.0,0.0,0.0,0.0,0.0,0.095477078,3210.569974,0.0,2421.7158010000003,311.197346,21.50335451,5964.986476,3330.998653,374.482685,450.14763539999996,300.73481489999995,264.4455926,526.6005629,174.3937667,12.21733708,78.65634249,365.4819503,5878.15934,606.2954781000001,123.0,1411.0,8878.0,2855.0,5776.0,18920.0,19043.0,151.09,1521.8,8911.62,2868.63,6151.44,19604.58,246815465.0,1437.14,0.0,0.0,0.0,0.0,0.0,1818.17,61138884.02,0.0,46116734.0,5926131.06,409488.38,113591237.5,63432207.35,7131273.77,8572161.42,5726893.08,5035837.42,10028054.52,3320980.5,232654.75,1497852.73,6959872.78,111937788.3,11545684.79,0.001649361
Cass,2001,124928.0,418,,,22.9,19437.27,2150,5437.96,729.0,552.0,28898.0,539.0,706.0,0.0136,,,,0.1135,0.02373,0.01797,0.94075,0.01755,0.02298,0.80186,0.35604,0.44582,0.57172,0.67286,14068.308430000001,0.075117225,0.006090399999999999,0.001301616,0.000158412,0.0028440170000000003,0.010478931,0.095990601,3481.8183369999997,0.0,2464.647319,361.63668019999994,32.32246964,6340.424805,3590.523513,406.5098817,462.0548965,307.8252117,276.9763212,537.438324,189.1733272,7.343447566,80.5619078,384.783993,6243.190824,706.8910091,119.0,1385.0,8849.0,2848.0,5737.0,18819.0,18938.0,158.71,1414.42,9003.54,2854.95,6005.65,19437.27,266425625.0,1422.57,115.34,24.65,3.0,53.86,198.45,1817.87,65938675.66,0.0,46675490.92,6848675.45,612122.93,120074965.0,67997334.29,7698484.14,8750395.63,5829593.86,5245377.57,10178006.98,3582564.47,139070.21,1525681.41,7287039.26,118233547.8,13387101.93,0.001414645
Cass,2002,126054.0,456,,,22.7,19266.28,2205,5603.61,826.0,580.0,28687.0,569.0,799.0,0.0145,,,,0.1167,0.02694,0.01892,0.9355899999999999,0.01856,0.026060000000000003,0.78125,0.3125,0.38393,0.57589,0.6685300000000001,15060.332190000001,0.076088844,0.006279451,0.0012484780000000001,0.000158839,0.003403399,0.008716048,0.09589506,3749.977615,0.0,2602.747864,384.0652941,32.34866998,6769.1394439999995,3715.679732,406.1742437,455.30737489999996,315.29596969999994,283.4978292,540.1830259,189.242606,7.474145709,82.04980992,454.7623228,6449.667059,1035.880432,142.0,1407.0,8730.0,2918.0,5690.0,18745.0,18887.0,161.7,1401.78,8942.87,2855.7,5904.23,19266.28,284444494.0,1437.09,118.6,23.58,3.0,64.28,164.62,1811.17,70825827.22,0.0,49158098.91,7253841.21,610969.33,127848736.7,70178043.09,7671412.94,8599390.39,5954994.98,5354423.5,10202436.81,3574225.1,141164.19,1549674.76,8589095.99,121814861.8,19564673.71,0.000965362
Cass,2003,127751.0,499,,,22.6,19163.26,2334,6142.11,937.0,621.0,28510.0,611.0,864.0,0.0159,,,,0.122,0.030539999999999998,0.02024,0.9293,0.01992,0.02816,0.7732,0.33710999999999997,0.42577,0.54742,0.6288699999999999,15957.181730000002,0.077034443,0.006486698000000001,0.001113782,0.000156797,0.0031882090000000004,0.008939006,0.096918936,3952.0534439999997,0.031777033999999996,2788.5246079999997,460.6942001,73.45258559,7274.756614,3968.214607,436.32799869999997,518.5317357,346.8499911,309.35047349999996,602.6277756,213.8060942,31.15690535,88.71891653,579.552721,7095.137218000001,1197.588919,149.0,1465.0,8893.0,2877.0,5749.0,18984.0,19133.0,168.9,1413.89,8783.7,2930.26,5934.79,19231.54,305308758.0,1473.9,124.11,21.31,3.0,61.0,171.03,1854.35,75614638.54,607.99,53352841.32,8814462.13,1405368.32,139187918.3,75923850.07,8348263.6,9921067.7,6636280.88,5918802.61,11530077.23,4090752.0,596125.07,1697459.03,11088582.21,135751260.4,22913468.79,0.0008350110000000001
