County,Year,Total population,Children in foster care,Children ages 0 to 17 living with grandparents,Children ages 0 to 17 living in single parent families,Average ACT composite scores,Average daily membership of public schools,Children ages 3 to 21 enrolled in special education in public schools,Average expenditures per student in public schools,Black or African American,Asian and Native Hawaiian and other Pacific Islander,White,American Indian and Alaska Native,Hispanic Origin of Any Race,Children in foster care (percent),Children ages 0 to 17 living with grandparents (percent),Children ages 0 to 17 living in single parent families (percent),Four-year high school cohort graduation rate (percent),Children ages 3 to 21 enrolled in special education in public schools (percent),Black or African American (percent),Asian and Native Hawaiian and other Pacific Islander (percent),White (percent),American Indian and Alaska Native (percent),Hispanic Origin of Any Race (percent),College English (percent),All Four Subject Areas (percent),College Science (percent),College Math (percent),College Reading (percent),TAXVAL (per pupil),GFLEVY (per pupil),Tuition (per pupil),Misc (per pupil),SpReserve (per pupil),Building (per pupil),Sinking (per pupil),TotalLevy (per pupil),LOCREV (per pupil),CNTYREV (per pupil),STREV (per pupil),FEDREV (per pupil),OTHREV (per pupil),TOTREV (per pupil),Salaries and Benefits for Instructors (per pupil),Salaries and Benefits for Instructional Support Staff (per pupil),OTHINS (per pupil),School Admin (per pupil),General Admin (per pupil),OMOP (per pupil),STTRANS (per pupil),Capital Projects (per pupil),EXTRC (per pupil),AOEXP (per pupil),Total Expenditures (per pupil),Ending Balance (per pupil),DENPK,DENK,DEN16,DEN78,DEN912,DENK12,Total Students Enrolled,ADMPK,ADMK,ADM16,ADM78,ADM912,ADMPK12,TAXVAL,GFLEVY,Tuition,Misc,SpReserve,Building,Sinking,TotalLevy,LOCREV,CNTYREV,STREV,FEDREV,OTHREV,TOTREV,Salaries and Benefits for Instructors,Salaries and Benefits for Instructional Support Staff,OTHINS,School Admin,General Admin,OMOP,STTRANS,Capital Projects,EXTRC,AOEXP,Total Expenditures,Ending Balance,Students Enrolled / Population
Ransom,1980,,,,101.0,,,,,,,,,,,,0.0579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ransom,1990,5921.0,,14.0,147.0,,,,,,,,,,,0.0091,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ransom,1991,5898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ransom,1992,5868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ransom,1993,5892.0,,,,,1239.76,131,3843.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ransom,1994,5814.0,,,,,1224.49,136,4047.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ransom,1995,5823.0,,,,,1238.02,137,4094.25,,,,,,,,,,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ransom,1996,5813.0,,,,21.2,,131,,,,,,,,,,,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ransom,1997,5821.0,,,,21.9,1269.68,130,3542.44,,,,,,,,,,0.1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ransom,1998,5781.0,,,,20.4,1229.47,119,3675.49,,,,,,,,,,0.0999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ransom,1999,5731.0,,,,22.3,1183.85,143,3925.92,,,,,,,,,,0.1225,,,,,,0.78049,0.30488000000000004,0.32927,0.57317,0.6463399999999999,10747.20308,0.746769494,0.0,0.0,0.0,0.0,0.0,0.9131362470000001,2310.7720649999997,7.263924593,2312.80377,172.28449009999997,204.16966580000002,5007.293916,2309.948586,203.33161950000002,360.4730077,241.0282776,434.201371,433.61782350000004,283.5184233,121.3264781,158.95458440000002,525.7772065,5072.178235,733.8517566,7.0,79.0,502.0,181.0,398.0,1160.0,1167.0,0.0,64.77,515.67,191.18,412.23,1183.85,12541986.0,871.48,0.0,0.0,0.0,0.0,0.0,1065.63,2696671.0,8477.0,2699042.0,201056.0,238266.0,5843512.0,2695710.0,237288.0,420672.0,281280.0,506713.0,506032.0,330866.0,141588.0,185500.0,613582.0,5919232.0,856405.0,
Ransom,2000,5890.0,8,17.0,197.0,21.6,1158.28,159,4168.86,9.0,6.0,1500.0,4.0,27.0,0.0051,0.0116,0.1339,,0.142,0.00577,0.0038399999999999997,0.9609200000000001,0.00256,0.0173,0.72414,0.28736,0.33333,0.47126,0.57471,11835.9875,0.8008214290000001,0.0,0.0,0.0,0.0,0.0,1.007732143,2494.269402,8.156428571000001,2551.200946,192.5619286,92.8690625,5339.057768,2573.881045,201.3788304,332.2079018,246.97338390000002,450.13678569999996,506.76869639999995,263.8061786,7.287964286,180.8669554,523.4537768,5286.761518,816.1340357,4.0,71.0,485.0,181.0,379.0,1116.0,1120.0,0.0,77.93,504.43,179.32,396.6,1158.28,13256306.0,896.92,0.0,0.0,0.0,0.0,0.0,1128.66,2793581.73,9135.2,2857345.06,215669.36,104013.35,5979744.7,2882746.77,225544.29,372072.85,276610.19,504153.2,567580.94,295462.92,8162.52,202570.99,586268.23,5921172.9,914070.12,
