County,Year,Total population,Children in foster care,Children ages 0 to 17 living with grandparents,Children ages 0 to 17 living in single parent families,Average ACT composite scores,Average daily membership of public schools,Children ages 3 to 21 enrolled in special education in public schools,Average expenditures per student in public schools,Black or African American,Asian and Native Hawaiian and other Pacific Islander,White,American Indian and Alaska Native,Hispanic Origin of Any Race,Children in foster care (percent),Children ages 0 to 17 living with grandparents (percent),Children ages 0 to 17 living in single parent families (percent),Four-year high school cohort graduation rate (percent),Children ages 3 to 21 enrolled in special education in public schools (percent),Black or African American (percent),Asian and Native Hawaiian and other Pacific Islander (percent),White (percent),American Indian and Alaska Native (percent),Hispanic Origin of Any Race (percent),College English (percent),All Four Subject Areas (percent),College Science (percent),College Math (percent),College Reading (percent),TAXVAL (per pupil),GFLEVY (per pupil),Tuition (per pupil),Misc (per pupil),SpReserve (per pupil),Building (per pupil),Sinking (per pupil),TotalLevy (per pupil),LOCREV (per pupil),CNTYREV (per pupil),STREV (per pupil),FEDREV (per pupil),OTHREV (per pupil),TOTREV (per pupil),Salaries and Benefits for Instructors (per pupil),Salaries and Benefits for Instructional Support Staff (per pupil),OTHINS (per pupil),School Admin (per pupil),General Admin (per pupil),OMOP (per pupil),STTRANS (per pupil),Capital Projects (per pupil),EXTRC (per pupil),AOEXP (per pupil),Total Expenditures (per pupil),Ending Balance (per pupil),DENPK,DENK,DEN16,DEN78,DEN912,DENK12,Total Students Enrolled,ADMPK,ADMK,ADM16,ADM78,ADM912,ADMPK12,TAXVAL,GFLEVY,Tuition,Misc,SpReserve,Building,Sinking,TotalLevy,LOCREV,CNTYREV,STREV,FEDREV,OTHREV,TOTREV,Salaries and Benefits for Instructors,Salaries and Benefits for Instructional Support Staff,OTHINS,School Admin,General Admin,OMOP,STTRANS,Capital Projects,EXTRC,AOEXP,Total Expenditures,Ending Balance,Students Enrolled / Population
Divide,1980,,,,72.0,,,,,,,,,,,,0.0867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divide,1990,2899.0,,3.0,81.0,,,,,,,,,,,0.0043,0.1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divide,1991,2777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divide,1992,2689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divide,1993,2624.0,,,,,4760.07,32,4760.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divide,1994,2614.0,,,,,463.41,31,4391.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divide,1995,2574.0,,,,,458.48,23,4485.48,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divide,1996,2509.0,,,,21.3,,22,,,,,,,,,,,0.0492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divide,1997,2420.0,,,,21.3,460.13,24,3998.75,,,,,,,,,,0.0587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divide,1998,2368.0,,,,21.4,405.51,25,4769.76,,,,,,,,,,0.0639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divide,1999,2294.0,,,,21.5,384.29,19,4969.56,,,,,,,,,,0.0523,,,,,,0.7714300000000001,0.25714000000000004,0.28570999999999996,0.42857,0.57143,17289.69972,0.420495868,0.0,0.0,0.0,0.0,0.0,0.452506887,2617.179063,262.7245179,2609.294766,338.8842975,7.0358126720000005,5835.118457,3197.429752,250.8071625,383.92561980000005,309.630854,501.7052342,617.523416,328.80165289999997,0.0,173.48209369999998,185.137741,5948.4407710000005,1148.898072,0.0,21.0,148.0,65.0,129.0,363.0,363.0,0.0,18.78,170.67,54.1,140.74,384.29,6276161.0,152.64,0.0,0.0,0.0,0.0,0.0,164.26,950036.0,95369.0,947174.0,123015.0,2554.0,2118148.0,1160667.0,91043.0,139365.0,112396.0,182119.0,224161.0,119355.0,0.0,62974.0,67205.0,2159284.0,417050.0,0.0008703989999999999
Divide,2000,2283.0,8,11.0,59.0,21.0,362.33,20,5634.24,1.0,5.0,483.0,2.0,5.0,0.0162,0.0238,0.1277,,0.0601,0.00202,0.0101,0.9757600000000001,0.00404,0.0101,0.5625,0.25,0.375,0.46875,0.5625,19325.271080000002,0.44972891600000003,0.0,0.0,0.0,0.0,0.0,0.483975904,3100.868434,388.8712349,2978.228735,420.4925602,7.530120482,6895.991084,3719.8221689999996,289.3798193,503.76394580000004,353.11548189999996,601.4481325,681.434006,368.711506,0.0,201.0911145,107.82334340000001,6826.589518000001,1325.576596,0.0,9.0,134.0,68.0,121.0,332.0,332.0,0.32,20.27,144.19,65.8,131.75,362.33,6415990.0,149.31,0.0,0.0,0.0,0.0,0.0,160.68,1029488.32,129105.25,988771.94,139603.53,2500.0,2289469.04,1234980.96,96074.1,167249.63,117234.34,199680.78,226236.09,122412.22,0.0,66762.25,35797.35,2266427.72,440091.43,0.000754389
Divide,2001,2173.0,6,,,20.2,340.47,22,5779.81,2.0,6.0,446.0,3.0,5.0,0.0121,,,,0.0698,0.004379999999999999,0.013130000000000001,0.97593,0.00656,0.01094,0.5897399999999999,0.15385,0.17949,0.35896999999999996,0.46153999999999995,20893.65079,0.462063492,0.0,0.0,0.0,0.035174603,0.0,0.497238095,3358.867111,647.4380317000001,3075.2506350000003,465.3303175,4.455873016,7551.341968000001,3736.034603,314.9145397,478.02076189999997,376.3734286,661.5993333,680.2041587,484.18609519999995,0.0,210.83393650000002,201.5224127,7143.68927,1804.768349,2.0,13.0,126.0,50.0,124.0,313.0,315.0,0.44,8.74,134.12,71.36,125.81,340.47,6581500.0,145.55,0.0,0.0,0.0,11.08,0.0,156.63,1058043.14,203942.98,968703.95,146579.05,1403.6,2378672.72,1176850.9,99198.08,150576.54,118557.63,208403.79,214264.31,152518.62,0.0,66412.69,63479.56,2250262.12,568502.03,0.000554088
