County,Year,Total population,Children in foster care,Children ages 0 to 17 living with grandparents,Children ages 0 to 17 living in single parent families,Average ACT composite scores,Average daily membership of public schools,Children ages 3 to 21 enrolled in special education in public schools,Average expenditures per student in public schools,Black or African American,Asian and Native Hawaiian and other Pacific Islander,White,American Indian and Alaska Native,Hispanic Origin of Any Race,Children in foster care (percent),Children ages 0 to 17 living with grandparents (percent),Children ages 0 to 17 living in single parent families (percent),Four-year high school cohort graduation rate (percent),Children ages 3 to 21 enrolled in special education in public schools (percent),Black or African American (percent),Asian and Native Hawaiian and other Pacific Islander (percent),White (percent),American Indian and Alaska Native (percent),Hispanic Origin of Any Race (percent),College English (percent),All Four Subject Areas (percent),College Science (percent),College Math (percent),College Reading (percent),TAXVAL (per pupil),GFLEVY (per pupil),Tuition (per pupil),Misc (per pupil),SpReserve (per pupil),Building (per pupil),Sinking (per pupil),TotalLevy (per pupil),LOCREV (per pupil),CNTYREV (per pupil),STREV (per pupil),FEDREV (per pupil),OTHREV (per pupil),TOTREV (per pupil),Salaries and Benefits for Instructors (per pupil),Salaries and Benefits for Instructional Support Staff (per pupil),OTHINS (per pupil),School Admin (per pupil),General Admin (per pupil),OMOP (per pupil),STTRANS (per pupil),Capital Projects (per pupil),EXTRC (per pupil),AOEXP (per pupil),Total Expenditures (per pupil),Ending Balance (per pupil),DENPK,DENK,DEN16,DEN78,DEN912,DENK12,Total Students Enrolled,ADMPK,ADMK,ADM16,ADM78,ADM912,ADMPK12,TAXVAL,GFLEVY,Tuition,Misc,SpReserve,Building,Sinking,TotalLevy,LOCREV,CNTYREV,STREV,FEDREV,OTHREV,TOTREV,Salaries and Benefits for Instructors,Salaries and Benefits for Instructional Support Staff,OTHINS,School Admin,General Admin,OMOP,STTRANS,Capital Projects,EXTRC,AOEXP,Total Expenditures,Ending Balance,Students Enrolled / Population
Stutsman,1980,,,,874.0,,,,,,,,,,,,0.1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stutsman,1990,22241.0,,56.0,896.0,,,,,,,,,,,0.0097,0.1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stutsman,1991,21975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stutsman,1992,21784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stutsman,1993,21728.0,,,,,3722.18,424,3687.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stutsman,1994,21678.0,,,,,3785.7,437,3785.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stutsman,1995,21389.0,,,,,3612.56,473,4096.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stutsman,1996,21190.0,,,,21.3,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stutsman,1997,21070.0,,,,21.5,3646.69,485,3592.03,,,,,,,,,,0.1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stutsman,1998,20981.0,,,,21.2,3595.58,554,3950.68,,,,,,,,,,0.1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stutsman,1999,21090.0,,,,21.9,3485.2,602,4104.6,,,,,,,,,,0.1808,,,,,,0.74257,0.30198,0.39109,0.51485,0.57921,10922.58468,0.29081982,0.0,0.0,0.0,0.0,0.0,0.310444444,2151.728529,54.27297297,2565.162162,288.0318318,5.967267267,5065.162763,2769.924925,177.03633630000002,357.95105110000003,279.6429429,280.8453453,430.4960961,240.3273273,7.420720721,87.43933934,474.8954955,5105.9789789999995,1577.825225,16.0,224.0,1349.0,555.0,1186.0,3314.0,3330.0,76.24,211.65,1379.92,550.25,1267.14,3485.2,36372207.0,968.43,0.0,0.0,0.0,0.0,0.0,1033.78,7165256.0,180729.0,8541990.0,959146.0,19871.0,16866992.0,9223850.0,589531.0,1191977.0,931211.0,935215.0,1433552.0,800290.0,24711.0,291173.0,1581402.0,17002910.0,5254158.0,
Stutsman,2000,21908.0,48,91.0,991.0,21.4,3408.91,539,4347.66,33.0,25.0,5193.0,47.0,69.0,0.0089,0.0182,0.198,,0.1649,0.00614,0.00465,0.9665,0.00875,0.01284,0.68981,0.24536999999999998,0.31944,0.44443999999999995,0.5463,11795.914040000001,0.289951055,0.0,0.0,0.0,0.0,0.0,0.306399511,2205.005307,57.02031814,2765.317158,366.81471089999997,13.25545733,5407.412952000001,2872.890829,199.61730500000002,397.4119731,289.30195469999995,312.7204405,461.79610279999997,269.70782810000003,6.120807586000001,97.03710003,390.33948300000003,5296.943824,1709.9904190000002,37.0,212.0,1307.0,575.0,1138.0,3232.0,3269.0,77.77,216.88,1343.38,541.88,1229.0,3408.91,38560843.0,947.85,0.0,0.0,0.0,0.0,0.0,1001.62,7208162.35,186399.42,9039821.79,1199117.29,43332.09,17676832.94,9391480.12,652548.97,1299139.74,945728.09,1022283.12,1509611.46,881674.89,20008.92,317214.28,1276019.77,17315709.36,5589958.68,
Stutsman,2001,21560.0,43,,,21.3,3335.13,531,4584.17,33.0,25.0,5069.0,63.0,76.0,0.008,,,,0.1682,0.00636,0.0048200000000000005,0.97669,0.01214,0.01464,0.65403,0.25118,0.36967,0.41706000000000004,0.50237,12724.00665,0.314377574,0.0009502689999999999,0.0019005379999999998,0.0,0.013804245,0.0,0.331032626,2375.568337,63.39267342,2917.775245,365.7554482,11.186708900000001,5733.279401,3040.909715,209.2397783,410.78303139999997,317.7701932,323.4471999,540.6772379,291.803516,8.011384226,100.86723470000001,461.1815046,5704.690795,1798.4797879999999,34.0,197.0,1241.0,565.0,1120.0,3123.0,3157.0,66.72,201.3,1317.42,560.15,1189.54,3335.13,40169689.0,992.49,3.0,6.0,0.0,43.58,0.0,1045.07,7499669.24,200130.67,9211416.45,1154689.95,35316.44,18099963.07,9600151.97,660569.98,1296842.03,1003200.5,1021122.81,1706918.04,921223.7,25291.94,318437.86,1455950.01,18009708.84,5677800.69,
Stutsman,2002,21367.0,58,,,21.5,3278.47,502,4845.32,32.0,26.0,4905.0,61.0,79.0,0.0111,,,,0.1634,0.006370000000000001,0.00518,0.97631,0.01214,0.015719999999999998,0.65385,0.24519000000000002,0.33173,0.44711999999999996,0.58654,13562.46599,0.329007485,0.00130166,0.001949235,0.0,0.015906281,0.006963879,0.35512853899999997,2578.580485,63.40721119,3056.074985,389.32023760000004,11.24276928,6098.252353,3335.489102,229.50246009999998,404.7029027,317.31204360000004,361.6567751,520.6330882,304.0260462,0.061793035999999996,109.5000976,437.0111682,6019.895477,1925.9978420000002,31.0,201.0,1217.0,511.0,1113.0,3042.0,3073.0,22.15,196.91,1274.55,564.12,1220.74,3278.47,41677458.0,1011.04,4.0,5.99,0.0,48.88,21.4,1091.31,7923977.83,194850.36,9391318.43,1196381.09,34549.03,18739929.48,10249958.01,705261.06,1243652.02,975099.91,1111371.27,1599905.48,934272.04,189.89,336493.8,1342935.32,18499138.8,5918591.37,
Stutsman,2003,21113.0,60,,,20.6,3172.94,475,5408.73,37.0,26.0,4778.0,61.0,80.0,0.0119,,,,0.1599,0.00755,0.0053,0.9747,0.012440000000000001,0.016319999999999998,0.6619,0.18095,0.2619,0.39524000000000004,0.53333,14323.218519999999,0.333333333,0.0013468010000000001,0.0030269359999999996,0.0,0.016286195,0.007205387,0.361198653,2775.773064,61.02996633,3387.1775049999997,466.01157580000006,9.433727272999999,6699.425838,3778.2997880000003,256.6395455,408.490936,407.4295421,386.21432319999997,541.2292121,319.7392626,0.064939394,117.1850337,562.7051818,6777.997764,1909.9640170000002,12.0,191.0,1222.0,491.0,1054.0,2958.0,2970.0,13.47,199.95,1246.75,505.6,1207.17,3172.94,42539959.0,990.0,4.0,8.99,0.0,48.37,21.4,1072.76,8244046.0,181259.0,10059917.19,1384054.38,28018.17,19897294.74,11221550.37,762219.45,1213218.08,1210065.74,1147056.54,1607450.76,949625.61,192.87,348039.55,1671234.39,20130653.36,5672593.13,
Stutsman,2004,20873.0,53,,,20.9,3114.76,480,5744.44,41.0,21.0,4634.0,74.0,79.0,0.0108,,,,0.1618,0.0086,0.0044,0.97149,0.01551,0.01656,0.64072,0.21556999999999998,0.31138000000000005,0.47305,0.49101999999999996,14726.492080000002,0.336936299,0.002022245,0.0043714190000000005,0.0,0.015564543,0.007212673,0.366107179,2862.461382,63.87788338,3484.050593,487.1660533,9.393181665,6906.088608,3940.863522,315.6021908,383.9305595,387.05553419999995,382.5088204,620.5615875,311.76601949999997,0.065058982,126.9665925,589.0801382,7058.400024,1759.583809,46.0,165.0,1217.0,488.0,1051.0,2921.0,2967.0,15.34,199.66,1238.35,493.93,1167.48,3114.76,43693502.0,999.69,6.0,12.97,0.0,46.18,21.4,1086.24,8492922.92,189525.68,10337178.11,1445421.68,27869.57,20490364.9,11692542.07,936391.7,1139121.97,1148393.77,1134903.67,1841206.23,925009.78,193.03,376709.88,1747800.77,20942272.87,5220685.16,
Stutsman,2005,20766.0,52,,,21.1,3083.28,425,5946.12,38.0,20.0,4581.0,79.0,79.0,0.011000000000000001,,,,0.1496,0.00805,0.00424,0.97096,0.01674,0.01674,0.6494800000000001,0.19588,0.25773,0.42268,0.53608,16228.05141,0.35607042299999997,0.0024647889999999998,0.004926056,0.0,0.020292254,0.007535211,0.39128873200000003,3044.530444,68.35377465,3809.1893450000002,602.9871021,15.9046831,7540.4739819999995,4092.297651,303.90911969999996,523.487507,397.4457852,420.1605317,718.1757676,306.2813592,0.068573944,129.769757,702.1708486,7593.766901000001,1790.64306,9.0,197.0,1153.0,471.0,1010.0,2831.0,2840.0,30.19,185.81,1218.07,506.59,1142.62,3083.28,46087666.0,1011.24,7.0,13.99,0.0,57.63,21.4,1111.26,8646466.46,194124.72,10818097.74,1712483.37,45169.3,21414946.11,11622125.33,863101.9,1486704.52,1128746.03,1193255.91,2039619.18,869839.06,194.75,368546.11,1994165.21,21566298.0,5085426.29,
Stutsman,2006,20732.0,39,,,21.4,2972.79,413,6546.99,39.0,21.0,4484.0,74.0,84.0,0.0084,,,,0.1497,0.00845,0.00455,0.97098,0.01602,0.01819,0.6984100000000001,0.24868,0.30159,0.48677,0.59259,17656.80819,0.368045685,0.0025380710000000003,0.0050761420000000005,0.0,0.021029732000000002,0.008121827,0.40481145799999996,3302.140682,68.62175127,3947.9672950000004,809.1263379,30.21325961,8157.127828,4454.388586,325.6057687,594.472393,417.02425669999997,448.53332489999997,816.8418202,324.4414213,0.077545323,134.9056526,690.8906454,8207.181414,1805.888147,34.0,158.0,1109.0,459.0,998.0,2724.0,2758.0,14.93,204.77,1167.59,475.24,1110.26,2972.79,48697477.0,1015.07,7.0,14.0,0.0,58.0,22.4,1116.47,9107304.0,189258.79,10888493.8,2231570.44,83328.17,22497358.55,12285203.72,898020.71,1639554.86,1150152.9,1237054.91,2252849.74,894809.44,213.87,372069.79,1905476.4,22635406.34,4980639.51,
