County,Year,Total population,Children in foster care,Children ages 0 to 17 living with grandparents,Children ages 0 to 17 living in single parent families,Average ACT composite scores,Average daily membership of public schools,Children ages 3 to 21 enrolled in special education in public schools,Average expenditures per student in public schools,Black or African American,Asian and Native Hawaiian and other Pacific Islander,White,American Indian and Alaska Native,Hispanic Origin of Any Race,Children in foster care (percent),Children ages 0 to 17 living with grandparents (percent),Children ages 0 to 17 living in single parent families (percent),Four-year high school cohort graduation rate (percent),Children ages 3 to 21 enrolled in special education in public schools (percent),Black or African American (percent),Asian and Native Hawaiian and other Pacific Islander (percent),White (percent),American Indian and Alaska Native (percent),Hispanic Origin of Any Race (percent),College English (percent),All Four Subject Areas (percent),College Science (percent),College Math (percent),College Reading (percent),TAXVAL (per pupil),GFLEVY (per pupil),Tuition (per pupil),Misc (per pupil),SpReserve (per pupil),Building (per pupil),Sinking (per pupil),TotalLevy (per pupil),LOCREV (per pupil),CNTYREV (per pupil),STREV (per pupil),FEDREV (per pupil),OTHREV (per pupil),TOTREV (per pupil),Salaries and Benefits for Instructors (per pupil),Salaries and Benefits for Instructional Support Staff (per pupil),OTHINS (per pupil),School Admin (per pupil),General Admin (per pupil),OMOP (per pupil),STTRANS (per pupil),Capital Projects (per pupil),EXTRC (per pupil),AOEXP (per pupil),Total Expenditures (per pupil),Ending Balance (per pupil),DENPK,DENK,DEN16,DEN78,DEN912,DENK12,Total Students Enrolled,ADMPK,ADMK,ADM16,ADM78,ADM912,ADMPK12,TAXVAL,GFLEVY,Tuition,Misc,SpReserve,Building,Sinking,TotalLevy,LOCREV,CNTYREV,STREV,FEDREV,OTHREV,TOTREV,Salaries and Benefits for Instructors,Salaries and Benefits for Instructional Support Staff,OTHINS,School Admin,General Admin,OMOP,STTRANS,Capital Projects,EXTRC,AOEXP,Total Expenditures,Ending Balance,Students Enrolled / Population
Turtle Mountain Reservation And Off-Reservation Trust Land (North Dakota Portion),1996,,,,,,,,5452.9297799999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle Mountain Reservation And Off-Reservation Trust Land (North Dakota Portion),1997,,,,,,1878.81,,5452.9297799999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle Mountain Reservation And Off-Reservation Trust Land (North Dakota Portion),1998,,,,,,1797.38,,6494.44024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle Mountain Reservation And Off-Reservation Trust Land (North Dakota Portion),1999,,,,,,1806.38,,6325.37672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle Mountain Reservation And Off-Reservation Trust Land (North Dakota Portion),2000,,,,,,1779.13,,5950.063679999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle Mountain Reservation And Off-Reservation Trust Land (North Dakota Portion),2001,,,,,,1787.88,,6012.51041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle Mountain Reservation And Off-Reservation Trust Land (North Dakota Portion),2002,,,,,,1771.98,,6564.26539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle Mountain Reservation And Off-Reservation Trust Land (North Dakota Portion),2003,,,,,,1716.4,,7226.82983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle Mountain Reservation And Off-Reservation Trust Land (North Dakota Portion),2004,,,,,,1801.52,,7646.595190000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle Mountain Reservation And Off-Reservation Trust Land (North Dakota Portion),2005,,,,,,1781.92,,9154.19929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
