County,Year,Total population,Children in foster care,Children ages 0 to 17 living with grandparents,Children ages 0 to 17 living in single parent families,Average ACT composite scores,Average daily membership of public schools,Children ages 3 to 21 enrolled in special education in public schools,Average expenditures per student in public schools,Black or African American,Asian and Native Hawaiian and other Pacific Islander,White,American Indian and Alaska Native,Hispanic Origin of Any Race,Children in foster care (percent),Children ages 0 to 17 living with grandparents (percent),Children ages 0 to 17 living in single parent families (percent),Four-year high school cohort graduation rate (percent),Children ages 3 to 21 enrolled in special education in public schools (percent),Black or African American (percent),Asian and Native Hawaiian and other Pacific Islander (percent),White (percent),American Indian and Alaska Native (percent),Hispanic Origin of Any Race (percent),College English (percent),All Four Subject Areas (percent),College Science (percent),College Math (percent),College Reading (percent),TAXVAL (per pupil),GFLEVY (per pupil),Tuition (per pupil),Misc (per pupil),SpReserve (per pupil),Building (per pupil),Sinking (per pupil),TotalLevy (per pupil),LOCREV (per pupil),CNTYREV (per pupil),STREV (per pupil),FEDREV (per pupil),OTHREV (per pupil),TOTREV (per pupil),Salaries and Benefits for Instructors (per pupil),Salaries and Benefits for Instructional Support Staff (per pupil),OTHINS (per pupil),School Admin (per pupil),General Admin (per pupil),OMOP (per pupil),STTRANS (per pupil),Capital Projects (per pupil),EXTRC (per pupil),AOEXP (per pupil),Total Expenditures (per pupil),Ending Balance (per pupil),DENPK,DENK,DEN16,DEN78,DEN912,DENK12,Total Students Enrolled,ADMPK,ADMK,ADM16,ADM78,ADM912,ADMPK12,TAXVAL,GFLEVY,Tuition,Misc,SpReserve,Building,Sinking,TotalLevy,LOCREV,CNTYREV,STREV,FEDREV,OTHREV,TOTREV,Salaries and Benefits for Instructors,Salaries and Benefits for Instructional Support Staff,OTHINS,School Admin,General Admin,OMOP,STTRANS,Capital Projects,EXTRC,AOEXP,Total Expenditures,Ending Balance,Students Enrolled / Population
Ramsey,1980,,,,381.0,,,,,,,,,,,,0.1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramsey,1990,12681.0,,46.0,662.0,,,,,,,,,,,0.0138,0.1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramsey,1991,12554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramsey,1992,12520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramsey,1993,12633.0,,,,,2495.67,286,3776.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramsey,1994,12599.0,,,,,2491.52,306,3931.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramsey,1995,12500.0,,,,,2520.15,288,4050.93,,,,,,,,,,0.11599999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramsey,1996,12437.0,,,,21.2,,286,,,,,,,,,,,0.1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramsey,1997,12333.0,,,,21.4,2487.77,287,3671.51,,,,,,,,,,0.1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramsey,1998,12109.0,,,,20.7,2350.05,323,4079.28,,,,,,,,,,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramsey,1999,11944.0,,,,20.8,2328.8,371,4240.2,,,,,,,,,,0.1599,,,,,,0.6259,0.23740999999999998,0.33813000000000004,0.38129,0.4964,9395.921121,0.207719828,0.0,0.0,0.0,0.0,0.0,0.231293103,1969.9168100000002,0.0,2473.509052,441.1297414,30.86767241,4915.4232759999995,2573.834914,301.2655172,416.312931,183.32672409999998,294.06034480000005,487.4853448,257.9344828,0.0,172.6862069,205.6788793,4892.584914,843.349569,6.0,129.0,980.0,386.0,819.0,2314.0,2320.0,18.47,146.55,956.84,382.29,824.65,2328.8,21798537.0,481.91,0.0,0.0,0.0,0.0,0.0,536.6,4570207.0,0.0,5738541.0,1023421.0,71613.0,11403782.0,5971297.0,698936.0,965846.0,425318.0,682220.0,1130966.0,598408.0,0.0,400632.0,477175.0,11350797.0,1956571.0,
Ramsey,2000,12066.0,81,64.0,727.0,21.2,2336.67,327,4524.06,12.0,11.0,2810.0,266.0,36.0,0.0252,0.0212,0.2408,,0.1453,0.00374,0.0034200000000000003,0.87484,0.08281000000000001,0.01121,0.6641199999999999,0.23664000000000002,0.35115,0.42748,0.51908,9996.798222,0.213773333,0.0,0.0,0.0,0.0,0.0,0.237946667,2086.902356,0.0,2788.2848,537.3896177999999,114.89793329999999,5527.474707,2812.6334890000003,331.8479378,464.25704,196.27153330000002,301.86124,591.4562133,290.8373689,0.0,186.5855244,202.84824440000003,5378.598591,1018.4636220000001,6.0,126.0,929.0,404.0,785.0,2244.0,2250.0,17.85,117.46,975.39,381.36,844.61,2336.67,22492796.0,480.99,0.0,0.0,0.0,0.0,0.0,535.38,4695530.3,0.0,6273640.8,1209126.64,258520.35,12436818.09,6328425.35,746657.86,1044578.34,441610.95,679187.79,1330776.48,654384.08,0.0,419817.43,456408.55,12101846.83,2291543.15,
Ramsey,2001,11824.0,71,,,20.6,2301.95,337,4780.01,15.0,11.0,2770.0,340.0,42.0,0.0221,,,,0.1524,0.0047799999999999995,0.00351,0.8832899999999999,0.10842,0.01339,0.5899300000000001,0.18705,0.23740999999999998,0.39568000000000003,0.43885,10280.75893,0.220872908,0.0,0.002288557,0.0013568520000000002,0.016282225,0.004568069,0.24536861100000001,2122.610176,0.0,2818.235694,574.7659022999999,44.55023519,5560.162008,2971.266391,363.28434189999996,513.0756038,215.7630122,319.08453639999993,594.1678787999999,312.3987969,0.0,201.90364540000002,224.50065580000003,5715.444861999999,881.1455268999999,8.0,99.0,903.0,381.0,820.0,2203.0,2211.0,15.74,126.58,934.5,409.8,815.33,2301.95,22730758.0,488.35,0.0,5.06,3.0,36.0,10.1,542.51,4693091.1,0.0,6231119.12,1270807.41,98500.57,12293518.2,6569469.99,803221.68,1134410.16,477052.02,705495.91,1313705.18,690713.74,0.0,446408.96,496370.95,12636848.59,1948212.76,
