County,Year,Total population,Children in foster care,Children ages 0 to 17 living with grandparents,Children ages 0 to 17 living in single parent families,Average ACT composite scores,Average daily membership of public schools,Children ages 3 to 21 enrolled in special education in public schools,Average expenditures per student in public schools,Black or African American,Asian and Native Hawaiian and other Pacific Islander,White,American Indian and Alaska Native,Hispanic Origin of Any Race,Children in foster care (percent),Children ages 0 to 17 living with grandparents (percent),Children ages 0 to 17 living in single parent families (percent),Four-year high school cohort graduation rate (percent),Children ages 3 to 21 enrolled in special education in public schools (percent),Black or African American (percent),Asian and Native Hawaiian and other Pacific Islander (percent),White (percent),American Indian and Alaska Native (percent),Hispanic Origin of Any Race (percent),College English (percent),All Four Subject Areas (percent),College Science (percent),College Math (percent),College Reading (percent),TAXVAL (per pupil),GFLEVY (per pupil),Tuition (per pupil),Misc (per pupil),SpReserve (per pupil),Building (per pupil),Sinking (per pupil),TotalLevy (per pupil),LOCREV (per pupil),CNTYREV (per pupil),STREV (per pupil),FEDREV (per pupil),OTHREV (per pupil),TOTREV (per pupil),Salaries and Benefits for Instructors (per pupil),Salaries and Benefits for Instructional Support Staff (per pupil),OTHINS (per pupil),School Admin (per pupil),General Admin (per pupil),OMOP (per pupil),STTRANS (per pupil),Capital Projects (per pupil),EXTRC (per pupil),AOEXP (per pupil),Total Expenditures (per pupil),Ending Balance (per pupil),DENPK,DENK,DEN16,DEN78,DEN912,DENK12,Total Students Enrolled,ADMPK,ADMK,ADM16,ADM78,ADM912,ADMPK12,TAXVAL,GFLEVY,Tuition,Misc,SpReserve,Building,Sinking,TotalLevy,LOCREV,CNTYREV,STREV,FEDREV,OTHREV,TOTREV,Salaries and Benefits for Instructors,Salaries and Benefits for Instructional Support Staff,OTHINS,School Admin,General Admin,OMOP,STTRANS,Capital Projects,EXTRC,AOEXP,Total Expenditures,Ending Balance,Students Enrolled / Population
Barnes,1980,,,,275.0,,,,,,,,,,,,0.0801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnes,1990,12545.0,,26.0,416.0,,,,,,,,,,,0.0084,0.1345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnes,1991,12417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnes,1992,12312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnes,1993,12219.0,,,,,2123.14,212,3417.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnes,1994,12065.0,,,,,2142.05,207,3778.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnes,1995,12077.0,,,,,2158.83,222,3981.74,,,,,,,,,,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnes,1996,12059.0,,,,20.6,,224,,,,,,,,,,,0.1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnes,1997,12059.0,,,,21.2,2089.04,243,3658.36,,,,,,,,,,0.1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnes,1998,11960.0,,,,21.8,2041.69,255,4007.67,,,,,,,,,,0.1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnes,1999,11864.0,,,,21.5,1964.38,264,4277.58,,,,,,,,,,0.1392,,,,,,0.76147,0.19266,0.27523000000000003,0.46789,0.61468,12232.36268,0.429673168,0.0,0.0,0.0,0.0,0.0,0.46770690600000003,2353.031629,0.153400105,2684.10543,379.7627833,10.46494465,5427.518187,2815.254613,154.16394309999998,409.6916183,200.74275169999999,402.0231945,447.6394307,347.6315235,0.0,39.06431207,539.3900896,5355.60253,957.9557196000001,14.0,134.0,832.0,285.0,632.0,1883.0,1897.0,1.0,133.35,839.27,305.02,685.74,1964.38,23204792.0,815.09,0.0,0.0,0.0,0.0,0.0,887.24,4463701.0,291.0,5091748.0,720410.0,19852.0,10296002.0,5340538.0,292449.0,777185.0,380809.0,762638.0,849172.0,659457.0,0.0,74105.0,1023223.0,10159578.0,1817242.0,0.00104389
Barnes,2000,11775.0,31,35.0,477.0,21.0,1904.73,257,4450.61,27.0,3.0,2742.0,43.0,23.0,0.0109,0.0133,0.1818,,0.1433,0.009470000000000001,0.00105,0.96211,0.015090000000000001,0.00807,0.6917300000000001,0.18797,0.25564000000000003,0.40602,0.50376,14268.182830000002,0.41690078,0.0,0.0,0.0,0.0,0.0,0.45614269799999996,2584.205502,3.072603122,2867.279019,459.9390635,7.834492753999999,5922.33068,2962.5341359999998,185.05739690000001,464.51584169999995,202.2650948,438.7187737,472.22018949999995,317.89158310000005,0.0,132.06710139999998,561.0886734000001,5736.35879,1200.809292,8.0,116.0,803.0,284.0,583.0,1786.0,1794.0,1.0,129.02,823.72,287.9,663.09,1904.73,25597120.0,747.92,0.0,0.0,0.0,0.0,0.0,818.32,4636064.67,5512.25,5143898.56,825130.68,14055.08,10624661.24,5314786.24,331992.97,833341.42,362863.58,787061.48,847163.02,570297.5,0.0,236928.38,1006593.08,10291027.67,2154251.87,0.000832772
Barnes,2001,11419.0,28,,,21.2,1794.91,279,4837.86,28.0,3.0,2616.0,45.0,24.0,0.0098,,,,0.1602,0.0104,0.0011099999999999999,0.97177,0.01672,0.00892,0.69167,0.24166999999999997,0.35,0.5,0.48333000000000004,16508.14294,0.40326062,0.0016016070000000001,0.007726751,0.002118255,0.013185993,0.009712974000000001,0.4376062,2735.131039,0.24670493699999999,2880.407773,496.65108499999997,48.17899541,6160.615597,3119.211866,203.2612801,474.76562,212.8771412,489.71657860000005,484.9669346,387.4034386,0.0,134.60492539999998,550.6685189,6057.476303,1338.13279,12.0,122.0,761.0,297.0,550.0,1730.0,1742.0,1.0,111.43,808.89,284.3,589.29,1794.91,28757185.0,702.48,2.79,13.46,3.69,22.97,16.92,762.31,4764598.27,429.76,5017670.34,865166.19,83927.81,10731792.37,5433667.07,354081.15,827041.71,370831.98,853086.28,844812.4,674856.79,0.0,234481.78,959264.56,10552123.72,2331027.32,0.00074731
Barnes,2002,11220.0,21,,,20.8,1783.73,252,5084.45,25.0,3.0,2524.0,48.0,26.0,0.0076,,,,0.1479,0.00962,0.00115,0.97077,0.01846,0.01,0.62626,0.19192,0.24241999999999997,0.37374,0.53535,17903.60681,0.332464789,0.002353286,0.009507042,0.00213615,0.012071596,0.009413145999999999,0.36794600899999996,2944.054883,0.296320423,3009.968052,450.79844479999997,17.38294014,6422.50064,3225.599654,339.8215434,538.2515141,224.2164319,466.92815139999993,527.5307218,345.3551585,0.0,149.94901409999997,559.5343427,6377.186532,1438.6814669999999,15.0,101.0,760.0,267.0,561.0,1689.0,1704.0,0.0,122.32,771.48,302.37,587.56,1783.73,30507746.0,566.52,4.01,16.2,3.64,20.57,16.04,626.98,5016669.52,504.93,5128985.56,768160.55,29620.53,10943941.09,5496421.81,579055.91,917180.58,382064.8,795645.57,898912.35,588485.19,0.0,255513.12,953446.52,10866725.85,2451513.22,0.0006950810000000001
