County,Year,Total population,Children in foster care,Children ages 0 to 17 living with grandparents,Children ages 0 to 17 living in single parent families,Average ACT composite scores,Average daily membership of public schools,Children ages 3 to 21 enrolled in special education in public schools,Average expenditures per student in public schools,Black or African American,Asian and Native Hawaiian and other Pacific Islander,White,American Indian and Alaska Native,Hispanic Origin of Any Race,Children in foster care (percent),Children ages 0 to 17 living with grandparents (percent),Children ages 0 to 17 living in single parent families (percent),Four-year high school cohort graduation rate (percent),Children ages 3 to 21 enrolled in special education in public schools (percent),Black or African American (percent),Asian and Native Hawaiian and other Pacific Islander (percent),White (percent),American Indian and Alaska Native (percent),Hispanic Origin of Any Race (percent),College English (percent),All Four Subject Areas (percent),College Science (percent),College Math (percent),College Reading (percent),TAXVAL (per pupil),GFLEVY (per pupil),Tuition (per pupil),Misc (per pupil),SpReserve (per pupil),Building (per pupil),Sinking (per pupil),TotalLevy (per pupil),LOCREV (per pupil),CNTYREV (per pupil),STREV (per pupil),FEDREV (per pupil),OTHREV (per pupil),TOTREV (per pupil),Salaries and Benefits for Instructors (per pupil),Salaries and Benefits for Instructional Support Staff (per pupil),OTHINS (per pupil),School Admin (per pupil),General Admin (per pupil),OMOP (per pupil),STTRANS (per pupil),Capital Projects (per pupil),EXTRC (per pupil),AOEXP (per pupil),Total Expenditures (per pupil),Ending Balance (per pupil),DENPK,DENK,DEN16,DEN78,DEN912,DENK12,Total Students Enrolled,ADMPK,ADMK,ADM16,ADM78,ADM912,ADMPK12,TAXVAL,GFLEVY,Tuition,Misc,SpReserve,Building,Sinking,TotalLevy,LOCREV,CNTYREV,STREV,FEDREV,OTHREV,TOTREV,Salaries and Benefits for Instructors,Salaries and Benefits for Instructional Support Staff,OTHINS,School Admin,General Admin,OMOP,STTRANS,Capital Projects,EXTRC,AOEXP,Total Expenditures,Ending Balance,Students Enrolled / Population
Wells,1990,5864.0,,17.0,136.0,,,,,,,,,,,0.0119,0.0948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wells,1991,5634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wells,1992,5572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wells,1993,5457.0,,,,,1084.45,97,4450.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wells,1994,5370.0,,,,,1062.48,106,4704.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wells,1995,5297.0,,,,,1080.96,108,4683.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wells,1996,5284.0,,,,21.3,,104,,,,,,,,,,,0.0958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wells,1997,5225.0,,,,21.0,1113.28,114,3884.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wells,1998,5208.0,,,,21.3,1055.89,108,4457.38,,,,,,,,,,0.1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wells,1999,5094.0,,,,20.5,1036.94,105,4747.66,,,,,,,,,,0.1058,,,,,,0.65217,0.17390999999999998,0.24638000000000002,0.34783000000000003,0.56522,15093.78125,0.869647177,0.0,0.0,0.0,0.0,0.0,0.9001713709999999,2749.966734,0.0,2579.229839,252.54838709999999,511.9163306,6093.66129,2776.070565,208.0221774,594.9002016,219.26108870000002,586.7308468,577.7520161,361.0110887,0.0,171.3447581,665.234879,6160.330645,1284.063508,1.0,49.0,434.0,167.0,341.0,991.0,992.0,5.68,71.48,433.24,174.35,352.19,1036.94,14973031.0,862.69,0.0,0.0,0.0,0.0,0.0,892.97,2727967.0,0.0,2558596.0,250528.0,507821.0,6044912.0,2753862.0,206358.0,590141.0,217507.0,582037.0,573130.0,358123.0,0.0,169974.0,659913.0,6111048.0,1273791.0,
Wells,2000,5102.0,5,22.0,151.0,20.3,984.75,106,5307.1,6.0,4.0,1204.0,6.0,6.0,0.0041,0.0191,0.1314,,0.1146,0.00491,0.0032700000000000003,0.9852700000000001,0.00491,0.00491,0.56522,0.2029,0.28986,0.27536,0.50725,17472.30595,0.901816216,0.0,0.0,0.0,0.0,0.0,0.938983784,3131.400184,0.0,2918.086508,308.7368649,557.3382919,6915.561849,3107.0192,360.7161514,729.6453188999999,248.68250809999998,520.2235243,683.6228324,389.8914811,65.17855135,181.3153622,728.0846486,7014.379578,1284.263276,0.0,58.0,385.0,155.0,327.0,925.0,925.0,3.5,44.32,429.32,164.65,342.96,984.75,16161883.0,834.18,0.0,0.0,0.0,0.0,0.0,868.56,2896545.17,0.0,2699230.02,285581.6,515537.92,6396894.71,2873992.76,333662.44,674921.92,230031.32,481206.76,632351.12,360649.62,60290.16,167716.71,673478.3,6488301.11,1187943.53,
Wells,2001,4874.0,8,,,20.2,937.13,100,5795.57,6.0,5.0,1137.0,6.0,6.0,0.0065,,,,0.1122,0.0052,0.00433,0.9852700000000001,0.0052,0.0052,0.67606,0.09859,0.11268,0.30985999999999997,0.52113,20231.62963,0.737699214,0.0,0.004971942,0.00298541,0.01630752,0.0,0.761964085,3426.843019,0.0,3018.3270260000004,356.55814810000004,289.3849383,7091.113131,3505.454097,232.19974190000002,542.9123007999999,256.2880696,823.3864982999999,735.3860494,445.53384960000005,55.75372615,232.980303,482.56562289999994,7312.460258,1122.25018,5.0,46.0,348.0,169.0,323.0,886.0,891.0,2.63,55.35,388.92,154.41,335.82,937.13,18026382.0,657.29,0.0,4.43,2.66,14.53,0.0,678.91,3053317.13,0.0,2689329.38,317693.31,257841.98,6318181.8,3123359.6,206889.97,483734.86,228352.67,733637.37,655228.97,396970.66,49676.57,207585.45,429965.97,6515402.09,999924.91,
Wells,2002,4766.0,16,,,21.1,886.16,95,5901.06,6.0,6.0,1078.0,7.0,6.0,0.0142,,,,0.1115,0.00547,0.00547,0.9826799999999999,0.006379999999999999,0.00547,0.7391300000000001,0.23188000000000003,0.26087,0.49275,0.5797100000000001,21468.37324,0.7746126759999999,0.0,0.0,0.003450704,0.025539906,0.005739436999999999,0.809342723,3581.5716429999998,0.0,3102.0738260000003,351.4603286,152.8034977,7187.909295999999,3620.8913030000003,279.7747887,483.68909620000005,296.8108333,828.135,628.3578521000001,504.0769366,19.83423709,207.41563380000002,267.8940023,7136.879683,1196.031115,2.0,45.0,332.0,149.0,324.0,850.0,852.0,1.0,43.88,346.67,168.95,325.66,886.16,18291054.0,659.97,0.0,0.0,2.94,21.76,4.89,689.56,3051499.04,0.0,2642966.9,299444.2,130188.58,6124098.72,3084999.39,238368.12,412103.11,252882.83,705571.02,535360.89,429473.55,16898.77,176718.12,228245.69,6080621.49,1019018.51,
Wells,2003,4647.0,7,,,19.2,851.23,98,6553.22,6.0,6.0,1022.0,8.0,6.0,0.0065,,,,0.1208,0.00576,0.00576,0.9808100000000001,0.007679999999999999,0.00576,0.50746,0.08955,0.14925,0.28358,0.37313,22428.30086,0.849876695,0.0,0.0061035759999999994,0.003662145,0.028212084,0.0,0.887854501,4153.922490999999,0.0,3393.2366340000003,654.8982737000001,92.67673243,8294.734131000001,4105.0188530000005,299.7040444,515.9872626,332.67512949999997,770.2630086,854.6518618999999,466.50435269999997,120.611529,232.9303699,387.731455,8086.077867,1465.152577,3.0,34.0,305.0,140.0,329.0,808.0,811.0,1.17,45.28,331.64,147.4,325.74,851.23,18189352.0,689.25,0.0,4.95,2.97,22.88,0.0,720.05,3368831.14,0.0,2751914.91,531122.5,75160.83,6727029.38,3329170.29,243059.98,418465.67,269799.53,624683.3,693122.66,378335.03,97815.95,188906.53,314450.21,6557809.15,1188238.74,
Wells,2004,4564.0,9,,,21.0,808.73,95,6989.68,6.0,8.0,977.0,9.0,6.0,0.0088,,,,0.1318,0.006,0.008,0.977,0.009000000000000001,0.006,0.77966,0.18644000000000002,0.22034,0.44068,0.50847,25345.64078,0.969736477,0.0,0.006907074,0.004147018,0.031386963,0.0,1.0121775309999999,4711.279515,0.0,3854.1354509999996,471.1370874,100.8019834,9137.354036,4622.8997229999995,393.4654369,507.37933430000004,355.1633148,924.3404577,1036.929639,553.5780721,0.733606103,264.57631069999996,430.79316229999995,9089.859057,1695.537614,6.0,12.0,281.0,131.0,291.0,715.0,721.0,2.22,34.5,305.69,138.21,328.11,808.73,18274207.0,699.18,0.0,4.98,2.99,22.63,0.0,729.78,3396832.53,0.0,2778831.66,339689.84,72678.23,6588032.26,3333110.7,283688.58,365820.5,256072.75,666449.47,747626.27,399129.79,528.93,190759.52,310601.87,6553788.38,1222482.62,
Wells,2005,4475.0,7,,,20.4,754.21,92,7704.02,5.0,9.0,941.0,9.0,6.0,0.0071,,,,0.1371,0.00519,0.009340000000000001,0.97614,0.009340000000000001,0.006220000000000001,0.6451600000000001,0.17742,0.20968,0.32258000000000003,0.48386999999999997,25470.0,0.749642325,0.017436662,0.014560358,0.00438152,0.019210134,0.0,0.8052309990000001,4631.875231,0.0,3540.347839,529.8386438,100.0315648,8802.093279,4597.706125,396.96625930000005,609.9558867000001,385.94034280000005,671.8387332000001,825.2823994,579.776617,37.575737700000005,294.1114456,385.8152608,8784.968808,1647.5239199999999,7.0,48.0,216.0,118.0,282.0,664.0,671.0,2.55,46.41,264.24,114.43,274.05,701.68,17090370.0,503.01,11.7,9.77,2.94,12.89,0.0,540.31,3107988.28,0.0,2375573.4,355521.73,67121.18,5906204.59,3085060.81,266364.36,409280.4,258965.97,450803.79,553764.49,389030.11,25213.32,197348.78,258882.04,5894714.07,1105488.55,
Wells,2006,4316.0,5,,,19.9,668.32,93,7550.49,4.0,10.0,870.0,10.0,7.0,0.0054,,,,0.1435,0.00447,0.01119,0.97315,0.01119,0.00783,0.5593199999999999,0.13559000000000002,0.16949,0.44068,0.37288000000000004,28147.780860000003,0.731990741,0.020509259,0.007314815,0.004382716,0.018858025,0.0,0.783055556,4889.496914,0.0,3871.217515,482.6059414,62.94516975,9306.26463,4770.129444,436.992608,552.2831018999999,433.67208330000005,651.7802315,942.3989352,606.7400617000001,0.0,322.22560189999996,313.365679,9029.587747,1979.979259,10.0,38.0,229.0,103.0,268.0,638.0,648.0,2.77,46.48,216.38,117.83,284.86,668.32,18239762.0,474.33,13.29,4.74,2.84,12.22,0.0,507.42,3168394.0,0.0,2508548.95,312728.65,40788.47,6030459.48,3091043.88,283171.21,357879.45,281019.51,422353.59,610674.51,393167.56,0.0,208802.19,203060.96,5851172.86,1283026.56,
Wells,2007,4218.0,4,,,20.5,650.77,101,7918.75,3.0,11.0,848.0,11.0,7.0,0.0046,,,,0.1689,0.00344,0.0126,0.97136,0.0126,0.008020000000000001,0.71014,0.18841,0.28986,0.34783000000000003,0.47826,30947.93311,0.828812709,0.021538462,0.008311037,0.004983278,0.021237457999999997,0.0,0.8848829429999999,5326.377742000001,0.0,3761.1744479999998,674.0648161,113.3052676,9874.922273999999,4992.04806,473.85145480000006,900.5836622000002,466.4109699,754.4946487999999,1030.14806,580.9916722,0.0,338.63834449999996,348.565903,9885.732776,2134.718863,9.0,28.0,230.0,86.0,245.0,589.0,598.0,2.26,34.83,241.33,100.52,271.83,650.77,18506864.0,495.63,12.88,4.97,2.98,12.7,0.0,529.16,3185173.89,0.0,2249182.32,403090.76,67756.55,5905203.52,2985244.74,283363.17,538549.03,278913.76,451187.8,616028.54,347433.02,0.0,202505.73,208442.41,5911668.2,1276561.88,
Wells,2008,4150.0,7,,,20.9,579.88,95,9149.97,3.0,12.0,811.0,12.0,6.0,0.00882,,,,0.16608,0.00358,0.01432,0.96778,0.01432,0.00716,0.70213,0.12766,0.23404,0.46808999999999995,0.57447,32414.788460000003,0.898688811,0.019912587,0.017202797,0.005157343,0.02236014,0.0,0.963321678,6062.35715,0.0,4326.49507,640.4532867,63.56043706,11092.865940000002,5246.403846,534.3825524,1036.34486,506.94458039999995,771.9666083999999,1179.98208,736.1141434,0.0,378.3951923,347.8351923,10738.369059999999,2586.2493010000003,6.0,50.0,212.0,82.0,222.0,566.0,572.0,2.21,20.45,229.94,84.1,243.18,579.88,18541259.0,514.05,11.39,9.84,2.95,12.79,0.0,551.02,3467668.29,0.0,2474755.18,366339.28,36356.57,6345119.32,3000943.0,305666.82,592789.26,289972.3,441564.9,674949.75,421057.29,0.0,216442.05,198961.73,6142347.1,1479334.6,
