County,Year,Total population,Children in foster care,Children ages 0 to 17 living with grandparents,Children ages 0 to 17 living in single parent families,Average ACT composite scores,Average daily membership of public schools,Children ages 3 to 21 enrolled in special education in public schools,Average expenditures per student in public schools,Black or African American,Asian and Native Hawaiian and other Pacific Islander,White,American Indian and Alaska Native,Hispanic Origin of Any Race,Children in foster care (percent),Children ages 0 to 17 living with grandparents (percent),Children ages 0 to 17 living in single parent families (percent),Four-year high school cohort graduation rate (percent),Children ages 3 to 21 enrolled in special education in public schools (percent),Black or African American (percent),Asian and Native Hawaiian and other Pacific Islander (percent),White (percent),American Indian and Alaska Native (percent),Hispanic Origin of Any Race (percent),College English (percent),All Four Subject Areas (percent),College Science (percent),College Math (percent),College Reading (percent),TAXVAL (per pupil),GFLEVY (per pupil),Tuition (per pupil),Misc (per pupil),SpReserve (per pupil),Building (per pupil),Sinking (per pupil),TotalLevy (per pupil),LOCREV (per pupil),CNTYREV (per pupil),STREV (per pupil),FEDREV (per pupil),OTHREV (per pupil),TOTREV (per pupil),Salaries and Benefits for Instructors (per pupil),Salaries and Benefits for Instructional Support Staff (per pupil),OTHINS (per pupil),School Admin (per pupil),General Admin (per pupil),OMOP (per pupil),STTRANS (per pupil),Capital Projects (per pupil),EXTRC (per pupil),AOEXP (per pupil),Total Expenditures (per pupil),Ending Balance (per pupil),DENPK,DENK,DEN16,DEN78,DEN912,DENK12,Total Students Enrolled,ADMPK,ADMK,ADM16,ADM78,ADM912,ADMPK12,TAXVAL,GFLEVY,Tuition,Misc,SpReserve,Building,Sinking,TotalLevy,LOCREV,CNTYREV,STREV,FEDREV,OTHREV,TOTREV,Salaries and Benefits for Instructors,Salaries and Benefits for Instructional Support Staff,OTHINS,School Admin,General Admin,OMOP,STTRANS,Capital Projects,EXTRC,AOEXP,Total Expenditures,Ending Balance,Students Enrolled / Population
Eddy,1980,,,,44.0,,,,,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddy,1990,2951.0,,11.0,82.0,,,,,,,,,,,0.0149,0.1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddy,1991,2921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddy,1992,2857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddy,1993,2836.0,,,,,578.02,72,4045.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddy,1994,2856.0,,,,,583.74,81,4226.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddy,1995,2859.0,,,,,595.17,81,4079.73,,,,,,,,,,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddy,1996,2871.0,,,,21.1,,73,,,,,,,,,,,0.1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddy,1997,2847.0,,,,21.7,599.46,78,3328.73,,,,,,,,,,0.1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddy,1998,2850.0,,,,19.9,594.76,68,3674.45,,,,,,,,,,0.1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddy,1999,2795.0,,,,19.1,575.17,63,3968.93,,,,,,,,,,0.1094,,,,,,0.5142899999999999,0.11429,0.17143,0.22857,0.4,9727.486111,0.6178125,0.0,0.0,0.0,0.0,0.0,0.660364583,1910.6336809999998,0.0,2663.503472,368.05555560000005,88.22569444,5030.418403,2517.366319,78.93055556,366.99652779999997,245.1597222,334.18055560000005,420.58159720000003,380.8107639,0.0,113.0954861,511.6024306,4968.722222,970.8038194000001,4.0,35.0,259.0,89.0,189.0,572.0,576.0,1.22,38.4,267.42,75.38,192.75,575.17,5603032.0,355.86,0.0,0.0,0.0,0.0,0.0,380.37,1100525.0,0.0,1534178.0,212000.0,50818.0,2897521.0,1450003.0,45464.0,211390.0,141212.0,192488.0,242255.0,219347.0,0.0,65143.0,294683.0,2861984.0,559183.0,0.001030074
Eddy,2000,2757.0,5,10.0,90.0,20.9,566.79,57,4089.06,2.0,3.0,652.0,25.0,10.0,0.0071,0.0154,0.1382,,0.109,0.00286,0.0042899999999999995,0.93143,0.035710000000000006,0.01429,0.71739,0.23913,0.34783000000000003,0.3913,0.43478,11432.01721,0.673594646,0.0,0.0,0.0,0.0,0.0,0.717992352,2220.6381260000003,0.0,2948.063652,493.0543403,78.66820268,5740.424321,2869.672811,92.84380497,277.8069025,277.08355639999996,403.2063862,510.81762910000003,468.49152960000004,0.0,142.7007075,572.3579924,5614.9813189999995,1194.626998,5.0,32.0,230.0,87.0,169.0,518.0,523.0,1.22,34.0,250.24,88.2,193.13,566.79,5978945.0,352.29,0.0,0.0,0.0,0.0,0.0,375.51,1161393.74,0.0,1541837.29,257867.42,41143.47,3002241.92,1500838.88,48557.31,145293.01,144914.7,210876.94,267157.62,245021.07,0.0,74632.47,299343.23,2936635.23,624789.92,0.000837081
