County,Year,Total population,Children in foster care,Children ages 0 to 17 living with grandparents,Children ages 0 to 17 living in single parent families,Average ACT composite scores,Average daily membership of public schools,Children ages 3 to 21 enrolled in special education in public schools,Average expenditures per student in public schools,Black or African American,Asian and Native Hawaiian and other Pacific Islander,White,American Indian and Alaska Native,Hispanic Origin of Any Race,Children in foster care (percent),Children ages 0 to 17 living with grandparents (percent),Children ages 0 to 17 living in single parent families (percent),Four-year high school cohort graduation rate (percent),Children ages 3 to 21 enrolled in special education in public schools (percent),Black or African American (percent),Asian and Native Hawaiian and other Pacific Islander (percent),White (percent),American Indian and Alaska Native (percent),Hispanic Origin of Any Race (percent),College English (percent),All Four Subject Areas (percent),College Science (percent),College Math (percent),College Reading (percent),TAXVAL (per pupil),GFLEVY (per pupil),Tuition (per pupil),Misc (per pupil),SpReserve (per pupil),Building (per pupil),Sinking (per pupil),TotalLevy (per pupil),LOCREV (per pupil),CNTYREV (per pupil),STREV (per pupil),FEDREV (per pupil),OTHREV (per pupil),TOTREV (per pupil),Salaries and Benefits for Instructors (per pupil),Salaries and Benefits for Instructional Support Staff (per pupil),OTHINS (per pupil),School Admin (per pupil),General Admin (per pupil),OMOP (per pupil),STTRANS (per pupil),Capital Projects (per pupil),EXTRC (per pupil),AOEXP (per pupil),Total Expenditures (per pupil),Ending Balance (per pupil),DENPK,DENK,DEN16,DEN78,DEN912,DENK12,Total Students Enrolled,ADMPK,ADMK,ADM16,ADM78,ADM912,ADMPK12,TAXVAL,GFLEVY,Tuition,Misc,SpReserve,Building,Sinking,TotalLevy,LOCREV,CNTYREV,STREV,FEDREV,OTHREV,TOTREV,Salaries and Benefits for Instructors,Salaries and Benefits for Instructional Support Staff,OTHINS,School Admin,General Admin,OMOP,STTRANS,Capital Projects,EXTRC,AOEXP,Total Expenditures,Ending Balance,Students Enrolled / Population
Pierce,1980,,,,126.0,,,,,,,,,,,,0.0696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierce,1990,5052.0,,17.0,145.0,,,,,,,,,,,0.0132,0.1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierce,1991,4931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierce,1992,4808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierce,1993,4724.0,,,,,861.24,103,4404.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierce,1994,4721.0,,,,,899.77,103,4012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierce,1995,4756.0,,,,,890.06,97,4091.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierce,1996,4686.0,,,,21.0,,88,,,,,,,,,,,0.1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierce,1997,4639.0,,,,21.1,877.42,92,3651.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierce,1998,4646.0,,,,21.2,858.67,100,3967.88,,,,,,,,,,0.1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierce,1999,4594.0,,,,21.0,830.63,99,4262.99,,,,,,,,,,,,,,,,,,,,,12766.93888,0.439266504,0.0,0.0,0.0,0.0,0.0,0.462420538,2601.746944,0.0,2558.844743,201.15892419999997,4.920537897,5366.671149,2571.209046,223.97066009999998,478.0281174,185.42542790000002,305.0745721,565.1026895,407.0525672,5.920537897000001,165.4144254,233.27139359999998,5140.468215,1825.536675,7.0,39.0,297.0,129.0,346.0,811.0,818.0,0.0,41.17,292.95,146.57,349.94,830.63,10443356.0,359.32,0.0,0.0,0.0,0.0,0.0,378.26,2128229.0,0.0,2093135.0,164548.0,4025.0,4389937.0,2103249.0,183208.0,391027.0,151678.0,249551.0,462254.0,332969.0,4843.0,135309.0,190816.0,4204903.0,1493289.0,0.000547784
Pierce,2000,4675.0,9,21.0,183.0,20.6,798.35,89,5037.09,6.0,4.0,1153.0,14.0,12.0,0.0076,0.0188,0.1641,,0.1203,0.00507,0.0033799999999999998,0.97464,0.01183,0.01014,0.6463399999999999,0.13415,0.18293,0.37805,0.5243899999999999,14395.69189,0.49943243200000004,0.0,0.0,0.0,0.0,0.0,0.5255,3029.231068,0.0,2869.615135,275.12017569999995,8.751135135,6182.717514,3021.39727,291.8562703,498.1337973,224.18405409999997,329.2217162,1069.4823509999999,468.5172432,2.456513514,202.4511081,296.9928784,6404.693203,1795.981554,9.0,42.0,269.0,126.0,294.0,731.0,740.0,0.0,36.3,294.25,128.79,339.01,798.35,10652812.0,369.58,0.0,0.0,0.0,0.0,0.0,388.87,2241630.99,0.0,2123515.2,203588.93,6475.84,4575210.96,2235833.98,215973.64,368619.01,165896.2,243624.07,791416.94,346702.76,1817.82,149813.82,219774.73,4739472.97,1329026.35,0.000556799
Pierce,2001,4569.0,8,,,21.5,742.07,100,5345.64,6.0,3.0,1096.0,15.0,13.0,0.0068,,,,0.1383,0.00536,0.00268,0.97857,0.01339,0.011609999999999999,0.75362,0.26087,0.31884,0.49275,0.52174,15436.44537,0.498063624,0.0057399719999999994,0.005698479,0.0,0.012614108,0.0,0.522116183,3142.482351,0.0,2857.902227,375.2717704,0.0,6375.656349,3154.183817,291.55618260000006,517.3457953,234.5388105,353.44041489999995,935.5712172,476.6137206,0.546528354,206.79431540000002,285.52929460000007,6456.120097,1757.746971,3.0,38.0,275.0,121.0,286.0,720.0,723.0,0.0,40.23,279.69,125.92,296.23,742.07,11160550.0,360.1,4.15,4.12,0.0,9.12,0.0,377.49,2272014.74,0.0,2066263.31,271321.49,0.0,4609599.54,2280474.9,210795.12,374041.01,169571.56,255537.42,676417.99,344591.72,395.14,149512.29,206437.68,4667774.83,1270851.06,0.00056891
Pierce,2002,4495.0,2,,,22.3,708.82,90,5537.84,6.0,3.0,1079.0,16.0,13.0,0.0018,,,,0.1351,0.00543,0.0027199999999999998,0.97736,0.014490000000000001,0.01178,0.7541,0.2623,0.32787,0.57377,0.62295,17412.18769,0.5413063060000001,0.0,0.007162162,0.0,0.016171171,0.0,0.56463964,3347.260811,0.0,3155.6420420000004,352.7185135,2.524099099,6858.1454650000005,3746.526952,338.4884835,456.8722372,274.8147297,400.5825075,676.6066967,502.6120571000001,2.927582583,240.3314865,200.320991,6840.083723999999,1926.2465170000003,1.0,47.0,233.0,124.0,261.0,665.0,666.0,0.0,35.11,273.97,120.47,279.27,708.82,11596517.0,360.51,0.0,4.77,0.0,10.77,0.0,376.05,2229275.7,0.0,2101657.6,234910.53,1681.05,4567524.88,2495186.95,225433.33,304276.91,183026.61,266787.95,450620.06,334739.63,1949.77,160060.77,133413.78,4555495.76,1282880.18,0.000519144
Pierce,2003,4387.0,4,,,21.6,677.84,92,6265.59,6.0,2.0,1033.0,15.0,12.0,0.0037,,,,0.142,0.005679999999999999,0.0018899999999999998,0.9782200000000001,0.0142,0.011359999999999999,0.63636,0.22726999999999997,0.31818,0.48485,0.63636,18330.42438,0.567592593,0.0,0.007716049,0.0,0.016959876999999998,0.0,0.592268519,3532.3733799999995,0.0,3397.0592590000006,661.6118827,5.088888889,7596.1334099999995,4093.8172219999997,378.82509260000006,586.1910184999999,295.7387654,441.51813269999997,758.026034,563.1534877,7.5864197529999995,259.19242280000003,188.21814809999998,7572.266744,2003.620031,3.0,26.0,253.0,128.0,238.0,645.0,648.0,0.0,46.58,243.37,125.67,262.22,677.84,11878115.0,367.8,0.0,5.0,0.0,10.99,0.0,383.79,2288977.95,0.0,2201294.4,428724.5,3297.6,4922294.45,2652793.56,245478.66,379851.78,191638.72,286103.75,491200.87,364923.46,4916.0,167956.69,121965.36,4906828.85,1298345.78,0.000499097
