,count,mean,std,min,25%,50%,75%,max
Effective Federal Funds Rate (%),227.0,1.2916310488100309,1.584054066046888,0.04900000000000003,0.12079032258064515,0.3964516129032259,1.9665268817204304,5.258928571428571
Currency in Circulation / Total Assets,227.0,53.68718487162034,26.952040281161388,25.978788754706855,33.056383505211926,40.1461352489492,92.64198354683563,95.2696520729274
Loss Function,225.0,-8.862025342704305,14.256242743922211,-117.8176217724303,-13.295694689655594,-2.5481509871740275,-0.40517642114725055,1.1907996921408013
Unemployment Loss,227.0,2.1348017621145376,2.048283401816305,-4.0,0.7000000000000002,1.5999999999999996,3.55,10.8
Inflation Loss,225.0,-0.24018389792845904,0.47091621763676506,-1.3744782916494929,-0.5020794556902279,-0.29369640173282185,0.04405737704917989,1.6219740109326048
