County,Year,Total population,Children in foster care,Children ages 0 to 17 living with grandparents,Children ages 0 to 17 living in single parent families,Average ACT composite scores,Average daily membership of public schools,Children ages 3 to 21 enrolled in special education in public schools,Average expenditures per student in public schools,Black or African American,Asian and Native Hawaiian and other Pacific Islander,White,American Indian and Alaska Native,Hispanic Origin of Any Race,Children in foster care (percent),Children ages 0 to 17 living with grandparents (percent),Children ages 0 to 17 living in single parent families (percent),Four-year high school cohort graduation rate (percent),Children ages 3 to 21 enrolled in special education in public schools (percent),Black or African American (percent),Asian and Native Hawaiian and other Pacific Islander (percent),White (percent),American Indian and Alaska Native (percent),Hispanic Origin of Any Race (percent),College English (percent),All Four Subject Areas (percent),College Science (percent),College Math (percent),College Reading (percent),TAXVAL (per pupil),GFLEVY (per pupil),Tuition (per pupil),Misc (per pupil),SpReserve (per pupil),Building (per pupil),Sinking (per pupil),TotalLevy (per pupil),LOCREV (per pupil),CNTYREV (per pupil),STREV (per pupil),FEDREV (per pupil),OTHREV (per pupil),TOTREV (per pupil),Salaries and Benefits for Instructors (per pupil),Salaries and Benefits for Instructional Support Staff (per pupil),OTHINS (per pupil),School Admin (per pupil),General Admin (per pupil),OMOP (per pupil),STTRANS (per pupil),Capital Projects (per pupil),EXTRC (per pupil),AOEXP (per pupil),Total Expenditures (per pupil),Ending Balance (per pupil),DENPK,DENK,DEN16,DEN78,DEN912,DENK12,Total Students Enrolled,ADMPK,ADMK,ADM16,ADM78,ADM912,ADMPK12,TAXVAL,GFLEVY,Tuition,Misc,SpReserve,Building,Sinking,TotalLevy,LOCREV,CNTYREV,STREV,FEDREV,OTHREV,TOTREV,Salaries and Benefits for Instructors,Salaries and Benefits for Instructional Support Staff,OTHINS,School Admin,General Admin,OMOP,STTRANS,Capital Projects,EXTRC,AOEXP,Total Expenditures,Ending Balance,Students Enrolled / Population
Adams,2005,2352.0,3,,,20.9,345.57,52,6647.71,2.0,0.0,487.0,1.0,3.0,0.006,,,,0.1534,0.004079999999999999,0.0,0.9938799999999999,0.0020399999999999997,0.0061200000000000004,0.6333300000000001,0.26666999999999996,0.3,0.36667,0.56667,18455.0708,0.5179941,0.0,0.063303835,0.0,0.029498525,0.0,0.61079646,4575.784897,0.0,3601.7501469999997,491.05312680000003,0.0,8668.588171,4131.793481000001,291.04920350000003,413.7235693,515.2048968,665.8345722999999,758.9366372000001,425.0884366,0.0,410.289882,870.7956342,8482.716312999999,1288.744543,3.0,24.0,121.0,62.0,129.0,336.0,339.0,2.45,18.99,133.59,62.59,127.95,345.57,6256269.0,175.6,0.0,21.46,0.0,10.0,0.0,207.06,1551191.08,0.0,1220993.3,166467.01,0.0,2938651.39,1400677.99,98665.68,140252.29,174654.46,225717.92,257279.52,144104.98,0.0,139088.27,295199.72,2875640.83,436884.4,0.000775949
Barnes,2005,10993.0,38,,,21.6,1701.97,233,6136.75,29.0,4.0,2400.0,44.0,26.0,0.015,,,,0.1437,0.01171,0.00161,0.96891,0.017759999999999998,0.0105,0.7439,0.18293,0.26829000000000003,0.34146,0.56098,20982.5145,0.40715607600000003,0.00630475,0.009913634000000001,0.0028130779999999997,0.013997532,0.009062307,0.449247378,3663.430382,0.0,3406.6771380000005,481.67078349999997,41.71531154,7593.493615,3946.4689200000003,323.90202339999996,494.31247379999996,318.5898581,635.5052992000001,724.5056877999999,418.7205552,0.0,206.4766749,670.9131956,7739.394687999999,1090.0152380000002,13.0,86.0,672.0,264.0,586.0,1608.0,1621.0,1.2,94.57,701.71,258.83,645.66,1701.97,34012656.0,660.0,10.22,16.07,4.56,22.69,14.69,728.23,5938420.65,0.0,5522223.64,780788.34,67620.52,12309053.15,6397226.12,525045.18,801280.52,516434.16,1030154.09,1174423.72,678746.02,0.0,334698.69,1087550.29,12545558.79,1766914.7,0.000917418
Benson,2005,6902.0,87,,,18.5,949.49,188,10539.26,11.0,1.0,731.0,1748.0,74.0,0.0345,,,,0.1905,0.00442,0.0004,0.29346,0.70173,0.029710000000000004,0.44828,0.13793,0.17240999999999998,0.27586,0.39655,12296.007090000001,0.9797568390000001,0.17550152,0.022776089,0.003039514,0.024772036,0.0,1.205845998,2356.431499,0.0,4171.239878,5276.2961700000005,260.9417528,12064.9093,6200.46156,185.0912766,1577.910659,427.54951370000003,987.0380951999999,760.6765147000001,810.7522492,1.9704153999999998,243.02426549999998,673.7274467999999,11868.202,2322.889037,28.0,56.0,334.0,131.0,438.0,959.0,987.0,17.66,53.6,345.96,130.52,401.75,949.49,12136159.0,967.02,173.22,22.48,3.0,24.45,0.0,1190.17,2325797.89,0.0,4117013.76,5207704.32,257549.51,11908065.48,6119855.56,182685.09,1557397.82,421991.37,974206.6,750787.72,800212.47,1944.8,239864.95,664968.99,11713915.37,2292691.48,0.000430498
Billings,2005,788.0,0,,,,54.46,9,21351.86,0.0,1.0,151.0,0.0,0.0,0.0,,,,0.18,0.0,0.00658,0.9934200000000001,0.0,0.0,,,,,,99769.92,0.0,0.8018,0.0,0.0,0.0,0.0,0.8018,5054.0062,16417.7342,425.2156,5735.6246,205.0828,27837.6634,11702.8786,642.7654,2656.34,845.0889999999999,2729.3422,4680.031,5449.7408,0.0,102.6896,6810.8468,35619.7234,65084.1886,0.0,5.0,31.0,14.0,0.0,50.0,50.0,0.0,3.51,37.3,13.65,0.0,54.46,4988496.0,0.0,40.09,0.0,0.0,0.0,0.0,40.09,252700.31,820886.71,21260.78,286781.23,10254.14,1391883.17,585143.93,32138.27,132817.0,42254.45,136467.11,234001.55,272487.04,0.0,5134.48,340542.34,1780986.17,3254209.43,1.5399999999999998e-05
Bottineau,2005,6608.0,16,,,21.5,986.66,140,6810.58,19.0,12.0,1371.0,63.0,15.0,0.0109,,,,0.1504,0.012969999999999999,0.008190000000000001,0.93584,0.043,0.01024,0.71642,0.23881,0.31343000000000004,0.46269,0.49254,22657.09237,0.48860365200000005,0.001084855,0.010053705999999999,0.0,0.023469387999999997,0.0,0.5232116,3545.4977659999995,598.2886466,3610.5097530000003,495.3235983,66.98047261,8316.600236,4731.943953,292.78547799999996,595.5931472,255.2449517,614.4610526,727.7226853,607.808797,0.0,267.3546617,349.4896992,8442.404425,2001.5866170000002,29.0,43.0,336.0,156.0,367.0,902.0,931.0,19.4,38.41,373.65,181.45,373.75,986.66,21093753.0,454.89,1.01,9.36,0.0,21.85,0.0,487.11,3300858.42,557006.73,3361384.58,461146.27,62358.82,7742754.82,4405439.82,272583.28,554497.22,237633.05,572063.24,677509.82,565869.99,0.0,248907.19,325374.91,7859878.52,1863477.14,0.0004996040000000001
Bowman,2005,2965.0,6,,,19.8,645.65,51,7600.93,0.0,1.0,702.0,2.0,8.0,0.0088,,,,0.0843,0.0,0.0014199999999999998,0.99574,0.0028399999999999996,0.01135,0.6129,0.17742,0.22580999999999998,0.3871,0.37096999999999997,18720.72397,0.745256198,0.0,0.0,0.0,0.028429752000000003,0.0,0.77368595,3417.037025,2637.3984960000003,3940.35276,435.53882639999995,59.92519008,10490.2523,4917.416694,160.2846942,718.8624463,473.47135539999994,717.6234876,1123.973818,691.9410909,11.43801653,493.8553223,174.1543802,9483.021306,3831.698264,15.0,19.0,234.0,100.0,237.0,590.0,605.0,11.99,25.24,257.54,112.4,238.48,645.65,11326038.0,450.88,0.0,0.0,0.0,17.2,0.0,468.08,2067307.4,1595626.09,2383913.42,263500.99,36254.74,6346602.64,2975037.1,96972.24,434911.78,286450.17,434162.21,680004.16,418624.36,6920.0,298782.47,105363.4,5737227.89,2318177.45,0.000260981
Burke,2005,1966.0,1,,,19.9,272.96,40,10061.64,4.0,0.0,395.0,2.0,7.0,0.0025,,,,0.1515,0.00998,0.0,0.9850399999999999,0.00499,0.01746,0.52632,0.15789,0.15789,0.26316,0.57895,31781.22727,1.905189394,0.0,0.0,0.0,0.046363636,0.079507576,2.031060606,5565.143864,1079.4078789999999,4225.455,856.8590909,1175.623106,12902.488940000001,6562.623447,8.185606061,1060.444621,267.3532955,1405.135227,1099.3810230000001,790.9788258,1226.350871,299.5167045,465.3859848,13185.355609999999,4252.63947,1.0,19.0,103.0,49.0,92.0,263.0,264.0,0.72,16.56,125.91,45.71,84.06,272.96,8390244.0,502.97,0.0,0.0,0.0,12.24,20.99,536.2,1469197.98,284963.68,1115520.12,226210.8,310364.5,3406257.08,1732532.59,2161.0,279957.38,70581.27,370955.7,290236.59,208818.41,323756.63,79072.41,122861.9,3480933.88,1122696.82,0.000235148
Burleigh,2005,74126.0,232,,,21.4,11540.13,1468,6282.96,229.0,150.0,16014.0,1348.0,310.0,0.0131,,,,0.1344,0.01291,0.00845,0.90265,0.07597999999999999,0.01747,0.72167,0.23,0.295,0.43167,0.52667,15373.457390000001,0.11357894699999999,0.046819222,0.000941876,0.0,0.00260778,0.0,0.163947826,3483.899912,0.0,3158.147584,859.5796092,13.63872403,7515.265829000001,4193.646786,469.6495899,472.71909469999997,376.6645034,406.1695112,717.8667323,143.9231497,148.3039497,215.4577281,308.6025108,7453.003556000001,1035.257351,164.0,724.0,4821.0,1636.0,3580.0,10761.0,10925.0,387.2,895.96,4930.15,1654.25,3672.57,11540.13,167955022.0,1240.85,511.5,10.29,0.0,28.49,0.0,1791.13,38061606.54,0.0,34502762.35,9390907.23,149003.06,82104279.18,45815591.14,5130921.77,5164456.11,4115059.7,4437401.91,7842694.05,1572360.41,1620220.65,2353875.68,3371482.43,81424063.85,11310186.56,0.000965943
Cass,2005,132551.0,558,,,22.3,19585.15,2422,6730.8,1211.0,683.0,28765.0,639.0,987.0,0.0173,,,,0.1272,0.038689999999999995,0.02182,0.91907,0.020419999999999997,0.03154,0.77349,0.29541,0.37890999999999997,0.53967,0.60125,19203.58992,0.075952731,0.006707983000000001,0.001069853,0.000157563,0.0034280459999999997,0.008008403,0.09532458,4520.123945,0.0,2962.453936,543.3851292,57.13416912,8083.09718,4438.080515,504.1437279,564.7744837,392.50152210000005,355.1022736,668.9123046,255.0027421,158.91361080000001,105.7813881,511.2504259,7954.4629939999995,1561.870376,189.0,1321.0,8829.0,2984.0,5717.0,18851.0,19040.0,197.39,1375.25,9192.26,2920.8,5899.45,19585.15,365636352.0,1446.14,127.72,20.37,3.0,65.27,152.48,1814.98,86063159.91,0.0,56405122.95,10346052.86,1087834.58,153902170.3,84501053.01,9598896.58,10753306.17,7473228.98,6761147.29,12736090.28,4855252.21,3025715.15,2014077.63,9734208.11,151452975.4,29738011.96,0.000640258
Cavalier,2005,4213.0,4,,,21.0,640.4,80,7108.26,4.0,4.0,949.0,13.0,15.0,0.0039,,,,0.1358,0.00412,0.00412,0.97835,0.0134,0.01546,0.66667,0.12120999999999998,0.22726999999999997,0.31818,0.48485,30955.838710000004,0.63,0.0,0.005127334,0.0,0.014516129,0.0,0.649643463,5213.2210700000005,0.0,3337.769457,563.7664346,149.0495756,9263.806537,4644.248302,457.01446519999996,618.3286757000001,357.16139219999997,736.6572326,915.1644482,659.4151272999999,0.0,266.1148217,731.0746519999999,9385.179117,2677.067504,9.0,26.0,199.0,88.0,267.0,580.0,589.0,6.94,32.24,204.42,110.07,286.73,640.4,18232989.0,371.07,0.0,3.02,0.0,8.55,0.0,382.64,3070587.21,0.0,1965946.21,332058.43,87790.2,5456382.05,2735462.25,269181.52,364195.59,210368.06,433891.11,539031.86,388395.51,0.0,156741.63,430602.97,5527870.5,1576792.76,0.00037354300000000005
