State,Year,EFW,GDP,Population,GDP Per Capita,Log GDP,GDP % Growth,Log Population,Population % Growth,Log GDP Per Capita,GDP Per Capita % Growth,T01,T09,T10,T11,T12,T13,T14,T15,T16,T19,T20,T21,T22,T23,T24,T25,T27,T28,T29,T40,T41,T50,T51,T53,T99,TotalTax,TotalTax/GDP
ND,2014,8.08,58679.9,738.74,79.43241194466253,10.97985252809732,0.08806246701674425,6.604946032249671,0.021329362729930246,4.3749064958476485,0.06673310428681489,3.026,1320.196,9.22,3.62,51.047,228.022,1.159,40.411,31.262,163.193,0.367,0.801,0.0,14.814,119.312,5.289,0.006,86.656,0.0,498.528,250.438,0.015,0.0,3293.053,0.0,6120.4349999999995,0.10430206936276305
OH,2014,7.88,592876.2,11606.57,51.08108597113531,13.292740887213254,0.05537736502606094,9.359326596072576,0.0023186155975292166,3.9334142911406795,0.05305874942853217,0.0,10217.826,98.397,273.393,510.345,1839.594,5.024,1125.461,815.532,732.348,41.327,16.209,1026.121,38.428,725.263,82.388,29.523,940.646,28.371,8424.843,-0.118,39.392,0.0,10.194,0.0,27020.507,0.04557529379658014
OK,2014,8.13,193546.4,3879.19,49.89350869640311,12.173272555987813,0.062290014480415934,8.263381647936717,0.00654334114450883,3.909890908051097,0.055746673335907104,0.0,2599.203,110.941,20.823,294.762,450.807,1.113,46.306,292.752,172.651,1.326,146.857,35.351,19.91,754.435,20.109,0.947,78.572,0.261,2962.128,397.29,1.056,16.296,679.406,0.0,9103.302,0.04703420988455481
OR,2014,7.95,188777.5,3965.45,47.60556809441552,12.148324351862971,0.05100965339708807,8.28537462069341,0.010479767781287563,3.8629497311695604,0.04052988561579962,21.74,0.0,17.627,0.0,84.376,512.342,2.253,85.401,257.583,484.14,4.609,0.812,29.471,54.1,514.003,41.484,14.061,292.563,6.858,6649.418,495.134,85.491,3.114,23.424,0.0,9680.004,0.051277318536372185
PA,2014,7.99,691173.2,12792.39,54.03002879055438,13.446145722572137,0.04111105574714813,9.456605741853924,0.001005008310407618,3.989539980718212,0.04010604743674007,45.017,9497.906,346.008,1400.232,773.462,2231.348,11.758,1284.892,1028.006,845.817,16.952,12.157,229.686,74.679,837.823,54.847,75.269,981.965,19.556,10809.736,2301.589,849.194,438.984,0.0,25.986,34192.869,0.04947076796380415
RI,2014,7.85,54297.7,1056.51,51.39345581206046,10.902237147750531,0.0280180276620019,6.96272630222665,0.0008995914567853092,3.9395108455238805,0.027118436205215257,2.567,906.687,18.383,0.0,61.328,95.915,1.18,101.59,138.266,206.022,0.076,0.237,5.213,1.714,69.681,4.967,0.0,52.462,3.307,1109.636,137.528,40.299,17.377,0.0,0.0,2974.435,0.054780128808402564
SC,2014,8.1,191981.5,4826.86,39.77357951131792,12.16515429220089,0.048803967678049176,8.481951431718027,0.012590163730562764,3.6832028604828646,0.03621380394748819,21.664,3370.643,162.313,38.481,214.6,529.655,0.0,28.45,25.632,258.589,11.382,1.371,95.139,17.541,214.192,8.813,10.144,96.472,16.808,3455.706,366.263,0.0,60.334,0.0,0.0,9004.192,0.04690135247406651
SD,2014,8.14,46369.9,849.67,54.57401108665718,10.744405820816436,0.03095518625418414,6.744848038807411,0.00817768469324065,3.9995577820090245,0.022777501560943936,0.0,914.979,16.205,8.885,77.374,138.087,0.461,3.709,61.811,75.237,0.84,6.98,4.688,27.781,76.143,3.773,0.0,135.841,21.741,0.0,24.819,0.0,0.192,8.95,0.0,1608.496,0.0346883646503443
TN,2014,8.08,303788.8,6544.62,46.418096085028616,12.62408800210478,0.03525506303702741,8.786398617071006,0.007312041264670555,3.8376893850337757,0.027943021772356413,0.0,6192.281,147.812,0.0,749.47,845.395,0.0,6.84,261.101,555.186,1.317,0.376,676.478,32.959,269.317,47.194,5.84,293.122,8.789,239.219,1176.971,107.341,167.055,2.487,19.779,11806.329,0.03886360853329682
TX,2014,8.11,1568070.8,26963.09,58.15619797285845,14.265356631934345,0.04401150078919969,10.202224172701856,0.018092380260922525,4.06313245923249,0.02591912052827805,0.0,32336.032,1068.051,29.659,1886.289,3325.916,7.357,652.229,1446.144,4880.69,71.661,20.664,124.996,104.39,2177.571,139.337,28.08,668.807,164.396,0.0,0.0,0.0,0.0,6014.35,0.0,55146.619000000006,0.03516844966439016
UT,2014,8.1,141528.0,2938.33,48.166135185632655,11.860252856348449,0.050714071518894954,7.985596671733268,0.013554883661671013,3.8746561846151812,0.03715918785722483,0.0,1823.355,48.413,0.0,113.316,372.935,0.0,24.319,113.184,186.578,1.936,0.0,0.484,28.72,175.679,15.733,0.0,53.264,1.008,2889.912,307.91,0.0,0.0,155.743,0.0,6312.489,0.04460240376462608
VT,2014,7.95,29690.7,625.69,47.45273218366923,10.298589144441813,0.02471113708101136,6.438855040776555,-0.0014533377415366644,3.8597341036652586,0.026164474822548467,985.478,354.541,24.065,0.0,60.02,103.551,0.0,21.791,71.854,379.138,0.43,0.036,3.276,7.319,70.398,7.795,0.0,18.869,1.873,675.24,105.817,35.542,30.931,0.0,4.567,2962.531,0.09977976268663251
VA,2014,8.07,464514.4,8315.43,55.86174136514889,13.048747837831932,0.020328393971540848,9.025868104060212,0.0071895738469862636,4.022879733771721,0.013138820124555473,35.561,3565.789,207.672,0.07,431.095,694.833,0.0,107.394,180.733,856.742,12.756,0.101,59.245,27.983,451.215,40.37,0.0,199.707,4.138,10877.689,740.511,0.196,310.205,2.165,124.248,18930.418,0.04075313488666875
WA,2014,8.03,442930.0,7057.53,62.75991742153416,13.0011670229978,0.05393995819203212,8.861850410915634,0.01301807203188865,4.139316612082165,0.040921886160142584,1974.354,11767.488,321.412,0.0,467.351,1156.242,1.51,497.993,443.185,555.083,153.263,5.699,32.335,44.906,535.636,102.924,18.689,294.448,227.06,0.0,0.0,157.286,649.085,41.95,0.0,19447.898999999998,0.04390738717178786
WV,2014,8.0,71769.1,1850.57,38.78215901046705,11.18120930028697,0.010793862767783935,7.523248978724923,-0.002266999410984738,3.6579603215620473,0.01306086217877045,6.651,1221.966,17.295,50.465,155.021,441.096,2.312,153.588,101.779,417.471,1.38,3.352,5.424,12.599,2.539,108.409,0.369,11.622,7.06,1770.466,203.508,0.0,10.392,681.824,0.0,5386.588,0.0750544175696783
WI,2014,7.99,293836.7,5753.2,51.07361120767573,12.590779449828798,0.04171089319016552,8.657511500729735,0.0026437614224281702,3.933267949099063,0.03906713176773691,159.069,4628.338,57.958,0.222,185.502,1000.595,0.0,379.549,640.728,466.647,1.785,0.666,20.628,66.962,467.502,39.691,72.199,325.376,4.66,6793.269,981.282,-0.077,51.179,8.984,11.802,16364.516,0.05569255304051536
WY,2014,8.09,39431.7,583.16,67.61729199533576,10.582325340322189,0.012471022761085138,6.368461591236621,0.0009264184299295763,4.213863749085568,0.011544604331155561,300.096,765.543,1.828,0.0,25.31,100.889,0.385,4.638,24.49,2.674,0.0,0.0,13.378,34.371,71.954,2.217,0.0,26.172,0.0,0.0,0.0,0.0,0.0,883.025,6.417,2263.3869999999997,0.057400188173474635
AL,2015,8.12,200197.5,4854.8,41.23702315234407,12.2070596582728,0.026111506080063407,8.487723185232207,0.0022807566488101116,3.7193364730405936,0.02383074943125374,336.825,2463.912,192.49,0.018,312.03,560.188,1.514,734.531,116.414,554.952,4.217,0.0,156.398,22.443,211.144,26.342,14.67,58.668,0.001,3336.587,533.586,0.0,39.274,79.235,0.0,9755.439,0.04872907503839958
AK,2015,7.97,50728.1,738.43,68.69723602778869,10.834235276675827,-0.0944081749204635,6.604526310749031,0.001829876282370968,4.229708965926797,-0.09623805120283357,127.821,0.0,39.836,9.144,66.456,42.003,0.0,4.2,65.823,28.509,1.845,0.021,0.0,28.713,60.46,0.0,0.866,44.663,10.278,0.0,227.852,0.0,0.0,105.233,0.0,863.7230000000001,0.017026519818404397
AZ,2015,8.12,298615.0,6832.81,43.70310311570203,12.606910397252848,0.047187477488909835,8.829491288159728,0.014734507687375498,3.7774191090931204,0.03245296980153478,882.643,6466.167,71.27,0.58,466.788,753.814,0.185,22.703,314.239,150.647,6.764,0.0,10.105,34.229,207.819,30.534,17.546,148.516,3.224,3760.883,690.96,0.0,17.622,24.862,0.0,14082.099999999999,0.04715804631381544
AR,2015,7.99,117734.3,2979.73,39.511734284649954,11.676185669655652,0.013532434375283842,7.999587971367812,0.003688335169480972,3.67659769828784,0.009844099205801982,1088.431,3182.211,53.256,47.484,190.884,461.731,2.791,0.0,225.097,246.886,4.751,0.497,27.177,24.492,157.628,18.177,9.032,140.712,1.84,2664.153,476.553,0.003,35.508,104.383,26.535,9190.212,0.07805891740979476
CA,2015,7.97,2559643.2,38904.3,65.7933236171837,14.755378431742148,0.06478350194960569,10.568860063343218,0.00819686769346184,4.1865183683989295,0.056586634256142965,2315.507,38464.704,357.373,0.0,2444.573,5711.16,14.009,627.03,832.379,3896.034,56.512,19.466,66.966,103.499,3860.058,308.834,474.429,4527.845,4.369,77929.551,9007.182,0.0,0.0,69.96,81.203,151172.643,0.05906004516566996
CO,2015,8.13,317992.4,5454.33,58.300909552594,12.669782762105651,0.039453022415949945,8.604165067625722,0.01881989150207808,4.065617694479928,0.02063313091387098,0.0,2817.773,41.308,110.105,257.795,667.948,0.615,11.412,197.017,684.731,6.903,0.754,17.4,75.758,490.175,33.055,13.529,42.881,0.312,6375.248,673.23,0.0,0.0,292.683,0.0,12810.632,0.040285969098632544
CT,2015,7.97,262372.7,3588.56,73.11364447020533,12.477521291005427,0.053201461828544794,8.185506286808375,-0.0019876792740713967,4.292015004197052,0.055189141102613526,0.0,4082.787,61.612,307.841,189.362,481.825,6.876,290.336,357.944,783.564,9.04,0.232,27.828,5.116,219.903,49.256,0.676,135.825,4.811,8182.071,689.685,160.712,184.03,0.0,0.626,16231.957999999999,0.06186603255597857
DE,2015,7.89,71547.8,942.06,75.94824108867802,11.178121036783015,0.057500654168853416,6.848068966815485,0.009524440197471229,4.33005206996753,0.04797621397138219,0.0,0.0,20.708,0.0,93.763,117.401,0.071,56.644,102.695,107.275,1.91,0.305,1206.182,3.316,54.663,5.681,0.0,112.096,5.741,1140.248,400.746,5.846,77.59,0.0,1.035,3513.9159999999997,0.04911284483939408
FL,2015,8.19,897754.7,20219.11,44.40129659515181,13.707652147385124,0.06603508233319388,9.914383475779823,0.018228742770514117,3.793268671605301,0.047806339562680655,0.07,21800.895,459.019,198.094,690.16,2481.76,7.401,2689.49,1192.906,816.59,8.515,14.0,309.821,17.303,1381.688,155.703,25.316,216.891,9.597,0.0,2237.5,0.41,2467.41,37.22,0.0,37217.759,0.04145649028626639
GA,2015,8.14,515753.0,10183.35,50.64669288593635,13.153383247688273,0.06089677311411634,9.228509312591504,0.011074168139453278,3.924873935096769,0.04982260497466218,862.493,5256.592,184.374,0.0,419.653,1025.819,0.0,0.0,215.055,454.372,3.972,0.0,39.094,23.867,351.212,102.248,0.0,82.893,22.802,9678.524,1000.536,0.0,0.224,0.0,0.0,19723.729999999996,0.03824258899124192
HI,2015,7.94,82644.0,1423.0,58.07730147575545,11.322297505332699,0.060152753951546956,7.260522598089852,0.005397534190263009,4.061774907242846,0.05475521976128306,0.0,2992.707,50.281,0.0,150.872,93.066,0.0,163.481,129.659,502.13,0.0,0.0,1.647,0.514,178.663,0.272,20.755,39.372,11.208,1987.915,72.249,12.071,78.701,0.0,0.0,6485.563,0.07847590871690625
ID,2015,8.16,66082.0,1652.5,39.98910741301059,11.098651674080669,0.035152609180723715,7.410044571725841,0.012329861659098107,3.6886071023548275,0.022822747521625164,0.0,1463.802,8.937,0.0,84.498,258.993,3.511,1.918,48.408,70.641,1.701,0.267,2.301,37.603,142.97,10.58,56.699,77.194,3.829,1478.368,217.082,0.0,0.0,6.143,0.0,3975.4449999999997,0.060159271813807084
IL,2015,7.99,795326.1,12859.58,61.84697322929676,13.586507498211336,0.03741235957244626,9.46184433784926,-0.0019817700789346304,4.1246631603620765,0.03939412965138178,60.959,8950.818,283.177,746.846,379.773,1293.272,6.36,1675.695,861.954,1905.053,13.156,14.861,358.214,39.734,1675.694,118.374,18.196,455.585,36.593,15913.816,4054.267,354.57,66.084,0.0,0.0,39283.051,0.04939238257112397
IN,2015,8.12,329527.7,6611.44,49.84204651331632,12.705415696159116,0.013809696711804875,8.796556760859275,0.002335045043690087,3.9088589352998406,0.011474651668112568,8.834,7279.604,46.064,618.6,221.1,832.006,2.186,238.775,439.264,913.679,13.464,6.724,7.556,19.508,255.11,223.978,0.0,39.773,90.268,5232.976,903.572,4.594,0.0,2.015,0.0,17399.649999999998,0.052801782672594735
IA,2015,8.08,179459.2,3122.54,57.47218610490178,12.097703163024214,0.04174493732247342,8.046402052165881,0.0038182803826511957,4.051301110858334,0.03792665693982222,1.772,3040.627,22.686,288.085,109.593,541.813,3.865,6.177,223.069,32.713,15.315,23.268,42.286,27.891,594.08,20.871,9.793,139.123,2.151,3471.617,463.238,89.807,19.415,0.0,0.0,9189.255000000001,0.05120526002567715
KS,2015,8.13,154015.6,2910.72,52.91323109058928,11.944809174966698,0.03349222776109606,7.976155752242007,0.0030485625529008686,3.968653422724691,0.030443665208194748,658.758,3052.986,132.589,0.319,211.766,439.045,0.0,0.371,96.303,44.427,2.567,7.261,22.556,25.092,226.837,11.314,5.248,74.704,2.614,2262.951,458.306,-0.131,0.0,148.077,0.0,7883.960000000001,0.05118936003885321
KY,2015,7.95,192819.3,4429.13,43.534350989923524,12.169508759882978,0.03375665251352267,8.39595845549063,0.002744707876743746,3.773550304392347,0.03101194463677892,563.435,3267.331,131.951,0.155,146.481,850.276,2.965,63.575,242.232,745.485,6.495,0.248,100.367,27.925,202.663,16.428,0.0,128.47,5.238,4069.501,751.91,50.976,3.263,220.613,0.0,11597.983,0.06014949229667363
LA,2015,8.0,231751.8,4667.0,49.65755303192629,12.35342225038823,-0.025414339791975493,8.448271745949816,0.004522747037764674,3.9051505044384145,-0.02993708682973928,56.658,2926.783,57.416,713.8,438.179,606.41,4.356,9.072,138.4,413.241,0.0,0.0,146.329,31.098,76.004,11.082,6.989,110.702,4.148,2983.104,253.65,0.004,0.0,731.33,0.0,9718.755,0.04193604968763996
ME,2015,8.08,57559.8,1329.1,43.30735083891356,10.960579686360104,0.03057215780909317,7.192257300427287,-0.0015937935652585722,3.768322385932817,0.032165951374352186,37.028,1280.298,18.312,51.555,98.353,243.891,1.883,33.484,136.913,134.362,6.3,0.643,9.845,16.802,106.876,9.6,0.0,108.891,9.069,1533.13,168.966,31.196,26.678,0.0,0.0,4064.0750000000003,0.07060613483716066
MD,2015,8.02,370768.3,5988.53,61.913073826130955,12.823332618188651,0.04840499776188345,8.69760125197675,0.004765424853932387,4.125731366211901,0.04363957290794929,738.17,4409.919,30.956,416.479,444.691,923.483,1.138,136.006,391.451,1544.879,1.385,2.776,108.642,18.36,485.119,35.987,0.0,197.289,1.908,8346.145,1003.588,243.412,170.41,0.0,197.795,19849.987999999998,0.053537446432178795
MA,2015,8.02,503178.5,6797.48,74.0242707591637,13.128700256905484,0.06173965889894362,8.824307234244115,0.004810388605767102,4.304393022661369,0.05692927029317563,5.311,5803.934,80.815,4.47,367.832,756.121,1.203,23.736,647.101,588.96,3.345,170.841,25.653,5.489,441.078,109.266,0.0,295.55,161.913,14491.903,2227.381,340.903,261.898,0.0,197.503,27012.206000000002,0.05368314822672273
MI,2015,8.09,473149.5,9934.48,47.62700211787633,13.06716668518849,0.05334197954520015,9.203766813404746,0.0002466462415817716,3.8633998717837423,0.053095333303618375,1963.036,9211.783,145.399,110.785,322.999,1010.395,3.904,28.084,959.852,1331.26,17.201,0.0,22.82,62.501,1018.071,56.917,29.803,159.782,196.405,8825.375,1185.568,0.11,258.399,36.883,0.005,26957.336999999996,0.056974248097060226
MN,2015,7.91,333065.8,5484.0,60.734099197665934,12.716095347040344,0.031647338224988886,8.609590040682205,0.005731198699498563,4.106505306358139,0.02591613952549121,839.487,5483.791,85.142,49.063,437.806,884.596,0.514,0.012,652.046,2360.441,2.307,1.181,7.824,63.283,727.385,45.713,0.734,484.485,59.143,10370.047,1476.629,141.262,207.431,58.931,0.0,24439.253000000004,0.07337665110017301
MS,2015,8.01,105427.9,2990.23,35.25745511214856,11.565782585943332,0.01826440820428843,8.003105586503228,-0.0005549872094192665,3.562676999440104,0.018819395413707696,25.961,3422.774,42.094,131.27,299.127,428.013,0.0,1.655,148.302,400.277,3.282,33.981,170.546,2.372,162.773,45.902,9.054,122.097,56.425,1783.438,534.547,3.898,0.0,78.726,0.0,7906.514,0.0749945128376834
MO,2015,8.02,293938.3,6075.41,48.38164008684188,12.591125160350721,0.033560780534616086,8.712004755643354,0.0026832512427787947,3.8791204047073657,0.030877529291836847,30.265,3380.034,36.208,366.381,376.811,695.145,0.0,0.0,99.436,130.196,5.122,1.799,29.978,32.827,278.327,18.016,19.696,139.677,22.551,5856.131,425.776,0.092,11.63,0.001,0.044,11956.143,0.040675689421895686
MT,2015,8.11,46269.3,1031.49,44.85676060844022,10.742233953193566,0.03655649211213863,6.938759637844827,0.008597282951861906,3.803474315348739,0.02795920916027672,268.057,0.0,33.86,59.808,97.404,226.806,0.039,47.026,85.042,53.215,2.222,4.587,3.594,53.632,157.999,9.56,0.007,108.47,10.698,1180.478,168.039,0.0,0.0,269.287,3.635,2843.465,0.061454679452682445
NE,2015,8.12,115663.9,1892.06,61.13120091329027,11.658443850666458,0.037679743132864374,7.545421461582567,0.006415682580667159,4.113022389083891,0.0312640605521981,0.119,1787.88,29.873,6.309,31.036,327.665,0.15,57.349,63.585,11.983,1.817,0.864,5.849,13.786,101.808,10.395,0.0,36.832,1.04,2239.582,344.477,0.0,9.078,5.282,0.0,5086.759,0.043978795458219894
NV,2015,8.15,143554.0,2868.53,50.04444785308154,11.874466550016443,0.06501027837510875,7.961554982414986,0.017438775670697737,3.9129115676014568,0.04757150270441057,242.168,4080.507,43.799,952.593,293.922,304.364,0.0,24.106,116.84,222.637,0.0,86.564,97.596,10.513,173.55,29.919,0.0,247.871,3.32,0.0,0.0,0.0,69.202,121.604,411.914,7532.989,0.052474950192958746
NH,2015,8.25,75832.0,1337.48,56.69767024553638,11.236275646132878,0.04763538229973108,7.1985425253873325,0.0024104153540722706,4.037733120745545,0.04522496694565881,404.579,0.0,12.328,0.436,107.74,146.796,0.914,63.528,236.38,401.98,4.583,0.164,54.896,10.093,122.49,12.369,21.456,95.76,0.856,96.038,576.679,0.0,117.672,0.0,0.0,2487.737,0.03280589988395401
NJ,2015,7.96,569116.5,8870.31,64.15970805980851,13.251840437317997,0.04244596645174248,9.090465023960107,0.00034164731843233653,4.16137541335789,0.04210431913331014,4.547,9146.025,138.548,206.143,648.09,535.55,0.0,964.052,715.556,597.903,4.199,53.812,286.599,13.566,637.074,55.398,7.762,492.866,1.979,13250.002,2579.391,793.508,435.084,0.0,0.0,31567.654000000002,0.055467824250395134
NM,2015,7.99,91322.0,2090.07,43.693273431033404,11.422147001411355,-0.013749460113359646,7.644952837220951,-8.13336810399079e-05,3.777194164190403,-0.013668126432320626,108.803,2256.088,45.735,72.059,122.28,240.177,0.875,28.47,79.956,150.049,0.0,0.633,25.199,19.163,181.434,3.684,1.503,40.392,0.0,1381.254,249.947,0.001,0.0,1001.741,0.0,6009.442999999999,0.06580498675018068
NY,2015,7.81,1485620.8,19657.32,75.57595847246726,14.211343289999625,0.041152907023450425,9.88620506701337,0.0001979102414839673,4.325138222986255,0.04095499678196557,0.0,13104.421,250.899,1.129,1431.361,1648.106,18.969,873.449,1306.696,5334.811,61.173,0.0,26.511,49.489,1357.402,140.4,12.601,115.113,1.46,43713.484,5084.187,1108.529,1155.309,0.0,1447.23,78242.72899999999,0.052666689238599775
NC,2015,8.1,502808.4,10037.22,50.09438868531327,13.127964462002593,0.05424483948605818,9.214055462473654,0.01000482949975634,3.913908999528938,0.04424000998630051,0.0,6862.578,359.88,1.824,529.936,1924.089,0.0,-21.681,276.458,779.654,24.877,0.176,630.888,32.13,607.531,116.386,19.194,297.086,25.165,11197.65,1330.223,3.225,62.453,1.87,0.0,25061.592,0.0498432245762004
ND,2015,8.06,55069.1,755.54,72.88707414564418,10.916344039286592,-0.06350848881072757,6.627432725380744,0.02248669313107232,4.288911313905848,-0.08599518194180078,3.505,1389.083,9.485,3.626,58.008,232.296,1.364,45.272,35.518,164.164,0.377,0.549,0.0,17.809,122.799,5.329,0.006,78.671,0.0,536.619,186.039,0.0,0.0,2849.324,0.0,5739.843000000001,0.10422983124837705
OH,2015,7.96,609321.7,11622.32,52.42685625589383,13.32010165024215,0.027360763028895008,9.360682666243264,0.0013560701706882838,3.9594189839988867,0.026004692858207168,0.0,11900.176,101.09,269.998,544.523,1907.996,5.758,1114.159,809.64,561.065,41.959,15.97,236.774,37.698,745.55,80.658,31.172,933.678,47.772,8882.973,2.586,3.07,0.0,22.891,0.0,28297.156000000003,0.046440420552886934
OK,2015,8.13,184140.4,3910.52,47.0884690527091,12.123453789099715,-0.049818766888098054,8.271425636464082,0.008043988527365542,3.852028152635633,-0.05786275541546404,0.0,2682.008,116.772,20.767,325.954,455.288,1.155,49.491,313.852,170.74,0.959,152.751,58.478,20.777,724.318,29.862,0.004,68.132,0.527,3252.29,388.53,0.127,18.065,556.546,0.0,9407.393,0.05108815338730664
OR,2015,8.01,202718.6,4018.54,50.44583356144272,12.21957408945377,0.071249737590799,8.298673931566155,0.013299310872744385,3.920900157887617,0.05795042671805639,20.336,0.0,17.811,0.0,62.34,524.665,2.268,83.299,266.247,542.017,4.627,0.841,36.048,53.396,540.392,42.035,15.945,287.006,6.728,7309.115,621.727,110.994,3.179,24.149,0.0,10575.165,0.05216672273782475
PA,2015,8.04,711787.2,12789.84,55.65254921093618,13.475534269317164,0.029388546745027,9.45640638472138,-0.00019935713254426446,4.019127884595784,0.029587903877572153,41.859,9865.27,358.886,1408.047,792.921,2731.605,10.293,1268.071,978.006,956.706,17.183,16.567,116.289,73.925,892.816,76.668,61.678,947.136,19.793,11488.974,2510.135,970.838,484.779,0.0,21.85,36110.295,0.050731869019279924
RI,2015,7.9,56560.7,1056.89,53.516165353064174,10.943069676731493,0.040832528980962124,6.963085912337462,0.00035961011081209193,3.979983764394031,0.040472918870150476,2.48,959.513,19.538,0.0,95.174,85.801,1.103,105.292,137.98,216.122,0.126,0.149,4.861,1.79,55.054,4.949,0.0,49.502,4.401,1215.368,176.336,42.231,18.903,0.0,0.0,3196.6730000000002,0.0565175643158589
SC,2015,8.16,204000.4,4896.01,41.666663262534186,12.225877233608745,0.06072294140785495,8.496175866673736,0.014224434955709242,3.7297013669350085,0.04649850645214393,26.394,3568.788,166.501,42.776,248.418,545.955,0.0,28.483,25.482,265.215,13.826,1.478,129.851,18.888,223.718,9.493,10.526,99.602,16.903,3741.8,377.329,0.0,71.605,0.0,0.0,9633.031,0.047220647606573324
SD,2015,8.16,47630.5,854.66,55.73034891067793,10.771228591325363,0.026822770508927007,6.750703729030016,0.0058556902226047924,4.020524862295346,0.02096708028632177,0.0,970.784,16.69,8.993,83.022,148.17,0.397,3.267,61.004,80.355,0.801,6.709,5.228,28.783,80.835,3.698,0.0,141.048,21.694,0.0,4.334,0.0,0.198,8.098,0.0,1674.1079999999997,0.0351478149505044
TN,2015,8.13,323658.5,6595.35,49.07374134807099,12.68744422656715,0.06335622446236933,8.794120134251186,0.00772151718017966,3.893324092315965,0.05563470728218922,0.0,6547.191,159.768,0.0,809.567,857.605,0.0,8.153,263.566,550.03,1.446,0.323,790.557,33.333,278.716,47.806,5.966,335.982,8.641,302.196,1400.973,84.211,190.034,2.195,19.396,12697.654999999999,0.039231643846832386
TX,2015,8.14,1564374.3,27468.53,56.95151142052378,14.262996493705032,-0.0023601382293136908,10.220796264734263,0.018572092032407284,4.042200228970768,-0.020932230261721863,0.0,33664.187,1147.565,30.981,1986.919,3462.288,7.114,654.641,1491.765,5208.722,68.483,19.776,129.394,108.204,2107.627,137.645,7.924,687.419,160.413,0.0,0.0,0.0,0.0,4005.371,0.0,55086.438,0.035213080398981245
UT,2015,8.17,148917.8,2983.63,49.91161772739917,11.911149754845031,0.050896898496581855,8.000895958997612,0.015299287264343597,3.910253795847419,0.035597611232237814,0.0,1882.901,51.221,0.0,119.28,377.39,0.0,24.798,115.761,195.373,1.936,0.0,0.465,28.72,176.458,16.283,0.0,53.264,2.895,3157.718,368.681,0.0,0.0,130.212,0.0,6703.356,0.04501379955921992
VT,2015,8.0,30663.7,625.81,48.998418050206936,10.3308348235531,0.03224567911128773,6.4390468106532905,0.00019176987673574786,3.8917880128998106,0.03205390923455198,1035.611,366.667,24.839,0.0,57.95,85.619,0.0,18.277,76.755,396.081,0.438,0.029,3.409,7.449,70.033,8.907,0.0,19.403,1.859,709.31,112.643,9.89,33.622,0.0,4.361,3043.152,0.0992428180552249
VA,2015,8.11,484530.8,8367.3,57.90766436006837,13.090936278983861,0.04218844115192866,9.032086530798031,0.006218426737818916,4.05884974818583,0.03597001441410885,32.712,3793.215,257.229,0.105,451.037,755.681,0.0,131.27,177.588,928.962,13.025,0.102,57.686,25.656,449.616,40.018,0.0,239.148,4.028,11903.945,817.851,0.097,345.747,2.258,109.909,20536.885000000002,0.04238509708773932
WA,2015,8.09,471702.8,7167.29,65.81327112479055,13.06410440523099,0.06293738223319068,8.877282898409574,0.015432487493939107,4.186821506821419,0.047504894739253345,2018.393,12517.831,331.405,0.0,555.976,1247.817,1.458,483.211,474.183,629.353,133.757,6.038,34.595,45.738,564.178,116.458,18.529,312.495,165.201,0.0,0.0,150.295,793.65,43.893,0.0,20644.454,0.043765807622935464
WV,2015,8.03,70815.9,1843.33,38.41737507662762,11.167838830739521,-0.013370469547448138,7.519328997528372,-0.003919981196551348,3.6485098332111496,-0.009450488350897679,6.678,1293.327,18.159,46.928,155.687,433.877,2.312,152.167,102.188,414.678,1.333,2.932,0.927,12.23,2.409,105.298,0.136,9.896,3.757,1932.457,188.758,0.0,10.97,668.88,0.0,5565.984,0.07859794198760449
WI,2015,8.07,306498.9,5762.93,53.18456063148433,12.632969445444948,0.04218999561615,8.659201304911397,0.0016898041816624243,3.9737681405335517,0.040500191434488464,165.155,4892.126,57.596,0.223,184.166,1014.656,0.0,395.883,641.464,460.983,1.803,0.709,19.623,67.232,470.542,39.053,81.944,340.205,5.464,7069.248,1032.411,-0.113,57.82,9.263,11.57,17019.025999999998,0.055527200913282226
WY,2015,8.09,37860.7,586.39,64.56573270349085,10.54166891376302,-0.04065642655916868,6.3739850972210315,0.005523505984410093,4.167683816541988,-0.04617993254357966,318.569,811.105,1.885,0.0,29.648,118.639,2.524,3.475,24.696,2.878,0.0,0.0,14.153,33.58,77.492,2.217,0.0,26.326,0.0,0.0,0.0,0.0,0.0,883.913,5.223,2356.3230000000003,0.06223664644340967
AL,2016,8.14,204454.7,4866.82,42.00991612593028,12.228101714034304,0.02104205576150342,8.490196025381303,0.0024728401490961005,3.737905688653001,0.01856921561240732,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,2016,8.02,49755.6,742.58,67.00368983813192,10.814878299066091,-0.019356977609735537,6.6101306089806195,0.0056042982315887,4.204747690085472,-0.024961275841325126,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,2016,8.14,313056.5,6944.77,45.07802274229384,12.654138964414216,0.04722856716136725,8.84574413728944,0.016252849129712033,3.808394827124775,0.030975718031654775,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,2016,8.01,119191.8,2991.82,39.839228295819936,11.688489239300804,0.012303569645151669,8.003637176856849,0.004049205489036645,3.684852062443954,0.008254364156113692,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,2016,7.99,2671100.5,39149.19,68.2287551798645,14.798001117741414,0.042622685999266,10.575135011549744,0.006274948206526076,4.222866106191671,0.0363477377927417,,,,,,,,,,,,,,,,,,,,,,,,,,,
