DATE,Base: Total ($ Mil),Base: Currency in Circulation ($ Mil),Balance Sheet: Total Assets ($ Mil),"Balance Sheet Securities, Prem-Disc, Repos, and Loans ($ Mil)",Balance Sheet: Securities Held Outright ($ Mil),Balance Sheet: U.S. Treasuries Held Outright ($ Mil),Balance Sheet: Federal Agency Debt Securities ($ Mil),Balance Sheet: Mortgage-Backed Securities ($ Mil),Balance Sheet: Repos ($ Mil),Balance Sheet: Central Bank Liquidity Swaps ($ Mil),Balance Sheet: Direct Lending ($ Mil),Balance Sheet: Unamortized Security Premiums ($ Mil),Balance Sheet: Total Liabilities ($ Mil),Balance Sheet: Federal Reserve Notes Outstanding ($ Mil),Balance Sheet: Reverse Repos ($ Mil),Balance Sheet: Excess Reserves ($ Mil),Balance Sheet: Required Reserves ($ Mil),Balance Sheet: Total Reserves ($ Mil),Balance Sheet: Deposits from Dep. Institutions ($ Mil),Balance Sheet: U.S. Treasury General Account ($ Mil),Balance Sheet: Other Deposits ($ Mil),Balance Sheet: All Deposits ($ Mil),Federal Funds Target (Pre-Crisis),Federal Funds (Upper) Target,Effective Federal Funds Rate,Interest on Excess Reserves,Interest on Reserve Balances,Vault Cash ($ Mil),Vault Cash Used as Req. ($ Mil)
2013-09-30,3486900.0,1206.3275,3693106.75,3625351.25,3427579.5,2047109.25,64308.25,1316162.0,0.0,290.5,281.0,203638.75,3638223.5,1163704.0,95266.25,2208122.75,66559.5,2276.101,2277721.25,43327.5,35.048500000000004,2369637.25,,0.25,0.08,0.25,,62105.5,52.771
2013-10-31,3589500.0,1213.4248,3800415.6,3727043.2,3529791.0,2096585.4,59925.8,1373279.6,0.0,302.6,240.6,204907.8,3745535.4,1172007.8,107130.0,2293907.4,67628.4,2364.8112,2378605.0,35841.6,33.523,2455833.0,,0.25,0.0870967741935483,0.25,,63131.0,52.839
2013-11-30,3684600.0,1220.8445,3897885.75,3826255.75,3628525.75,2144303.0,58726.0,1425496.75,0.0,272.25,174.0,206981.75,3843002.75,1179289.75,107822.75,2386864.5,70645.5,2457.50975,2474404.5,39536.75,19.75475,2545619.0,,0.25,0.0843333333333333,0.25,,64065.5,54.04
2013-12-31,3717500.0,1230.286,3991804.5,3921677.5,3724210.75,2190407.0,57508.75,1476295.0,0.0,272.5,176.75,208691.75,3936813.75,1189019.25,127139.0,2434735.0,68287.5,2503.022,2492003.25,66190.0,24.084,2610333.25,,0.25,0.0851612903225806,0.25,,65922.0,55.771
2014-01-31,3728500.0,1231.6314,4064681.0,3990204.2,3794418.6,2223451.6,55522.2,1515444.8,0.0,262.2,131.0,208786.8,4009655.4,1187606.4,204059.6,2406869.0,74967.6,2479.5286,2463957.2,110687.8,30.7238,2609375.2,,0.25,0.0716129032258064,0.25,,67726.4,58.248
2014-02-28,3833400.0,1237.5345,4134488.75,4061377.75,3867267.25,2265050.0,51411.0,1550806.5,0.0,359.75,101.25,208979.25,4078825.5,1197243.75,203686.25,2511043.0,76835.0,2587.04875,2592460.5,46791.0,23.63025,2670387.0,,0.25,0.0664285714285714,0.25,,67488.0,56.248
2014-03-31,3885900.0,1261.586,4200543.75,4129585.75,3936391.75,2300431.25,49377.0,1586584.0,0.0,458.0,108.0,209453.75,4144459.25,1220405.5,176007.0,2548330.25,78787.75,2634.68975,2636730.0,73910.25,13.3215,2740848.25,,0.25,0.0780645161290322,0.25,,63892.25,53.674
2014-04-30,3930700.0,1270.1276,4271396.8,4195620.8,4003166.8,2334953.8,46242.0,1621970.8,0.0,385.6,105.4,209815.6,4215284.2,1227606.4,226999.6,2571121.6,80166.6,2648.2016,2615722.6,118955.6,15.6388,2753221.8,,0.25,0.0903333333333333,0.25,,65003.8,54.531
2014-05-31,3911500.0,1275.94825,4322501.5,4247980.0,4056000.0,2363551.0,44523.5,1647925.5,0.0,268.5,142.75,209712.0,4266199.5,1233746.5,299193.25,2545590.0,83256.5,2628.84625,2645028.25,53507.5,15.59375,2725297.5,,0.25,0.0870967741935483,0.25,,63263.0,53.203
2014-06-30,3948700.0,1279.37525,4352084.25,4280373.0,4089046.75,2388109.0,43870.5,1657067.25,0.0,162.0,197.25,209419.0,4295769.75,1236274.0,215064.5,2602295.0,80907.5,2683.2022500000003,2670737.75,82501.25,10.939,2836590.75,,0.25,0.0956666666666666,0.25,,63178.5,53.914
2014-07-31,3989100.0,1284.825,4395203.2,4318135.8,4127094.8,2411464.6,42949.0,1672681.2,0.0,104.8,230.4,209367.0,4338882.4,1242272.0,237253.8,2602222.8,84314.2,2688.504,2693169.2,69451.0,13.6678,2852243.0,,0.25,0.0909677419354838,0.25,,64134.6,55.019
2014-08-31,4075000.0,1287.50325,4417173.5,4342878.75,4151875.0,2429385.0,41703.25,1680786.75,0.0,75.5,291.5,209387.25,4360843.0,1244827.75,253398.0,2702421.5,86137.25,2786.2725,2784248.25,49941.5,18.4165,2855112.0,,0.25,0.0880645161290322,0.25,,64682.25,55.173
2014-09-30,4049200.0,1290.7725,4436408.25,4365838.75,4174843.25,2443205.0,40784.0,1690854.25,0.0,62.75,340.5,209337.75,4380059.75,1247030.75,257964.0,2688205.5,82367.75,2773.7575,2765450.0,73944.5,15.73425,2867627.75,,0.25,0.0883333333333333,0.25,,64262.75,55.202
2014-10-31,4001500.0,1294.0368,4469678.6,4394885.0,4204217.6,2456463.0,39822.4,1707932.2,0.0,48.0,225.8,209172.6,4413255.0,1251338.6,256582.4,2630583.6,85458.2,2713.3552,2715835.6,111309.2,14.136,2897667.6,,0.25,0.0890322580645161,0.25,,64733.0,54.648
2014-11-30,3830400.0,1309.49225,4488542.5,4416188.25,4226174.0,2461612.5,39444.25,1725117.75,0.0,0.5,129.5,208496.0,4432009.75,1268209.25,238659.5,2447892.0,86085.0,2533.9765,2534130.75,87686.75,12.3895,2917857.5,,0.25,0.092,0.25,,64624.5,55.521
2014-12-31,3934500.0,1326.6982,4496884.8,4426424.2,4237327.0,2461492.8,38677.0,1737157.2,0.0,312.6,114.0,207444.4,4439869.6,1285487.2,309584.0,2504551.0,83245.2,2585.2148,2527025.8,135818.0,13.5966,2838232.6,,0.25,0.1225806451612903,0.25,,68859.8,59.236
2015-01-31,4017100.0,1333.447,4507150.25,4431691.5,4243591.0,2461014.0,38132.5,1744444.25,0.0,384.75,59.75,206353.0,4450002.75,1288167.5,251740.0,2594833.5,89840.25,2685.5115,2701235.25,181658.75,16.67575,2903274.25,,0.25,0.1148387096774193,0.25,,70894.25,61.875
2015-02-28,3840500.0,1341.2565,4496402.25,4426011.5,4239116.5,2460409.25,37054.75,1741652.75,0.0,0.75,11.25,205059.5,4439092.25,1299978.25,279362.5,2434645.5,88920.25,2501.813,2514980.75,101956.5,13.92125,2852895.5,,0.25,0.1107142857142857,0.25,,70537.5,59.204
2015-03-31,4030600.0,1354.764,4488338.25,4421993.5,4236299.25,2459847.25,36877.0,1739575.0,0.0,1.75,13.0,203721.25,4430752.0,1311713.75,277732.25,2554214.25,91712.5,2674.9785,2677870.75,59642.0,13.47175,2833933.75,,0.25,0.1129032258064516,0.25,,67434.0,57.66
2015-04-30,4059400.0,1359.9262,4482355.6,4411015.4,4226936.6,2459806.2,36287.8,1730842.4,0.0,162.0,50.2,201912.2,4424670.4,1316413.0,270222.6,2606686.0,92838.4,2695.5958,2681595.4,133566.6,16.9948,2829796.0,,0.25,0.1246666666666666,0.25,,67971.6,57.78
2015-05-31,3949400.0,1364.56975,4479564.0,4409864.0,4226954.25,2460410.25,35895.0,1730649.25,155.0,0.5,84.25,200403.25,4421527.5,1321491.0,266399.75,2497338.5,92819.0,2590.157,2594741.75,192963.25,20.8715,2825100.5,,0.25,0.1232258064516129,0.25,,67185.5,57.374
2015-06-30,3919600.0,1366.158,4479059.25,4411395.25,4229760.75,2460830.0,35895.0,1733035.75,0.0,57.25,164.0,199071.0,4420800.0,1321668.5,254912.5,2474765.0,87903.5,2562.6685,2555185.0,212287.0,15.914,2836449.25,,0.25,0.129,0.25,,66885.0,57.99
2015-07-31,3961200.0,1369.7752,4488001.4,4415558.4,4235257.2,2461238.4,35574.2,1738444.2,0.0,423.2,184.2,197571.0,4429711.0,1326212.0,283288.4,2484422.8,90732.0,2577.7664,2604661.4,189612.8,21.8854,2813101.0,,0.25,0.1303225806451612,0.25,,67881.6,58.458
2015-08-31,3984000.0,1375.05275,4484473.0,4414293.5,4235440.5,2461739.5,35093.0,1738608.0,0.0,200.75,253.25,195914.5,4426259.0,1331616.5,239254.0,2500296.5,95014.5,2592.0775,2609638.0,166991.75,20.975,2847945.0,,0.25,0.1380645161290322,0.25,,67012.5,57.795
2015-09-30,4028500.0,1383.8722,4484700.6,4417087.2,4239509.8,2461944.4,35093.0,1742472.2,0.0,356.4,258.6,194467.0,4426304.6,1340279.0,328169.6,2555720.4,93690.8,2649.3856,2574616.8,148433.2,22.756,2750689.6,,0.25,0.136,0.25,,66992.8,57.321
2015-10-31,4060500.0,1391.429,4495400.0,4422106.5,4245731.25,2461855.5,34619.5,1749256.25,0.0,142.0,200.0,193104.5,4436813.5,1347584.25,305309.75,2580269.0,89951.5,2670.22025,2685637.5,59337.75,28.5225,2775935.25,,0.25,0.1235483870967742,0.25,,68322.5,57.751
2015-11-30,4006700.0,1402.991,4486380.75,4416887.0,4241865.0,2461695.5,33545.0,1746624.25,0.0,144.75,110.5,191699.75,4427725.5,1360359.0,297701.25,2532965.5,88606.5,2621.57175,2634029.0,101843.25,26.32575,2762099.75,,0.25,0.1176666666666666,0.25,,67825.5,58.237
2015-12-31,3835800.0,1415.0438,4486241.6,4418088.2,4244114.8,2461577.6,32944.0,1749593.2,118.0,466.4,187.0,190309.6,4431387.0,1372008.2,349800.4,2350309.8,89861.4,2458.6294,2416404.0,250035.4,27.0052,2702019.0,,0.3790322580645161,0.2406451612903225,0.3709677419354839,,71182.6,61.413
2016-01-31,3792700.0,1417.33125,4489872.5,4416530.25,4244184.75,2461423.0,32131.0,1750630.75,0.0,335.5,81.0,188757.5,4450368.25,1370990.75,319536.75,2274228.5,94766.0,2348.5185,2403918.25,324174.75,28.125,2752854.0,,0.5,0.3429032258064516,0.5,,73183.25,63.904
2016-02-29,3872500.0,1420.97625,4485799.5,4415127.25,4244013.5,2461183.5,31318.0,1751512.0,0.0,92.25,28.25,187457.5,4446282.0,1377977.0,290016.25,2347198.5,92058.25,2429.15075,2460121.0,262001.5,21.7845,2771189.0,,0.5,0.3751724137931034,0.5,,74114.0,62.053
2016-03-31,3898400.0,1436.8766,4484319.6,4416786.0,4246872.2,2461239.2,30081.4,1755551.2,0.0,72.0,22.0,186261.8,4444585.4,1393447.8,308397.8,2366164.2,93402.8,2465.5728,2450648.2,254877.0,25.487,2735548.6,,0.5,0.362258064516129,0.5,,70032.0,59.303
2016-04-30,3872900.0,1444.63825,4487148.5,4414064.75,4245468.75,2461379.0,28176.5,1755913.25,0.0,56.0,53.0,184801.25,4447101.75,1400447.0,265667.25,2336553.5,96750.5,2433.30375,2433714.5,302876.0,37.28425,2773403.25,,0.5,0.3653333333333333,0.5,,69534.0,59.274
2016-05-31,3836500.0,1450.9975,4472633.25,4401723.0,4234574.25,2461613.0,26096.0,1746865.25,152.5,803.0,80.5,183005.25,4432572.75,1406850.75,292744.5,2277298.0,100560.0,2377.85775,2383188.25,291004.25,34.83225,2725875.25,,0.5,0.3651612903225806,0.5,,69433.5,59.699
2016-06-30,3825500.0,1457.5058,4469248.6,4400784.4,4235034.2,2462032.2,25096.0,1747906.0,0.0,161.8,120.8,181618.6,4429144.0,1413044.2,319575.0,2277724.6,100179.2,2378.1972,2354480.4,293675.2,39.7582,2688989.6,,0.5,0.3776666666666666,0.5,,69598.2,60.455
2016-07-31,3772500.0,1463.67725,4472069.5,4397284.75,4232746.25,2462595.75,23794.0,1746356.75,0.0,1394.75,233.25,180142.0,4431969.75,1418159.75,318798.5,2204315.0,100855.5,2303.4595,2321517.75,312281.75,51.039,2687539.25,,0.5,0.3916129032258065,0.5,,71319.0,61.524
2016-08-31,3816700.0,1464.3406,4466789.0,4396959.2,4233495.8,2463290.2,22492.0,1747713.8,0.0,596.6,206.6,178930.0,4426657.8,1419719.2,342881.6,2245757.8,103692.8,2350.5258000000003,2338709.2,254606.0,42.2466,2656727.6,,0.5,0.3967741935483871,0.5,,71691.4,61.232
2016-09-30,3735900.0,1470.25,4466515.75,4398014.5,4235440.0,2463529.5,21492.0,1750418.75,0.0,162.25,218.5,177886.75,4426359.0,1424567.5,395145.75,2171348.0,108292.0,2279.6397500000003,2246718.0,297266.25,46.71875,2598846.25,,0.5,0.3963333333333333,0.5,,70047.5,59.787
2016-10-31,3572100.0,1475.81075,4459703.25,4384301.5,4223083.25,2463508.5,19492.5,1740082.0,0.0,3486.0,123.25,176491.5,4419524.75,1430938.0,443916.25,1979970.0,104655.5,2084.625,2099075.0,378758.0,44.88125,2537877.5,,0.5,0.3964516129032258,0.5,,71365.5,60.933
2016-11-30,3629800.0,1488.5398,4454779.2,4386251.8,4226056.8,2463724.8,18493.0,1743839.2,0.0,905.4,36.4,175410.8,4414488.8,1444651.6,394137.2,2032849.0,107682.6,2135.8016,2124674.6,384394.6,52.257000000000005,2568955.6,,0.5,0.4066666666666666,0.5,,70991.6,61.355
2016-12-31,3531600.0,1499.35475,4460032.75,4390050.25,4231125.25,2463548.5,17336.5,1750240.0,14.75,3093.5,54.5,174001.0,4419607.25,1455520.5,496589.5,1939574.0,105579.5,2064.45975,2040726.75,357285.5,57.084,2460677.25,,0.6451612903225806,0.54,0.6370967741935484,,74595.25,64.28
2017-01-31,3595500.0,1504.57875,4454801.5,4381491.25,4224287.0,2463526.25,16180.0,1744580.75,0.0,2317.25,24.25,172257.5,4414355.25,1457455.5,420644.75,1954794.0,107996.5,2044.5665,2091230.75,384873.5,54.64825,2528939.75,,0.75,0.6496774193548387,0.75,,75922.75,65.766
2017-02-28,3746400.0,1504.65475,4458373.75,4390217.25,4234220.25,2463441.0,15129.5,1755649.75,0.0,259.0,9.75,171038.0,4417875.5,1460285.0,388891.75,2103908.25,109534.0,2215.44525,2226745.0,282153.25,49.4125,2561633.0,,0.75,0.6567857142857143,0.75,,76638.0,64.956
2017-03-31,3856300.0,1527.1188,4467057.8,4401105.2,4246045.4,2463851.8,13329.0,1768864.8,0.0,913.2,10.4,170050.6,4426500.6,1483837.4,468353.2,2205413.6,109544.6,2317.218,2322230.4,71062.0,69.24719999999999,2466948.8,,0.8790322580645161,0.7861290322580645,0.8790322580645161,,72233.6,61.525
2017-04-30,3821700.0,1539.4725,4477134.5,4405237.75,4251207.0,2464592.0,12579.0,1774035.75,0.0,1308.75,38.5,168913.5,4436535.0,1494646.25,376962.25,2181416.5,112245.5,2293.6615,2290721.0,175610.0,90.84,2557276.25,,1.0,0.896,1.0,,74046.5,63.392
2017-05-31,3774400.0,1548.1632,4468515.8,4401135.8,4248248.0,2464720.2,10032.0,1773496.2,24.8,36.4,59.8,167657.8,4427756.6,1503459.2,438954.0,2107583.8,115593.4,2218.109,2200836.4,183488.8,86.3306,2478068.0,,1.0,0.9074193548387096,1.0,,73039.8,63.167
2017-06-30,3762800.0,1555.20975,4469079.0,4401394.0,4249430.0,2464914.5,8281.25,1776234.5,0.0,38.25,111.25,166633.5,4428242.5,1509743.75,439225.0,2094856.0,117905.25,2229.8965,2196193.5,185356.0,80.11625000000001,2471379.25,,1.1333333333333333,1.04,1.1333333333333333,,72757.5,63.137
2017-07-31,3795400.0,1562.5925,4469040.25,4396451.75,4245468.5,2465133.0,8097.0,1772238.75,0.0,812.75,174.0,165497.0,4428193.25,1516646.25,410772.5,2098825.25,118760.5,2207.9415,2238215.75,175004.0,81.86025,2493918.25,,1.25,1.1506451612903223,1.25,,73667.75,63.606
2017-08-31,3910000.0,1565.2882,4462999.4,4395161.2,4245264.6,2465247.2,7561.0,1772456.4,0.0,35.8,216.0,164282.0,4422063.2,1520199.2,367740.0,2211834.0,121927.6,2332.8364,2332598.0,107159.2,80.3296,2526822.2,,1.25,1.1570967741935485,1.25,,74320.4,63.158
2017-09-30,3874500.0,1578.29525,4459721.25,4393086.75,4244310.5,2465408.0,6757.0,1772145.75,0.0,49.0,223.25,163050.75,4418581.25,1532914.0,406821.0,2185119.0,122524.0,2307.643,2281372.0,104561.25,85.18299999999999,2471690.5,,1.25,1.153333333333333,1.25,,72675.5,62.14
2017-10-31,3829900.0,1583.26425,4462669.25,4391316.25,4243561.5,2465597.25,6757.0,1771207.0,0.0,932.0,161.0,161977.25,4421456.5,1537266.25,366457.25,2119159.5,115550.5,2234.70975,2248244.75,172781.0,85.32775,2510822.25,,1.25,1.1538709677419354,1.25,,76905.0,65.2
2017-11-30,3907700.0,1592.1306,4450387.0,4383088.6,4236435.8,2458046.8,5810.6,1772578.4,13.0,36.4,56.4,160853.0,4409136.4,1547368.2,292483.0,2185396.0,122863.8,2305.2402,2311579.0,164166.8,84.7598,2562104.8,,1.25,1.157,1.25,,74572.4,63.827
2017-12-31,3851000.0,1604.5445,4446506.0,4376116.75,4230614.5,2454296.5,4391.0,1771927.5,0.0,3035.5,82.75,159589.75,4405168.5,1560541.75,353109.0,2140865.0,122984.25,2287.06025,2265412.5,136041.0,83.33075,2484266.0,,1.3951612903225807,1.3016129032258066,1.3951612903225807,,76279.75,65.549
2018-01-31,3824800.0,1611.3406,4437893.4,4360194.0,4216121.4,2445329.2,4391.0,1766401.0,0.0,4999.4,71.8,158111.0,4396478.4,1563876.6,305643.6,2077049.6,127160.0,2188.66,2202318.6,235401.4,78.549,2520572.4,,1.5,1.414516129032258,1.5,,77355.0,66.417
2018-02-28,3855100.0,1616.28075,4415167.25,4344693.75,4202044.25,2432168.25,4391.0,1765485.0,0.0,60.0,27.0,156705.5,4374212.0,1572187.75,276642.0,2114769.5,124006.0,2238.77525,2229907.0,197818.25,86.2475,2519275.5,,1.5,1.4175,1.5,,78788.5,66.481
2018-03-31,3800600.0,1633.03775,4399193.75,4331800.25,4190563.0,2424642.5,4391.0,1761529.5,0.0,71.25,14.0,155281.0,4360026.75,1587593.75,243833.5,2053282.5,120156.0,2173.43825,2176392.25,255750.75,81.892,2522270.25,,1.5806451612903225,1.5061290322580645,1.5806451612903225,,75235.5,63.866
2018-04-30,3727100.0,1639.95075,4382144.25,4309832.75,4169986.5,2413097.0,4391.0,1752498.5,0.0,1313.5,46.0,153794.75,4342910.5,1594294.5,249155.75,1976985.5,125012.0,2101.9975,2076420.5,335604.5,82.19275,2493522.0,,1.75,1.6923333333333332,1.75,,75875.5,64.855
2018-05-31,3674800.0,1650.8788,4343353.0,4276012.2,4137654.4,2390418.4,4391.0,1742845.0,25.8,84.4,116.6,152138.8,4304027.8,1605832.4,250715.0,1892046.0,128590.0,2019.6462,2021538.4,339193.4,75.7602,2441436.0,,1.75,1.7,1.75,,74057.4,64.124
2018-06-30,3650500.0,1661.27175,4316371.0,4249415.0,4112737.0,2378061.0,2904.5,1731771.25,0.0,86.5,157.5,150488.0,4276991.0,1615125.25,251203.25,1870897.75,124927.0,1999.9195,1997015.5,328671.75,76.4345,2404159.75,,1.8916666666666664,1.8196666666666663,1.8633333333333333,,74400.75,64.525
2018-07-31,3618300.0,1669.05675,4287565.25,4216443.5,4081135.5,2360135.0,2409.0,1718591.5,0.0,350.0,207.25,148991.25,4248662.75,1622503.25,257204.0,1824435.0,124803.75,1947.5775,1958078.0,329189.0,75.36175,2362866.5,,2.0,1.91,1.95,,75551.0,64.792
2018-08-31,3584500.0,1671.6080000000002,4238067.8,4171894.6,4038076.0,2329464.2,2409.0,1706202.6,0.0,93.2,265.0,147370.0,4199093.0,1626490.0,239864.2,1791310.2,125379.4,1915.7324,1926914.2,324051.6,72.69460000000001,2326667.2,,2.0,1.9148387096774195,1.95,,76447.6,64.929
2018-09-30,3559800.0,1685.51475,4205069.0,4140723.5,4008366.0,2313205.0,2409.0,1692752.0,0.0,92.75,344.75,145745.75,4166038.0,1639048.75,230823.25,1755852.0,126243.5,1882.0955,1870625.5,347224.0,71.063,2290216.25,,2.033333333333333,1.9546666666666668,1.9833333333333332,,74523.5,64.145
2018-10-31,3520900.0,1690.1318,4167971.4,4100500.8,3969789.8,2289459.2,2409.0,1677921.4,0.0,82.6,251.8,144059.6,4128858.2,1644349.8,226036.8,1706135.2,124260.0,1828.0068,1828928.6,349413.0,70.51419999999999,2252655.6,,2.25,2.187741935483871,2.2,,76089.6,65.781
2018-11-30,3476300.0,1701.60225,4122799.0,4056974.0,3927951.5,2261764.5,2409.0,1663778.0,0.0,63.0,108.5,142424.0,4083675.25,1655675.75,232283.25,1651829.0,126097.0,1780.9755,1786135.5,323627.5,71.3885,2189711.0,,2.25,2.197666666666667,2.2,,76552.5,65.537
2018-12-31,3400700.0,1706.89225,4083567.0,4018797.0,3891230.25,2240633.75,2409.0,1648187.5,16.5,1147.75,74.5,140969.75,4044406.5,1661360.0,242135.0,1580691.5,122963.0,1708.51025,1699454.25,353951.25,76.53425,2134654.25,,2.346774193548387,2.274193548387097,2.27741935483871,,80230.5,68.462
2019-01-31,3346900.0,1709.7257999999997,4050343.0,3981009.8,3854999.4,2221055.0,2409.0,1631535.8,0.0,908.8,16.2,139348.2,4011208.4,1661303.2,259128.6,1507524.0,131572.4,1635.1592,1623576.2,388416.8,71.6618,2085322.2,,2.5,2.4,2.4,,80560.0,68.226
2019-02-28,3353500.0,1707.7842500000002,4002697.75,3937217.75,3812691.75,2193902.5,2409.0,1616381.0,0.0,73.25,17.25,137746.75,3963541.75,1662084.5,250255.5,1518295.0,124669.0,1642.964,1648808.75,331510.5,61.892,2045713.75,,2.5,2.4,2.4,,81621.5,68.45
2019-03-31,3381500.0,1719.26225,3964764.5,3902978.5,3779794.25,2175508.0,2393.5,1601892.75,0.0,66.5,13.75,136338.75,3925493.25,1673912.5,239771.75,1540933.5,128460.5,1669.39375,1675068.0,265583.5,61.313500000000005,2005875.25,,2.5,2.4051612903225807,2.4,,77015.5,64.64
2019-04-30,3286700.0,1726.40875,3933098.25,3867027.0,3745014.5,2153426.0,2347.0,1589241.5,0.0,382.5,20.75,135039.25,3893765.0,1680248.0,257955.25,1457280.0,128945.0,1586.2245,1568664.0,321103.75,59.0735,1949696.5,,2.5,2.423666666666667,2.4,,75965.0,64.455
2019-05-31,3244500.0,1732.2266,3871707.0,3809222.8,3688771.6,2118368.0,2347.0,1568056.6,13.0,38.8,53.4,133388.2,3832366.6,1686158.0,265873.8,1368538.4,134525.2,1503.8258,1506946.8,304357.2,58.411,1874291.0,,2.5,2.390967741935484,2.351612903225807,,75948.6,65.024
2019-06-30,3274800.0,1737.76075,3842108.25,3779447.5,3660450.5,2110020.5,2347.0,1548083.0,0.0,18.5,109.0,131838.25,3802904.75,1691175.25,273230.0,1410368.25,133740.5,1549.186,1544855.75,220064.75,65.32475,1832278.25,,2.5,2.377666666666667,2.35,,75780.25,65.452
2019-07-31,3260300.0,1746.8978,3803776.8,3736864.8,3619434.4,2091915.2,2347.0,1525172.4,0.0,24.0,120.6,130124.4,3764550.0,1700304.0,291809.8,1373614.2,136172.4,1504.9622,1508304.0,195445.8,59.2042,1766581.4,,2.5,2.4029032258064515,2.35,,76636.0,65.065
2019-08-31,3271400.0,1749.11525,3773093.25,3708545.0,3592769.5,2086366.0,2347.0,1504056.5,0.0,46.75,122.75,128505.25,3733814.75,1703101.25,292653.25,1391354.5,134739.5,1526.09375,1521237.25,136412.75,65.52775,1732420.5,,2.25,2.1258064516129034,2.1,,78685.5,65.969
2019-09-30,3202700.0,1762.662,3808397.75,3747578.75,3587532.75,2102460.5,2347.0,1482725.25,45000.0,248.25,89.75,127745.75,3769127.0,1716013.5,303133.75,1300206.5,134455.0,1434.661,1431459.0,241806.75,69.72625,1744354.0,,2.15,2.043,1.98,,76152.5,65.035
2019-10-31,3252800.0,1769.4847999999995,3970156.0,3904890.2,3599892.2,2137275.8,2347.0,1460269.2,190220.8,227.8,73.6,127325.2,3930828.2,1724148.2,295646.4,1346916.0,134861.8,1477.7536,1484249.8,353971.4,66.0892,1905134.2,,1.991935483870968,1.8296774193548384,1.7919354838709678,,76992.2,65.623
2019-11-30,3315600.0,1785.601,4042612.25,3978966.5,3657719.5,2216176.5,2347.0,1439196.5,207792.75,45.5,31.25,126325.75,4003503.25,1739532.0,288350.75,1386355.25,139863.75,1525.42775,1540324.5,366204.0,64.34075,1969280.0,,1.75,1.5533333333333337,1.55,,76825.5,65.881
2019-12-31,3426500.0,1794.25975,4115957.5,4053107.5,3717710.75,2292897.25,2347.0,1422466.5,223148.75,981.0,22.0,125432.5,4077345.0,1747974.0,264369.5,1482130.25,138562.75,1631.0235,1636150.25,343280.0,69.19325,2058535.0,,1.75,1.550967741935484,1.55,,79735.25,68.255
2020-01-31,3442600.0,1798.9844,4159312.4,4092062.0,3769749.6,2365882.0,2347.0,1401520.4,211375.0,1524.0,17.4,124192.4,4120789.8,1750434.2,274249.2,1496750.4,145811.0,1638.9527999999998,1620131.4,399548.0,68.576,2090071.2,,1.75,1.5506451612903225,1.553225806451613,,80930.4,69.835
2020-02-29,3454500.0,1795.98375,4169900.75,4106376.25,3835519.75,2449062.25,2347.0,1384110.5,160497.5,53.5,4.75,123740.0,4131371.25,1749563.5,227481.0,1513219.5,137073.0,1650.29225,1671761.5,407398.0,67.327,2148566.25,,1.75,1.583103448275862,1.6,,81500.5,69.954
2020-03-31,3883100.0,1826.07575,4618977.0,4506172.25,4037279.0,2661199.5,2347.0,1373732.75,307918.75,51550.5,34338.75,138849.0,4580338.25,1787975.75,265759.25,1740628.0,140857.0,1881.48475,1952034.25,384970.75,154.255,2519037.0,,0.782258064516129,0.6522580645161291,0.6322580645161291,,77268.5,54.222
2020-04-30,4844900.0,1887.3796,6298340.0,5838001.0,5273876.6,3728969.4,2347.0,1542560.0,190520.6,386715.4,124912.6,255612.6,6259507.8,1843060.4,333379.4,2895189.2,0.0,2895.2092,2958454.2,843299.4,253.602,4059694.6,,0.25,0.049,0.1,,85571.6,0.0
2020-05-31,5149400.0,1929.7285,6947555.25,6413832.0,5843195.25,4069075.5,2347.0,1771773.0,167126.5,445217.0,110935.5,298094.5,6908663.0,1886039.5,264245.25,3210518.75,0.0,3214.3285,3262736.5,1200408.5,220.52425,4700803.5,,0.25,0.05,0.1,,101417.75,0.0
2020-06-30,5001800.0,1955.37,7127786.25,6582068.0,6048567.25,4162877.25,2347.0,1883342.75,132026.0,379724.5,97643.5,309241.25,7088872.0,1909170.0,233173.0,3103827.75,0.0,3104.234,3113796.25,1521977.5,167.9105,4827411.5,,0.25,0.0776666666666666,0.1,,103563.5,0.0
2020-07-31,4700300.0,1978.2678,6960429.4,6606989.6,6188826.4,4251449.0,2347.0,1935030.0,12240.6,159764.8,93393.4,317747.2,6921645.6,1933047.0,221608.6,2748082.0,0.0,2744.6882,2750835.0,1718244.0,167.966,4643579.0,,0.25,0.0925806451612903,0.1,,99735.4,0.0
2020-08-31,4807400.0,2004.5235,6975892.25,6685136.0,6283343.5,4332461.75,2347.0,1948534.75,0.0,98341.25,82613.75,324148.75,6937000.0,1958825.0,213802.75,2786432.0,0.0,2786.43175,2819738.5,1646405.5,169.2755,4641018.5,,0.25,0.0951612903225806,0.1,,95352.0,0.0
2020-09-30,4880300.0,2026.2462,7048374.2,6802569.0,6397502.0,4412852.6,2347.0,1982302.6,200.4,53831.0,78675.2,331076.0,7009254.6,1979673.0,204939.2,2854690.0,0.0,2852.9212,2843619.2,1671715.2,172.0446,4700669.6,,0.25,0.09,0.1,,95313.0,
2020-10-31,4917100.0,2040.20125,7137411.5,6927286.0,6519586.75,4497947.5,2347.0,2019292.0,1014.75,9439.25,74067.0,337239.75,7098189.75,1993284.25,193424.75,,,2861.0125,2902119.25,1671976.75,189.0605,4785496.75,,0.25,0.09,0.1,,,
