ISO_Code,Year,Summary,Size of Government,Legal System & Property Rights,Sound Money,Freedom to trade internationally,Regulation
JPN,2015,7.909686671568368,5.672805099062003,7.707681595504278,9.628885834238643,8.320567528729644,8.218493300307268
JOR,2015,7.499717236077973,7.74398766475732,4.2314765946515855,9.65820743434222,7.981005132795531,7.883909353843211
KAZ,2015,7.255656475963424,7.816023150829421,5.65781659755706,8.948409024213635,6.085895739475417,7.77013786774159
KEN,2015,7.189567374960539,7.6723609768284415,4.995390421342846,9.099685276524346,6.715707023708782,7.464693176398285
KOR,2015,7.636608921796318,6.931525930855697,6.496393619714481,9.662441658375604,7.692861649239411,7.399821750796395
KWT,2015,6.556798661035819,5.849219348793542,4.8944107108348245,7.580700057501476,7.053758128210887,7.405905059838371
KGZ,2015,7.017431202682205,7.4765189906290574,4.803455765945703,8.63558494776423,7.2732225477326615,6.898373761339374
LAO,2015,6.439567270438272,7.072149735397576,5.136048693326025,7.3453206094629895,6.469550573177276,6.174766740827489
LVA,2015,8.118895739497665,7.194027173098073,6.819758718937774,9.470722785113416,8.619524613512471,8.490445406826591
LBN,2015,7.120437264280677,8.553570152376295,4.300296699692575,9.569162912178088,6.805544249712141,6.373612307444289
LSO,2015,6.725341478112379,5.778130145413521,5.649724055514131,7.9096141732243455,6.738053257532182,7.551185758877716
LBR,2015,6.668295147605706,7.00713024826989,4.378290623474949,9.118856048436513,6.528066578018662,6.309132239828514
LBY,2015,5.18376260267235,5.2250000000000005,3.121665347789177,7.0017255625069605,4.391274227034282,6.17914787603133
LTU,2015,8.024003281733425,7.184370994727044,7.038882304768272,9.409066145740773,8.343430921993468,8.144266041437566
LUX,2015,7.815696442972754,5.2783887003332195,8.257176418357025,9.45626232432869,8.09183465520761,7.994820116637226
MDG,2015,6.375543543891149,8.08925121090552,3.1365952041663605,8.048098568075421,6.762163743747951,5.841608992560496
MWI,2015,5.805652718000558,6.359106552962285,4.924636831145601,6.2150687646295575,5.618520915085472,5.910930526179874
MYS,2015,7.492559638285549,6.49431153584832,5.600482191461278,9.513203574599682,7.286416502146312,8.568384387372154
MLI,2015,5.851481093645566,5.782266084695666,3.6314541012105988,6.990485785384112,6.636879440698771,6.2163200562386836
MLT,2015,7.976674506365204,6.8046194195670635,6.540060555181196,9.653675092216698,8.641623069640907,8.243394395220152
MRT,2015,5.908464981919225,6.386378857693432,3.0617914609621706,7.7363840480430905,5.820346613419176,6.537423929478258
MUS,2015,8.044520509506428,7.902175718526882,6.250988806026579,9.590111811263167,8.415741261406238,8.063584950309279
MEX,2015,7.06082481039603,7.810900879165091,4.7852130789949525,8.150228798959887,7.548240295614202,7.009540999246014
MDA,2015,6.948812638668699,7.5603722980428785,5.051181403907728,7.793712278920548,7.189196026126781,7.149601186345559
MNG,2015,7.368485912082825,7.139758712608909,6.145212529500129,9.041661857304502,7.198877293022655,7.3169191679779315
MNE,2015,7.041210583823192,5.944913054179359,5.0965480089891395,8.40109458040219,8.326948567185081,7.436548708360189
MAR,2015,6.553187310295177,6.572320413762377,5.495498687795479,7.293196819406971,6.443517465713557,6.96140316479751
MOZ,2015,5.511736603155578,5.480312068530137,4.304468477450428,6.39073828784786,6.063026526781772,5.320137655167696
MMR,2015,5.580009927866764,6.90269318700021,3.515857778851994,6.2992057048913015,5.411207552615654,5.771085415974664
NAM,2015,6.645868570656079,6.135841887261338,6.455136383862031,6.639547817810294,5.990145023844875,8.008671740501859
NPL,2015,6.574464677127935,8.246344635109912,4.7667951799058255,6.40242269378967,6.555422927485835,6.901337949348432
NLD,2015,7.978666519647215,5.040724680073787,8.388335585771829,9.750208215709845,8.82436306295027,7.889701053730342
NZL,2015,8.60017398637733,6.587865985416391,8.89146185682139,9.50791154863963,8.828104019776568,9.185526521232669
NIC,2015,7.185647708749952,7.26577057186645,4.424092317542731,8.897685752044897,8.1462872442446,7.194402658051083
NER,2015,5.6661692849018745,6.606380591275278,3.374874386597288,6.780420884357139,5.503679685353311,6.065490876926355
NGA,2015,6.637978773898351,8.62726046053871,3.730473925785034,7.939313483112102,5.629879617873128,7.2629663821827855
MKD,2015,7.2734204718981434,7.010032894239487,5.007664718016213,8.31445306292207,7.819598541490398,8.215353142822552
NOR,2015,7.39874472813144,5.275367419786287,8.921169027274576,7.014230228094656,7.902356797383253,7.8806001681184314
OMN,2015,6.597203873589325,4.613971932728611,5.267558000478109,8.342304379436497,8.045540301764547,6.716644753538862
PAK,2015,5.857151792205257,7.895998234999292,3.2860564611051255,6.382514873117851,5.520944486240094,6.200244905563924
PAN,2015,7.865712777975469,8.141789309184166,5.733974396343072,9.35335359596034,8.93180332324004,7.1676432651497315
PNG,2015,6.2197986277404596,5.537754761358049,4.296774654238536,6.501551322421046,7.600056746831472,7.162855653853193
PRY,2015,7.016299425145567,8.256376386104236,4.292554236958597,9.196589768831897,7.162808566737427,6.173168167095685
PER,2015,7.778208628999472,7.732786275850382,5.423093309934538,9.564613147933784,8.491062677835643,7.679487733443014
PHL,2015,7.445430697814142,8.574410161884916,4.607758093160494,9.444142054290413,7.049653124774431,7.551190054960453
POL,2015,7.521170025743774,5.719545055710058,6.420909588546522,9.620805682158744,7.997636071743131,7.846953730560414
PRT,2015,7.689570430783837,6.103415290912006,7.179415527154095,9.677047643996303,8.621910214437815,6.866063477418963
QAT,2015,7.077708662337106,5.937786996847097,5.502660677948701,8.370681252030687,7.905184941338725,7.6722294435203215
ROU,2015,7.905989127838948,7.213245851849173,6.321858509762021,9.490389554658988,8.795705003685734,7.708746719238833
RUS,2015,6.636174899605327,6.325476927027001,5.01108563156675,8.51653189849204,6.86528656486459,6.462493476076252
RWA,2015,7.175592683855621,5.421544647469611,6.0262390430266,9.386881727841736,7.039664753616509,8.003633247323643
SAU,2015,6.005896138723619,4.677753860165422,4.719184621940724,8.331602330470886,6.284868769872745,6.016071111168319
SEN,2015,5.9966732194255865,7.071238890191959,4.204974619477017,7.064081517610686,6.277144861086355,5.365926208761915
SRB,2015,6.89389507284407,6.8699481074485815,5.158131931900869,7.845666799241824,7.4892442489959645,7.10648427663311
SYC,2015,7.543851082224661,7.272242282042439,5.5632714391184965,9.326300807699717,8.055304638221205,7.502136244041449
SLE,2015,5.742327979525949,7.214191782955171,4.301175051420677,7.06877133061866,5.2944391171149965,4.8330626155202365
SGP,2015,8.782170176889037,7.550400077015796,8.278010794697769,9.838853469577028,9.375818884587243,8.86776765856735
SVK,2015,7.540389834187897,5.873913637311758,6.18344214032672,9.735095078308483,8.27197799502903,7.637520319963497
SVN,2015,7.322140165388568,5.035464631573934,6.615480517700407,9.767654512917684,8.075285564920168,7.116815599830651
ZAF,2015,6.8125406187826965,5.5883110654293,6.361405655119636,8.101293575150825,6.466777152190966,7.5449156460227575
ESP,2015,7.802227360479759,6.162982463951369,7.224455139319522,9.762675445531318,8.29859884099173,7.5624249126048575
LKA,2015,6.764296868512945,8.129661794574757,5.144718868366377,8.127745262738884,5.529352364464885,6.89000605241982
SUR,2015,6.652016542192706,5.680484447979286,5.066141801730146,8.862453742262876,6.610251106677341,7.040751612313881
SWE,2015,7.940084293774322,4.808755313508433,8.421306706973866,9.712610452930535,8.449389834254335,8.308359161204441
CHE,2015,8.526446892802024,7.697591200512903,8.811474864620648,9.805207886940963,7.748201921640068,8.569758590295537
SYR,2015,4.8862007316045935,6.848477531670694,3.0877347214674273,4.869576620312631,4.531574231812895,5.093640552759318
TWN,2015,7.72465390237369,7.098341598785862,6.985981468513227,9.634672603769426,7.4903496213887735,7.413924219411162
TJK,2015,6.084341217504315,5.7228446065074525,4.556832834608661,7.8434156478902395,5.983399984136046,6.315213014379174
TZA,2015,6.894458894539407,7.695041894074332,5.532550179133158,8.05894034033036,5.994820006496363,7.190942052662824
THA,2015,6.809276586547834,6.893568653198389,5.081400098146533,8.454208908414154,6.684966579657584,6.9322386933225095
TLS,2015,6.389788303240255,4.7309314208823565,3.2804924547796293,8.849915037659578,7.5613727911757325,7.526229811703982
TGO,2015,5.899181309331597,6.851786716099573,4.353698424467298,7.009346655323247,5.4627249693605675,5.8183497814073
TTO,2015,6.9715008293962795,6.8356196906555535,5.156157621261977,8.254970914983888,8.136569559791049,6.4741863602889325
TUN,2015,6.2766797901068365,6.245987183026689,5.102434384285094,7.058311560764183,6.503743309888148,6.472922512570069
TUR,2015,6.990022490100377,7.309555738253238,5.003404373318117,9.077667130487889,7.117205727246299,6.442279481196345
UGA,2015,7.363974978477197,7.95019818960327,4.529440165292644,8.599190934276033,7.685046628035826,8.055998975178207
UKR,2015,5.382795687624625,6.839001737501974,4.654401817348564,3.2531579880398604,6.1998344679023365,5.967582427330393
ARE,2015,7.0125403054263185,5.545065957403539,4.850229738482277,8.41721926792158,8.415387585837731,7.834798977486465
GBR,2015,8.254559921915035,6.486051484855198,8.239050044048847,9.841926557714075,8.546451553256949,8.159319969700114
USA,2015,8.289744062264544,7.238331174183472,7.74598555503115,9.761051292372787,7.810690154450259,8.892662135285057
URY,2015,7.3037810470752635,6.916625960400928,5.867158921023466,9.078882103692084,8.062911910398379,6.593326339861453
VEN,2015,2.7699381334190085,5.071537344871358,2.4024342994309813,0.6921010649902805,3.0565463003661697,2.6270716574362525
VNM,2015,6.044520723039019,6.47382284816209,4.985637304422254,6.177432424808096,5.917622759217279,6.668088278585379
YEM,2015,6.249440262813703,7.756275460592036,2.694442915486629,8.06719878306922,7.375736227980997,5.353547926939632
ZMB,2015,7.035726925326282,7.542426835260045,5.195345284351258,8.715935351812316,7.22832992787129,6.496597227336497
ZWE,2015,6.3393434335502254,6.967274830156223,4.108501980841226,8.180177544482468,5.8840116637009885,6.556751148570222
ALB,2014,7.6520294491188965,7.691506996006003,5.058871719206066,9.629319505361842,8.0796645656396,7.800784459380968
DZA,2014,5.063733201610463,3.926199661780933,4.059525668583669,7.346166323814829,4.478533497071328,5.508240856801556
AGO,2014,5.04554330035567,5.488615751743536,3.3478933746990194,6.78973718400733,4.834318787587832,4.767151403740627
ARG,2014,4.723586779851292,5.726533146045837,4.377723531810806,4.777095477647886,3.142990656435132,5.5935910873168
ARM,2014,7.8449385999758,8.025833606936985,5.567053562805166,9.358272314379319,8.733206459188429,7.540327056569101
AUS,2014,8.18600399637134,6.754375687472577,8.325540852702021,9.264815185106366,7.831992292706804,8.753295963868938
AUT,2014,7.906867166821695,5.650699865606156,8.2565719320879,9.612099276854057,8.543939486911043,7.4710252726493245
AZE,2014,6.248400759552155,5.052712151731515,4.817247783942998,7.4457607895455284,6.9022439857167495,7.024039086823982
BHS,2014,7.469797251262601,9.015440117284536,6.592960777301128,6.872904914324308,6.3043726083999365,8.563307839003095
BHR,2014,7.165362582196591,6.839064314592292,4.054479125658811,9.119477867599901,7.738768125220077,8.075023477911879
BGD,2014,6.169944714979034,8.625919485950096,2.7352413330394874,6.916141901331649,5.646616271508271,6.92580458306567
BRB,2014,6.732796615206325,7.218935447366546,6.049294252532339,7.07474142682252,6.693945154768179,6.627066794542042
BEL,2014,7.847500993296729,4.730289231788432,8.111820858045865,9.730422081232176,8.61404047048675,8.050932324930422
BLZ,2014,6.746674676342939,7.290016512964762,5.340618270046927,6.843507983518367,6.768856668295748,7.490373946888887
BEN,2014,6.23892957295091,7.6784732394600095,4.379880632483311,6.905913168301876,5.918659297669518,6.311721526839837
BTN,2014,6.749553729983629,7.458731979282928,5.628794641610633,6.862134629650883,6.2786302238721,7.519477175501596
BOL,2014,6.251223959217238,6.146125981727841,4.048973323045277,8.725362694074178,6.7169037019863795,5.618754095252517
BIH,2014,6.9323614644517075,6.016958613245692,5.224957090552766,8.531651559991946,7.699051625650847,7.189188432817288
BWA,2014,7.4388258102405205,6.157515831058099,6.084792688968734,8.873427575760752,8.06163924299532,8.016753712419701
BRA,2014,6.485345811756359,6.900580128858688,5.5783918161316475,8.227230323672392,6.74914300554876,4.971383784570306
BRN,2014,6.899431547116338,5.0,4.914549591493434,8.985795180076316,7.162723207709288,8.43408975630265
BGR,2014,7.617959763775799,7.006715176343798,5.493185372227657,9.240557518806717,8.55788396284034,7.791456788660489
BFA,2014,6.032863628851584,6.314787169905548,3.9550428958886905,6.957158134241172,6.12148979077349,6.815840153449017
BDI,2014,6.056094372181439,6.449020974146512,3.356151392388743,8.040465582217228,5.8523130007486595,6.582520911406056
CPV,2014,7.072645093070184,6.961842705380062,6.472886000998699,8.507335046608315,6.712951604887701,6.708210107476147
KHM,2014,7.173664323490475,8.254731420716551,3.8285720493533595,9.260142546280962,7.55441193288936,6.970463668212143
CMR,2014,5.807134197921325,7.242473903414114,3.1309492777747727,7.160922942666041,5.165895521638294,6.335429344113403
CAN,2014,8.290705623412212,6.978965706149758,7.946177253513066,9.604124498368252,8.22551101579273,8.69874964323725
CAF,2014,4.921125442756944,5.654254462049477,3.170026697421405,5.3792534345908605,5.237327562128109,5.164765057594868
TCD,2014,5.140749985620807,6.611475976796262,3.2090223727315816,6.437866151002451,5.073749763058031,4.371635664515709
CHL,2014,7.913774076012629,8.03613808376907,6.847269724890896,8.931046521933846,8.43310418747489,7.321311861994446
CHN,2014,6.207088921204204,5.092727755842392,5.12900116998066,8.194526947532188,6.37901613818213,6.240172594483648
COL,2014,6.69083836545286,6.217126474284913,4.651355545408353,8.147736196307331,6.757059378963453,7.680914232300253
COD,2014,5.427728568057374,7.163860345673785,2.2261980583126766,7.561187518190245,4.575327350535925,5.612069567574235
COG,2014,4.64713667777567,3.972352941176471,3.282824530199225,5.9241569510170455,4.683384331113896,5.372964635371711
CRI,2014,7.635653762383313,7.568844147733634,6.406131993975432,9.411804817130497,8.053456814159494,6.7380310389175095
CIV,2014,5.818745811389081,6.060824194285383,4.3765634846418475,7.012448661564147,5.325901193542906,6.317991522911121
HRV,2014,7.226126390846457,5.226315938319393,6.085061880026883,9.30036714723752,8.210824719328949,7.308062269319542
CYP,2014,7.432223074217214,7.293010610101997,6.210367601273149,7.2306823082272835,8.64048918727722,7.78656566420642
CZE,2014,7.927333274609263,6.519948063382598,6.737221469028752,9.560454012076905,8.612673745411787,8.206369083146273
DNK,2014,8.107767894075836,4.7999233067276705,8.61942612244424,9.710256104906314,8.8299877109859,8.579246225315059
DOM,2014,7.532631479683937,8.73595420171815,4.639559477969047,9.526790342320723,8.036878794918293,6.723974581493471
ECU,2014,6.022997202832563,6.527537122238646,4.399770686978513,6.864120152564025,6.316058888439328,6.007499163942306
EGY,2014,5.5217426197661235,5.396053980117863,3.1523333408167575,8.831210473954624,5.488743615066172,4.7403716888752045
SLV,2014,7.4875431627179525,8.604834713889293,4.682105103312063,9.706406801837709,7.988023889594374,6.456345304956323
EST,2014,8.05433413822406,6.57492636673201,7.573486573447987,9.129339122574242,8.758169204625426,8.235749423740641
SWZ,2014,6.199606461182957,5.199246193300208,3.562680971274058,7.999256204704152,6.633305675976366,7.603543260659996
ETH,2014,5.369230751705059,5.8233206544127905,4.383161837088926,5.467539821284355,4.885227503900348,6.286903941838877
FJI,2014,6.6634224437371925,6.409363945150754,5.947726308607791,6.0759108650121005,6.27180413389557,8.61230696601974
FIN,2014,7.919227344500565,5.039181196627588,8.701381708171997,9.540362847410028,8.500243243677486,7.814967726615724
FRA,2014,7.721381456571599,5.294282352995505,7.480301868771978,9.740197523193329,8.673044213181875,7.41908132471531
GAB,2014,5.444700313620129,6.036130704271724,2.8987044438183625,5.9754161802660715,5.4603093445252995,6.852940895219187
GMB,2014,7.183822316354788,7.593408917253917,4.618029309022819,9.221539006909852,7.812105723572088,6.674028625015263
GEO,2014,8.308486708879297,8.103055967374363,7.3547041005416025,9.110625013851688,8.889970662498772,8.084077800130057
DEU,2014,7.9624585888260055,6.289692877138182,8.006762570985789,9.607560550948456,8.34451094748134,7.563765997576259
GHA,2014,6.284726804741361,8.215952796922583,5.272672824153782,5.5956863188995944,5.790704592008957,6.548617491721887
GRC,2014,7.165680508728298,4.721894725453931,6.144331833969525,9.704566780470419,8.378674164956957,6.878935038790661
GTM,2014,7.809297961587357,9.405288008150503,4.849429347980606,9.58803772812061,8.43887638652715,6.7648583371579205
GIN,2014,5.177636401478862,4.169816176470588,3.0426349999553386,7.516922589626642,4.523162277152866,6.635645964188876
GNB,2014,5.117633934678831,5.393933823529411,2.255516208750276,6.336123793018362,5.968738950386053,5.633856897710054
GUY,2014,6.50196637431542,6.037930598395482,4.794451141518761,8.032109547155224,6.847244569113815,6.798096015393814
HTI,2014,6.812027151822012,7.8060517143495955,2.5684929679620443,8.162168961166252,8.529115150511611,6.994306965120558
HND,2014,7.255067266177146,8.907764705882354,4.440045042993078,9.212802074997919,6.946535017153201,6.768189489859174
HKG,2014,8.96897181436545,8.687049996736679,7.817882911290454,9.382379763798422,9.549896184571839,9.407650215429856
HUN,2014,7.5132804689453465,5.660944253689595,6.320859504984379,9.48976826153789,8.568333715191773,7.526496609323093
ISL,2014,7.326112593284114,6.124801259075378,8.269842447261603,7.205876487727643,6.896108685442124,8.133934086913827
IND,2014,6.226226666165141,7.681959982096581,5.125241149079136,6.896948068308737,5.132155406019966,6.294828725321287
IDN,2014,7.072133805979216,8.217790000599807,4.516357240872885,9.264207419384961,7.017278500441437,6.3450358685969865
IRN,2014,5.1047813257313095,6.527837936218967,3.756687514453807,7.062173043084495,3.0026601851179877,5.174547949781288
IRL,2014,8.23708108376614,6.222897740155206,8.19488461864314,9.62955723991057,8.93288581444822,8.205180005673567
ISR,2014,7.579478586636332,6.555661457267749,5.695531703015487,9.524730262512353,8.556614192478843,7.564855317907232
ITA,2014,7.665864727656983,5.833361140298283,6.450945885114667,9.794770967685464,8.698252938746528,7.551992706439967
JAM,2014,7.529056039565139,8.187499755730915,5.61789668196247,8.690291615540179,7.0764764091079,8.073115735484231
JPN,2014,7.830461312352432,5.931478645919548,7.710116255835787,9.533523675098321,8.172224809653223,7.804963175255279
JOR,2014,7.429959010791885,7.945859624095443,4.112290730054441,9.490064934335836,8.12828180560114,7.473297959872564
KAZ,2014,7.140052329407302,7.4889574515141275,5.496465226017743,8.982272845945282,5.806293354609501,7.926272768949858
KEN,2014,7.252860824289189,8.03034360399845,5.155687180150852,8.985856671475533,6.660617144249057,7.4317995215720565
KOR,2014,7.618707700587746,6.996710017661873,6.300916295360312,9.56075183807452,7.783514011328814,7.451646340513207
KWT,2014,6.701960147673236,5.794765081306674,4.77348794705765,8.303223162882547,7.141084355679908,7.497240191439405
KGZ,2014,7.138393499762515,7.893033819356055,4.723050940874441,8.675549445533676,7.303421558814719,7.09691173423368
LAO,2014,6.494737912542367,6.821946290358928,5.810621193167062,7.16456853553022,6.493568901439891,6.1829846422157315
LVA,2014,8.119451104418827,7.255803956828633,7.013716022832579,9.288726707978093,8.781786369629714,8.257222464825118
LBN,2014,7.122715892357897,8.367824770482603,4.086836096558874,9.71377839181648,6.942016472491211,6.503123730440315
LSO,2014,6.551612485069628,5.404313620831199,5.210756485516307,7.7280460777419195,6.73922879255511,7.675717448703601
LBR,2014,7.035668081459437,8.020080324441258,4.462945628641319,9.139752481652542,5.960340171326217,7.595221801235855
LBY,2014,5.124058576031474,5.2250000000000005,3.8078663766861722,5.986488525977539,4.329290564817486,6.271647412676171
LTU,2014,8.08035264754626,7.27620686291056,6.975537484840397,9.409619274800235,8.16629831425919,8.574101300920917
LUX,2014,7.845264238371259,5.635789753336267,7.909901822130727,9.485749758902177,8.339394412824653,7.85548544466247
MDG,2014,6.394328661164208,7.925755919475239,3.052211198851717,8.041539870240271,6.968349000709689,5.983787316544125
MWI,2014,5.968283801916961,6.694915459562313,5.303789654328342,5.79707996987372,5.6213157612451585,6.424318164575268
MYS,2014,7.384318010934097,6.2939609411236805,5.429135682365485,9.347776155539187,7.328994387472836,8.521722888169295
MLI,2014,5.770636374687767,5.524,3.689842825759607,6.934441079826289,6.701357819084205,6.0035401487687325
MLT,2014,7.972523506435122,6.574576372949949,6.7928658468819085,9.627640954323374,8.751162225434733,8.116372132585644
MRT,2014,5.9491524328297585,6.636322109978556,3.1465472271058474,7.00137761437429,6.252450444818423,6.709064767871681
MUS,2014,7.901986724037961,7.7167352334042025,5.796407954151374,9.580630766911192,8.497689125422946,7.918470540300091
MEX,2014,6.993556405213181,7.626731053113305,4.874207385306539,8.062198454706289,7.568449353488444,6.836195779451323
MDA,2014,7.00630553591017,7.625314375058247,5.08615912314873,7.8342004806969365,7.196314362883493,7.2895393377634425
MNG,2014,7.2930695209985315,7.1962877200227355,6.040898765671017,8.530114618027678,7.467380699843189,7.230665801428036
MNE,2014,7.391320744058123,6.858182541772329,5.405634597538124,8.579086685109548,8.422489058490676,7.691210837379937
MAR,2014,6.443428829157365,6.572984593111952,5.1723042348045825,7.351149320352589,6.235769220317994,6.884936777199704
MOZ,2014,5.622586355902068,5.542959504829126,4.333254890884377,6.497523005696806,6.101620952210948,5.637573425889084
MMR,2014,5.754411516030791,7.245705244585634,3.447464674242785,6.614828244379447,5.519205580229066,5.944853836717022
NAM,2014,6.632345186851479,6.432242164549651,6.127249333536448,6.733480343066319,5.897672337164543,7.971081755940435
NPL,2014,6.755557910064662,8.172284804101654,5.718817117528225,6.425190279273732,6.501049355692778,6.960447993726923
NLD,2014,7.937668739022675,4.7826975043710505,8.271074603106877,9.799759814315225,8.95479293641358,7.880018836906643
NZL,2014,8.529361362491299,6.593562684285002,8.554852254088267,9.454369003089667,9.024740431494099,9.019282439499456
NIC,2014,7.251335673613956,8.045553284789484,4.151036080880235,8.882518209695178,7.946524811136857,7.231045981568024
NER,2014,5.648137524029225,6.718295304269633,3.3717012266624122,6.786682909780806,5.264374162670865,6.099634016762409
NGA,2014,6.661658654565784,8.54091703487293,3.607734852162836,7.949167210495002,5.761481054367287,7.448993120930866
MKD,2014,7.5173197526591835,6.887031796779752,6.218873509843858,8.31602055639934,7.84823184794273,8.316441052330239
NOR,2014,7.820508896989855,5.612526557981207,8.807028694276477,9.629851112567575,7.434061430877989,7.619076689246028
OMN,2014,6.965430596338915,4.613971932728611,4.856099707955557,8.776757391134954,8.342120930874582,8.238203019000872
PAK,2014,5.826026097456619,7.965071594483321,3.3703704956464353,6.213682864400038,5.456872585803105,6.124132946950198
PAN,2014,7.6962364993537,7.95538183471111,5.459901138006153,9.244359249914663,8.835274200428813,6.986266073707763
PNG,2014,6.332509684715331,4.954177178499501,4.281749047324149,7.804362554668892,7.316912528444105,7.305347114640006
PRY,2014,7.006359102791942,8.350271386373237,4.198649073646226,9.243059520075235,6.937977453318143,6.301838080546862
PER,2014,7.756554972921704,7.85143869015796,5.328285509017038,9.382411358705747,8.590216859584247,7.630422447143533
PHL,2014,7.407430388556399,8.51336392050008,4.656761056649838,9.365698224566565,6.967802398682755,7.533526342382758
POL,2014,7.54025878301309,5.739727818589124,6.522067395681445,9.708762765531674,7.862580361261022,7.868155574002181
PRT,2014,7.735883494595103,6.0525934636896,7.138537845355495,9.815901356947926,8.653729506225279,7.018655300757217
QAT,2014,7.314903671687121,6.054661996847098,5.5769545004786645,9.118995879670887,8.135579486768636,7.688326494670323
ROU,2014,7.91323115758243,7.312835359701532,6.229509602277416,9.524611897114337,8.828036752132826,7.671162176686039
RUS,2014,6.59480664704858,6.112265017881854,4.987628209015555,8.95176760434945,6.334126898751842,6.588245505244199
RWA,2014,7.147482874229323,5.273894519190952,6.317517029476499,9.483951992100438,6.729466378798798,7.93258445157993
SAU,2014,6.242927632029054,4.607318485240848,4.524156824071361,8.479479333012582,6.417789671511738,7.1858938463087405
SEN,2014,6.030031837135034,7.161622634522748,4.123724374243672,7.149040984966373,6.510761007891652,5.205010184050729
SRB,2014,6.781617062928397,6.917947929624509,5.1265286942079875,7.726081829622904,7.5598622162108216,6.577664644975766
SYC,2014,7.577688021847379,7.55622974535657,5.241581349766926,9.103162353957243,8.54704543900254,7.440421221153624
SLE,2014,6.004034897306914,7.33530881821339,4.475471431843128,7.2696290749043015,5.6693463156709445,5.270418845902807
SGP,2014,8.77989107956282,7.6829077771027965,8.172402659221136,9.449403654396566,9.55865467532731,9.036086631766295
SVK,2014,7.697104737712661,6.222821975924813,6.137189525343583,9.806386114717373,8.574441578177819,7.744684494399714
SVN,2014,7.3105913176669475,4.933847178039139,6.567692461267539,9.768759040378585,8.217128458792269,7.065529449857209
ZAF,2014,6.859256576135803,6.04063247079875,6.429841897621119,8.036641773247336,6.469728026777912,7.319438712233904
ESP,2014,7.746486949431187,6.127086943722199,7.043163512894694,9.836030408505083,8.408494518535885,7.317659363498071
LKA,2014,6.664736435329237,8.267381032464522,4.631102504635822,8.222241126947765,5.338542023000803,6.86441548959728
SUR,2014,6.668344520759467,5.334013859743992,5.324268864449991,9.168292278196216,6.515335737921809,6.9998118634853235
SWE,2014,7.93073831850139,4.736887158559835,8.270005732528059,9.782763730428155,8.625592460586237,8.238442510404665
CHE,2014,8.490478521284023,7.739541306994942,8.696899452865427,9.75670501883448,7.692415855442164,8.566830972283109
SYR,2014,4.91022372887791,6.849998129986902,3.313897316138782,5.119576620312631,4.126845014716902,5.1408015632343345
TWN,2014,7.68186865972581,7.3041480063057325,6.639867322226452,9.637296575609506,7.43645216945308,7.391579225034273
TJK,2014,6.202692383365202,5.81343284180157,4.755542028794181,7.872283961222005,6.011811150677802,6.5603919343304495
TZA,2014,6.77724492998311,7.665166826484918,5.183482128231207,7.917369381292199,6.0553690479663445,7.064837265940881
THA,2014,6.56238090269616,7.356001643277244,4.732653347222385,7.12921667411622,6.687066615122332,6.906966233742615
TLS,2014,6.433032904181381,4.865982443126038,3.3341425150571755,8.794119093431664,7.581605094484959,7.589315374807065
TGO,2014,5.857041537182331,6.922856256593195,4.212281212986783,7.099593406533753,5.691093879850881,5.359382929947041
TTO,2014,7.252684937933504,6.871293694444931,5.231245715267449,8.592255895308483,8.162847701655023,7.405781682991633
TUN,2014,6.396225033830675,6.301069102435444,4.989325744323368,6.969173600924659,6.836160518980267,6.8853962024896385
TUR,2014,6.9826712635012145,7.253432595876751,4.897810086772961,9.033412110238377,7.1716062395807985,6.557095285037183
UGA,2014,7.36153549168611,7.95568518582013,4.38451973682587,8.708058157514058,7.622334397074654,8.137079981195846
UKR,2014,5.960233989832609,6.973709547644058,4.51163689802926,5.92620508249426,5.775167140579839,6.61445128041563
ARE,2014,7.138195672491065,5.681633216316781,4.860514122817887,8.736870471341994,8.435878574722242,7.976081977256418
GBR,2014,8.159347993741669,6.412575243098087,8.151369150438313,9.751756908411991,8.631031387504887,7.8500072792550695
USA,2014,8.1823302836539,7.240342055503563,7.6525918073070684,9.389649401054704,7.836113047656357,8.79295510674781
URY,2014,7.257596128995206,7.077590871664017,5.77767796844167,9.052955378198483,7.751523205879019,6.6282332207928425
VEN,2014,3.030714151721522,4.713327215899984,2.4409796669998323,1.9361069722937567,2.950927336637757,3.112229566776282
VNM,2014,6.00805326955112,6.241611285961559,4.880325316864621,6.199592660915686,6.066585874091133,6.652151209922604
YEM,2014,6.586258097508552,7.941863695886154,3.475525550321387,8.743941506108229,7.561853521789734,5.2081062134372536
ZMB,2014,7.246571134004384,7.5861488557355585,5.208950316118535,8.983161360289543,7.711426428801234,6.743168709077043
ZWE,2014,5.89857339976154,6.773981930695901,3.9300548768653427,7.966798024013488,5.78392035829069,5.038111808942279
ALB,2013,7.403669266013017,7.9195810645231814,4.993118109359804,9.69094222506331,6.963087257280871,7.4516176738379185
DZA,2013,5.120853528048881,4.183519915911747,4.0942535986932524,7.170856798513579,4.717757180181407,5.437880146944418
AGO,2013,5.137243377276105,4.971822377334457,3.3335742271193016,6.727762005356786,5.694645616481876,4.958412660088105
ARG,2013,5.109906736428689,5.970127791677334,4.326043080774829,6.247636663037664,3.2783257351672197,5.727400411486404
ARM,2013,7.665899241124308,8.212213816169035,5.595777262850065,9.17661028218237,7.749114940972505,7.5957799034475615
