Date,MSFT,AAPL,PG,TSLA
2012-01-03,,,,
2012-01-04,2.326112483963483,0.5359693360665219,-0.044898269407500635,-1.326441419588953
2012-01-05,1.0167142302833998,1.1040827313109514,-0.4200522367898252,-2.1521708088481195
2012-01-06,1.5415264856804,1.0399547765685302,-0.24081293398721115,-0.7773464447392131
2012-01-09,-1.3249999995691208,-0.1587438246462014,0.42105141798236545,1.2555701753258153
2012-01-10,0.35984343113875106,0.3574082217558505,-0.46626775569587053,1.348630117249583
2012-01-11,-0.43196913961649486,-0.16316168462218172,-0.9847841352114806,2.1845241906003676
2012-01-12,1.005036062426301,-0.27490120169426646,0.19772955796506508,0.0708037431835451
2012-01-13,0.8888947417246218,-0.37565653048834413,0.0,-21.47716363596512
2012-01-17,0.035392776307618945,1.1580853308141847,0.6814663741644189,15.458937444735504
2012-01-18,-0.10621593056323597,1.033027640323425,-0.3477263392490215,0.7863770686175164
2012-01-19,-0.3904129262714662,-0.31743938285231366,0.07569912030067627,-0.18665150781780326
2012-01-20,5.500256187187569,-1.7570226875160078,0.22674262604960305,-0.5997255607997132
2012-01-23,0.06729629535859871,1.6775035799900362,-1.8746313287246963,0.6371051186389365
2012-01-24,-1.3204843697127266,-1.6513314462260453,-0.7722046093910251,2.3990593728050458
2012-01-25,0.7470300097585536,6.056725375737848,0.7414358100254148,1.9860070592876866
2012-01-26,-0.20318146673248272,-0.4555157553078004,-0.27739314487247313,3.4091816621149906
2012-01-27,-0.9194699883368074,0.5942307218051113,-0.7745971748442493,1.3386175984792525
2012-01-30,1.2916599264114925,1.2729368593461299,-1.7097176704506722,0.8149468729865106
2012-01-31,-0.27054437182179036,0.7630656509890255,-0.2693041927724238,-1.7053482541269593
2012-02-01,1.2117236867617898,-0.06354833755257694,0.2693041927724238,1.7391762862188687
2012-02-02,0.2005394159308338,-0.23482348257690688,0.17387281929250875,2.2397836085850553
2012-02-03,0.96361937072591,0.9969469417622445,-0.8723970571077544,2.9318144822845005
2012-02-06,-0.1323594098769032,0.9289252368562373,1.1720087764342857,2.065179616239232
2012-02-07,0.49545804308066543,1.0420401304807037,0.29872271686919305,-0.6308937152268879
2012-02-08,1.0162338392367687,1.6605189305129997,-0.09423806762933751,1.0388919238713878
2012-02-09,0.35813357440037663,3.40085150734466,0.6265708545797999,2.0152353669375733
2012-02-10,-0.881352059753171,0.050678067880394195,-0.25015623572306467,-4.649090109933763
