DATE,1 M (%),3 M (%),6 M (%),1 Y (%),2 Y (%),3 Y (%),5 Y (%),7 Y (%),10 Y (%),20 Y (%),30 Y (%),Federal Funds Target (Pre-Crisis),Federal Funds (Upper) Target,Effective Federal Funds Rate,Interest on Excess Reserves
2013-07-31,0.02090909090909091,0.035454545454545454,0.07363636363636364,0.12181818181818183,0.3409090909090909,0.644090909090909,1.4031818181818183,1.9913636363636364,2.5822727272727275,3.3072727272727276,3.605,,0.25,0.09258064516129033,0.25
2013-08-31,0.03681818181818182,0.04363636363636363,0.07181818181818182,0.12681818181818183,0.3563636363636364,0.7045454545454546,1.5204545454545455,2.1522727272727273,2.7372727272727273,3.488181818181818,3.757727272727273,,0.25,0.08290322580645161,0.25
2013-09-30,0.017499999999999998,0.016,0.0415,0.11850000000000001,0.404,0.7795,1.5959999999999999,2.2165,2.8095,3.526,3.787,,0.25,0.08,0.25
2013-10-31,0.10590909090909091,0.04727272727272727,0.07590909090909091,0.12136363636363635,0.33545454545454545,0.6277272727272728,1.366818181818182,1.9936363636363637,2.6159090909090907,3.3795454545454544,3.6759090909090912,,0.25,0.08709677419354839,0.25
2013-11-30,0.04684210526315789,0.06789473684210527,0.09842105263157895,0.12157894736842105,0.3036842105263158,0.58,1.3710526315789473,2.0694736842105264,2.718421052631579,3.5036842105263153,3.8000000000000003,,0.25,0.08433333333333333,0.25
2013-12-31,0.01904761904761905,0.06666666666666668,0.09523809523809523,0.13285714285714287,0.33999999999999997,0.6852380952380953,1.5761904761904764,2.2857142857142856,2.901904761904762,3.6266666666666665,3.889047619047619,,0.25,0.08516129032258064,0.25
2014-01-31,0.017142857142857144,0.043333333333333335,0.06904761904761905,0.11619047619047619,0.3938095238095238,0.7795238095238096,1.6466666666666665,2.2938095238095237,2.858095238095238,3.5219047619047616,3.7690476190476194,,0.25,0.07161290322580646,0.25
2014-02-28,0.04684210526315789,0.05263157894736842,0.08105263157894738,0.11684210526315789,0.3268421052631579,0.6884210526315789,1.5157894736842106,2.1526315789473682,2.709473684210526,3.3847368421052635,3.6626315789473685,,0.25,0.06642857142857143,0.25
2014-03-31,0.051428571428571435,0.05238095238095238,0.07857142857142857,0.1280952380952381,0.3990476190476191,0.8166666666666667,1.6395238095238096,2.2333333333333334,2.723333333333333,3.3466666666666667,3.620952380952381,,0.25,0.07806451612903226,0.25
2014-04-30,0.023333333333333334,0.030952380952380953,0.05333333333333334,0.10761904761904763,0.41714285714285715,0.8847619047619049,1.700952380952381,2.2695238095238093,2.705238095238095,3.2652380952380957,3.5176190476190476,,0.25,0.09033333333333333,0.25
2014-05-31,0.02666666666666667,0.03238095238095238,0.05190476190476191,0.09666666666666668,0.38904761904761903,0.8261904761904763,1.592857142857143,2.1209523809523807,2.559047619047619,3.1152380952380954,3.3899999999999997,,0.25,0.08709677419354837,0.25
2014-06-30,0.024285714285714285,0.03571428571428571,0.060476190476190475,0.10476190476190476,0.4523809523809524,0.9047619047619048,1.679047619047619,2.1933333333333334,2.5985714285714288,3.1533333333333333,3.4200000000000004,,0.25,0.09566666666666666,0.25
2014-07-31,0.024090909090909093,0.026363636363636363,0.05954545454545455,0.11136363636363637,0.5063636363636363,0.9736363636363635,1.6995454545454545,2.172727272727273,2.5422727272727275,3.071363636363636,3.3318181818181816,,0.25,0.09096774193548386,0.25
2014-08-31,0.03,0.032857142857142856,0.05238095238095238,0.10714285714285714,0.4723809523809524,0.9276190476190477,1.6314285714285712,2.0804761904761904,2.42,2.9366666666666665,3.2009523809523808,,0.25,0.08806451612903225,0.25
2014-09-30,0.011428571428571429,0.02,0.04380952380952381,0.10952380952380951,0.5666666666666667,1.0509523809523809,1.7738095238095237,2.2204761904761905,2.5342857142857143,3.013333333333333,3.26,,0.25,0.08833333333333333,0.25
2014-10-31,0.02090909090909091,0.01681818181818182,0.05045454545454546,0.10454545454545455,0.4454545454545455,0.875,1.545909090909091,1.9804545454545455,2.304090909090909,2.773181818181818,3.0399999999999996,,0.25,0.08903225806451612,0.25
2014-11-30,0.041666666666666664,0.021666666666666667,0.06944444444444445,0.13444444444444445,0.5272222222222223,0.9627777777777777,1.6205555555555555,2.0288888888888885,2.3255555555555554,2.7644444444444445,3.038333333333333,,0.25,0.09200000000000001,0.25
2014-12-31,0.025,0.02909090909090909,0.10636363636363635,0.21454545454545454,0.6354545454545455,1.0640909090909092,1.64,1.9804545454545455,2.2072727272727275,2.5504545454545453,2.833181818181818,,0.25,0.12258064516129032,0.25
2015-01-31,0.018,0.027500000000000004,0.083,0.1955,0.5515000000000001,0.897,1.3745,1.6715,1.8815000000000002,2.1990000000000003,2.455,,0.25,0.11483870967741935,0.25
2015-02-28,0.017894736842105265,0.017894736842105265,0.07105263157894737,0.22421052631578947,0.6189473684210526,0.991578947368421,1.4726315789473685,1.7878947368421052,1.9752631578947368,2.338421052631579,2.566315789473684,,0.25,0.11071428571428572,0.25
2015-03-31,0.022727272727272728,0.027727272727272725,0.11,0.25363636363636366,0.6404545454545455,1.0168181818181818,1.5190909090909093,1.8422727272727273,2.0427272727272725,2.4068181818181817,2.6263636363636365,,0.25,0.11290322580645161,0.25
2015-04-30,0.018181818181818184,0.023181818181818182,0.09363636363636364,0.23363636363636361,0.54,0.8654545454545454,1.3545454545454545,1.6909090909090907,1.935,2.334090909090909,2.585909090909091,,0.25,0.12466666666666668,0.25
2015-05-31,0.013000000000000001,0.0165,0.0795,0.24100000000000002,0.609,0.977,1.5385,1.9329999999999998,2.1975000000000002,2.692,2.955,,0.25,0.12322580645161291,0.25
2015-06-30,0.007727272727272728,0.015000000000000001,0.08681818181818182,0.27545454545454545,0.6886363636363636,1.065,1.6836363636363636,2.0995454545454546,2.3636363636363638,2.8454545454545457,3.1118181818181814,,0.25,0.129,0.25
2015-07-31,0.030000000000000002,0.03227272727272727,0.11636363636363636,0.2968181818181818,0.6677272727272727,1.0263636363636364,1.632272727272727,2.041818181818182,2.3245454545454547,2.766363636363636,3.066363636363637,,0.25,0.13032258064516128,0.25
2015-08-31,0.035238095238095235,0.0719047619047619,0.22,0.3757142857142857,0.6976190476190476,1.03,1.5414285714285714,1.908095238095238,2.1671428571428573,2.5466666666666664,2.855714285714286,,0.25,0.13806451612903226,0.25
2015-09-30,0.008571428571428572,0.024285714285714285,0.17952380952380953,0.37333333333333335,0.7133333333333334,1.0133333333333334,1.49,1.8761904761904762,2.172857142857143,2.6180952380952385,2.9528571428571433,,0.25,0.136,0.25
2015-10-31,0.014285714285714285,0.016666666666666666,0.11380952380952382,0.26333333333333336,0.6447619047619048,0.9266666666666667,1.3857142857142857,1.7623809523809524,2.07,2.502857142857143,2.888095238095238,,0.25,0.1235483870967742,0.25
2015-11-30,0.07105263157894737,0.12631578947368421,0.3278947368421053,0.4768421052631579,0.884736842105263,1.2042105263157894,1.6710526315789473,2.024736842105263,2.263157894736842,2.686315789473684,3.03,,0.25,0.11766666666666666,0.25
2015-12-31,0.17181818181818184,0.22863636363636364,0.4990909090909091,0.6536363636363637,0.9827272727272728,1.2804545454545455,1.6986363636363635,2.038181818181818,2.2427272727272727,2.6072727272727274,2.97,,0.3790322580645161,0.24064516129032257,0.3709677419354839
2016-01-31,0.22736842105263158,0.2573684210526316,0.43473684210526314,0.5431578947368422,0.8994736842105263,1.14,1.5184210526315791,1.8510526315789475,2.0852631578947367,2.488947368421053,2.858421052631579,,0.5,0.3429032258064516,0.5
2016-02-29,0.256,0.3145,0.445,0.534,0.7335,0.8965,1.222,1.5335,1.7795,2.1990000000000003,2.623,,0.5,0.37517241379310345,0.5
2016-03-31,0.2531818181818182,0.2972727272727273,0.47,0.6563636363636364,0.875,1.038181818181818,1.375909090909091,1.6836363636363636,1.8890909090909092,2.275909090909091,2.6845454545454546,,0.5,0.362258064516129,0.5
2016-04-30,0.18761904761904763,0.2280952380952381,0.37238095238095237,0.5557142857142857,0.768095238095238,0.9185714285714285,1.258095238095238,1.5704761904761904,1.805238095238095,2.2104761904761907,2.6233333333333335,,0.5,0.3653333333333333,0.5
2016-05-31,0.2261904761904762,0.27666666666666667,0.41857142857142854,0.5914285714285714,0.8161904761904762,0.9719047619047619,1.3004761904761903,1.5976190476190475,1.8061904761904761,2.216666666666667,2.6276190476190475,,0.5,0.36516129032258066,0.5
2016-06-30,0.22136363636363637,0.2727272727272727,0.4040909090909091,0.5522727272727272,0.7313636363636363,0.8604545454545455,1.1663636363636363,1.4413636363636364,1.6440909090909093,2.019090909090909,2.4522727272727276,,0.5,0.37766666666666665,0.5
2016-07-31,0.2635,0.30100000000000005,0.404,0.5135,0.6725,0.7945,1.0715,1.3275000000000001,1.504,1.8225000000000002,2.227,,0.5,0.3916129032258065,0.5
